报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),11599,18721,21361,51506,56378,20649,18776,6835,19997,19127,11059,19612,19856,13240,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),7177,7938,11190,12677,5432,8263,13020,5885,3374,6797,3351,713,788,602,
应收账款(万元),35995,37113,28550,29383,25617,26464,23127,30608,27674,22867,24619,25788,21333,10678,
预付款项(万元),3208,1624,674,617,974,934,1113,808,863,1003,1678,2800,967,1028,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,289,,226,317,256,33,88,16,175,141,12,24,42,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),49398,39944,41385,28930,48845,36888,32189,43288,35109,28113,31683,22145,14976,12972,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),36704,38955,38172,18042,841,35,8,,,,130,,,,
流动资产合计(万元),144445,144586,141673,141381,138403,93490,88266,87512,87033,78082,72661,71069,57944,38562,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,10600,,9613,,9171,8926,,,,,,,,
累计折旧(万元),,7626,,6989,,6393,5736,,,,,,,,
固定资产净值(万元),,2974,,2624,,2778,3190,,,,,,,,
固定资产减值准备(万元),,44,,44,,46,46,,,,,,,,
固定资产(万元),,2930,,2580,2573,2732,3145,3706,4205,3008,2956,2510,2832,3196,
在建工程(万元),,3185,,2379,1422,1212,514,67,43,43,,,33,33,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),784,789,794,800,805,811,821,832,843,865,875,886,908,182,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),545,507,468,468,380,373,400,393,364,289,236,237,189,106,
其他非流动资产(万元),,,,,,,,,,,,,,,
非流动资产合计(万元),9074,7411,6085,6227,5181,5128,4879,4998,5455,4205,4067,3634,3961,3517,
资产总计(万元),153519,151996,147758,147608,143584,98618,93145,92510,92488,82287,76728,74703,61905,42078,
短期借款(万元),,,,,,4000,4000,5000,12730,4000,5000,4000,4000,7000,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),10231,10774,,13015,,11877,14385,11918,13868,14578,10678,12331,6578,3072,
应付账款(万元),21462,19927,,11577,,16284,10682,17411,8865,13892,18355,17303,10962,6815,
预收账款(万元),586,529,755,665,560,481,446,360,562,146,178,116,459,98,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),1,4,10,14,19,27,35,45,56,72,79,85,109,109,
应交税费(万元),276,271,527,2015,48,518,868,822,1299,1174,309,1091,1128,842,
应付利息(万元),,,,,,5,5,7,4,5,6,7,7,12,
应付股利(万元),,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,142,,128,139,268,123,1015,746,438,224,346,857,538,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,240,253,253,253,253,253,253,126,126,126,85,85,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),32689,31647,29360,27667,30371,33712,30796,36830,38383,34432,34956,35405,24186,18569,
长期借款(万元),,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,
长期递延收益(万元),1759,1807,1601,1651,1414,1478,1639,1730,1447,1976,1881,1739,906,1071,
递延所得税负债(万元),,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),1759,1807,1601,1651,1414,1478,1639,1730,1447,1976,1881,1739,906,1071,
负债合计(万元),34448,33454,30961,29318,31785,35190,32435,38560,39830,36408,36838,37144,25092,19641,
实收资本(或股本)(万元),16001,16001,10667,10667,10667,8000,8000,8000,8000,8000,8000,8000,8000,7000,
资本公积(万元),48003,48003,53336,53336,53336,8131,8131,8131,8131,8131,8131,7826,7826,826,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),6377,6377,6377,6377,5406,5406,5406,4481,4481,3643,2842,2842,2129,1492,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),48690,48162,46416,47910,42389,41891,39173,33337,32046,26105,20918,18892,18858,13119,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),119071,118542,116797,118290,111799,63428,60710,53949,52658,45879,39890,37559,36813,22437,
少数股东权益(万元),,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),119071,118542,116797,118290,111799,63428,60710,53949,52658,45879,39890,37559,36813,22437,
负债和所有者权益(或股东权益)总计(万元),153519,151996,147758,147608,143584,98618,93145,92510,92488,82287,76728,74703,61905,42078,		
