报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),43579,40822,34417,34749,37721,63831,58615,78847,76539,62413,64276,98447,96038,47268,39835,34636,33708,22491,13349,28320,49063,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),4700,4700,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),56,1221,460,494,100,,122,144,,,100,100,,,4,252,280,195,,,,
应收账款(万元),18178,24711,33654,18677,48011,59601,60910,55925,24658,29822,26290,33109,23510,26165,31864,37890,32067,33415,43335,24930,7118,
预付款项(万元),50488,47342,41499,46472,43457,32299,30927,29860,25836,16540,17256,17399,20663,18835,19289,19944,18739,16738,20598,10802,5207,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,4596,3896,3237,70,192,279,,,,,,,,209,92,186,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,5314,,6179,9957,4099,4070,3285,1498,1447,1555,1455,1975,1748,1857,1815,2294,2202,1562,1378,285,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),46725,45258,44973,52329,49935,30835,25149,27816,12502,12906,17095,15771,29243,33869,29269,26568,30441,38134,34384,21681,15363,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,1500,2900,
其他流动资产(万元),4597,3972,5369,5335,16749,16130,26548,14927,22191,42080,42344,1212,1061,1254,1229,1353,1938,3084,,,,
流动资产合计(万元),173480,173339,166551,164235,205930,211392,210237,214043,163294,165401,169195,167492,172489,129138,123347,122457,119467,116259,113438,88703,80122,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,328,387,520,1820,1820,2195,20,20,20,20,20,20,20,20,20,20,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),5325,5445,5515,5441,5075,4843,5186,4889,4737,3949,3619,2698,2378,2352,2927,2926,2768,2709,2634,2647,2469,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,70812,,68940,,62651,,60406,,56534,,54968,,,44750,43917,,31002,21595,15558,10567,
累计折旧(万元),,37705,,33289,,29316,,25418,,22281,,19350,,,14947,13533,,9005,5738,3289,1662,
固定资产净值(万元),,33107,,35651,,33335,,34989,,34254,,35619,,,29803,30384,,21997,15857,12270,8906,
固定资产减值准备(万元),,,,3,,13,,11,,17,,42,,,42,42,,52,,,,
固定资产(万元),,33107,,35648,31472,33322,34413,34978,32769,34237,35224,35577,31434,29931,29761,30342,26942,21945,15857,12270,8906,
在建工程(万元),,5050,,5582,7511,5044,4713,5309,8552,7809,5024,5264,6580,5977,5537,5841,6132,4882,4084,4019,2521,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),2755,2679,2768,2857,2947,3037,3101,3096,3175,3231,3312,3380,84,87,90,96,97,71,72,52,26,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),2443,2443,2443,2443,50654,50654,50654,50654,2607,2607,2607,2607,3170,3170,3170,3170,3170,3170,2963,2406,2406,
长期待摊费用(万元),15704,15905,17552,17433,15310,16794,17306,17513,17280,18554,19440,20417,18576,18563,15924,16734,13702,12586,10307,8367,5863,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),170,219,224,229,1122,1153,1140,1237,184,170,165,155,132,105,121,91,36,74,94,231,144,
其他非流动资产(万元),2003,2003,2304,2304,2304,2351,2304,2003,,,,,,,,,,,,,,
