报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),11290,8295,9026,6820,9641,8791,5984,9859,30045,5725,6637,3545,3706,129,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),4303,3310,4463,5850,3703,6777,6730,6719,7176,5855,2298,2691,1452,1423,
应收账款(万元),38787,26836,24275,22059,24481,23614,20101,22335,19404,18209,18602,18481,10962,11078,
预付款项(万元),1334,909,681,492,561,871,381,354,697,289,159,157,90,87,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,663,,427,850,655,547,353,699,273,207,119,106,75,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),29433,23497,21353,21731,21956,20086,19929,18836,17319,16748,13157,10108,5774,4777,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),6999,4905,4679,8180,7835,5533,10184,10932,598,1771,658,1014,120,45,
流动资产合计(万元),92768,68415,64913,65559,69027,66326,63856,69388,75938,48870,41717,36115,22210,17614,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),296,,,,,,,,,,,,,,
固定资产原值(万元),,100882,,91086,,61999,,53300,,51489,46764,39285,20812,,
累计折旧(万元),,25474,,22781,,19995,,17774,,15925,13789,10000,7037,,
固定资产净值(万元),,75408,,68305,,42004,,35526,,35565,32976,29285,13775,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,75408,,68305,54768,42004,37496,35526,34713,35565,32976,29285,13775,14574,
在建工程(万元),,3399,,6885,6227,10733,11281,10119,6220,5484,2165,1089,4104,51,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),9417,2600,2613,2632,2625,2648,2671,2694,2689,2712,2758,2774,1232,1214,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),45113,,,,,,,,,,,,,,
长期待摊费用(万元),3456,3351,2731,2550,2107,1939,988,979,971,879,781,415,152,172,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),1256,856,603,588,384,278,197,183,233,241,204,278,136,53,
其他非流动资产(万元),4844,4145,6214,3895,4583,4804,2044,1574,921,1018,999,558,1482,336,
非流动资产合计(万元),159924,89760,91010,84856,70693,62406,54677,51074,45746,45898,39883,34399,20880,16399,
资产总计(万元),252692,158175,155924,150415,139720,128732,118533,120462,121684,94768,81600,70514,43091,34013,
