报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),326765,266143,227334,,,443527,575694,229841,159907,120265,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),24439,24709,15227,,,2803,3236,2398,2829,1132,
衍生金融资产(万元),80,26,,,,,70,,,,
应收票据(万元),,,,,,,,,,,
应收账款(万元),,,,,,,,,,,
预付款项(万元),,,,,,,,,,,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,2635,,,4222,2547,1324,674,1309,
应收股利(万元),,12,,,,,,,,,
其他应收款(万元),1894,1383,1527,,,1952,1322,380,296,323,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),158407,147316,112255,,,127541,136190,119257,96090,102298,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),585,409,,,,18361,17063,789,,,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,
流动资产合计(万元),,,,,,,,,,,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,500,,,2673,2359,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,292,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,9998,9960,,,,,,,9713,
累计折旧(万元),,6235,5977,,,,,,,2567,
固定资产净值(万元),,3763,3984,,,,,,,7146,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),3686,3763,3984,,,5534,5784,6147,6710,7146,
在建工程(万元),46621,45403,34725,,,1681,746,,,,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),33664,33862,34205,,,18964,19220,289,316,347,
开发支出(万元),,,,,,,,,,,
商誉(万元),550,550,550,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),358,302,384,,,478,529,335,285,228,
其他非流动资产(万元),836,530,720,,,893,638,940,810,558,
非流动资产合计(万元),,,,,,,,,,,
资产总计(万元),599166,525686,434185,,,629775,766837,362848,269066,233745,
短期借款(万元),,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),5624,5532,1033,,,,,,,,
衍生金融负债(万元),202,15,203,,,216,,104,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),,,,,,,,,,,
预收账款(万元),,,,,,,,,,,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),683,678,930,,,806,1536,883,733,812,
应交税费(万元),698,599,558,,,3842,4789,1959,2602,2906,
应付利息(万元),,,44,,,19,59,,,,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),365703,323088,251394,,,499121,630841,284672,199023,171594,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),1944,1528,1497,,,3481,19359,1591,385,396,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),,,,,,,,,,,
长期借款(万元),40054,33044,29500,,,10000,10000,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),59,61,63,,,78,81,87,92,98,
递延所得税负债(万元),327,378,42,,,40,29,234,,7,
其他非流动负债(万元),5082,6535,1618,,,127,,185,,,
非流动负债合计(万元),,,,,,,,,,,
负债合计(万元),431136,381966,297060,,,525352,673804,295686,207994,180069,
实收资本(或股本)(万元),44500,40000,40000,,,40000,30000,30000,30000,30000,
资本公积(万元),26660,9396,9396,,,9396,19396,19396,19396,19396,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),9474,9474,9474,,,4409,4409,1808,925,185,
一般风险准备(万元),11907,11907,11907,,,6842,6842,4241,3358,2618,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),75048,72671,66107,,,43657,32329,11717,7394,1478,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),168029,143720,137125,129727,113896,104423,93032,67162,61072,53676,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),168029,143720,137125,,,104423,93032,67162,61072,53676,
负债和所有者权益(或股东权益)总计(万元),599166,525686,434185,,,629775,766837,362848,269066,233745,		
