报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),63709,87398,74219,122724,91625,99123,33912,136521,136767,58212,53689,43841,44449,33955,12787,5593,15316,31897,10858,8005,867,210,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),200,465,937,1548,381,581,424,,,30,210,1120,426,35,270,55,460,,450,1321,,42,
应收账款(万元),69192,70379,51786,62083,74505,80396,84817,85557,77036,87939,83261,86745,77680,81569,22037,46089,13736,16669,11338,17056,4751,5228,
预付款项(万元),1099,264,184,173,139,204,216,36,80,85,141,102,6,2,41,77,15,2,1,,10,,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,22918,,17069,21862,24615,19422,6246,8527,4434,4408,3848,1547,4140,4120,3882,1728,4609,1396,1065,2163,1173,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,,
存货(万元),273326,245137,204676,170034,160199,134017,113086,97843,92597,62645,58530,63205,73509,67287,111174,87088,79021,39426,24369,10665,12998,7936,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),2841,2764,38786,2101,1596,11354,95572,10425,,,9,,,,,,,,,,,,
流动资产合计(万元),431683,429325,388082,375733,350307,350290,347450,336628,315006,213346,200249,198862,197617,186988,150429,142783,110277,92603,48411,38111,20788,14591,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,8255,8255,4900,4900,6507,6507,16451,16451,16451,16451,10662,10662,118,118,118,118,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),87323,86995,85369,81836,80167,75302,50203,39930,30476,25079,24167,23879,16152,24729,45981,21142,11856,3301,3806,1650,,,
长期股权投资(万元),,,,,,,,,,,,,4000,,,,,,150,150,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,3484,,3424,,3566,,3396,,,,2834,,2762,,2681,,,1546,,,,
累计折旧(万元),,1636,,1466,,1433,,1279,,,,1134,,967,,788,,,276,,,,
固定资产净值(万元),,1848,,1958,,2133,,2116,,,,1700,,1795,,1893,,,1269,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,1848,,1958,2062,2133,2141,2116,1766,1717,1698,1700,1674,1795,1806,1893,1844,1777,1269,632,157,196,
在建工程(万元),,393,,393,395,393,393,393,201,176,,,,,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),2117,2237,2364,2562,25,19,20,21,17,19,21,25,30,35,39,39,41,48,9,6,,,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),1075,694,139,128,129,129,130,130,131,132,133,133,135,136,138,139,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),1596,1573,1448,1422,1570,1439,1341,1274,1095,1104,1115,1210,1677,1905,2004,2045,1162,778,165,251,103,93,
其他非流动资产(万元),,,,,,,,,,,,,,,,,600,,,,,,
非流动资产合计(万元),102315,101695,99858,96553,89248,84316,60736,50372,50137,44677,43585,43398,34330,39262,50085,25376,15621,6023,5400,2688,260,289,
资产总计(万元),533998,531020,487941,472287,439554,434605,408186,387000,365144,258023,243834,242260,231947,226250,200514,168160,125899,98626,53811,40799,21049,14880,
短期借款(万元),,,,,,,1000,3700,4700,5700,7700,7700,9950,17950,22050,19950,13500,7000,4000,2300,2000,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,,
应付票据(万元),4937,20064,,3798,,20593,21539,6475,4550,17242,20638,10715,21530,4129,6620,2183,3041,3335,7931,1400,,,
应付账款(万元),217960,204899,,176973,,144247,121280,118534,103646,87411,74134,86297,77648,86381,72048,61147,36854,32484,18736,19189,11943,9936,
预收账款(万元),828,828,828,828,,,,,5,17,930,1972,10,89,,,,,,,,,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),775,639,427,1011,621,497,294,973,537,511,334,1067,533,1237,641,994,794,681,146,327,159,74,
应交税费(万元),4525,4206,6120,5018,4733,3881,3166,3254,7133,7554,5184,5063,7871,9767,8374,8460,5752,2807,1957,1513,1509,807,
应付利息(万元),,,,,,,,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,6836,,7793,8250,9502,4538,4149,3692,2522,4302,3197,1681,2811,9170,1228,3031,1579,605,543,158,443,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,
其他流动负债(万元),11757,11504,9762,10606,6807,7050,6818,7666,6750,3918,3763,3830,,,,,,,,,,,
流动负债合计(万元),246332,248975,213454,206028,182418,185769,158635,144751,131014,124875,116984,119841,119223,122364,118902,93961,62972,47966,33374,25271,15769,11260,
长期借款(万元),,,,,,,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,,,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),246332,248975,213454,206028,182418,185769,158635,144751,131014,124875,116984,119841,119223,122364,118902,93961,62972,47966,33374,25271,15769,11260,
实收资本(或股本)(万元),31864,31864,31864,31864,31864,31864,22760,22760,22760,17070,17070,17070,17070,17070,15740,15740,15740,15740,6820,6820,2000,2000,
资本公积(万元),106039,106039,106039,106039,106039,106039,115143,115143,115143,27132,27132,27132,27132,27132,13832,13832,13832,13832,5952,5952,,500,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),13170,13170,13170,13170,9903,9903,9903,9903,7561,7561,7561,7561,5782,5782,4449,4341,3093,1923,217,217,275,75,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),130137,125454,118378,110186,104951,98863,99567,92251,87743,80443,74752,70313,62405,53568,47258,39885,28545,17912,7162,2215,3005,1045,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),281209,276527,269450,261258,252758,246669,247373,240058,233207,132205,126515,122075,112388,103552,81279,73798,61209,49407,20151,15204,5280,3620,
少数股东权益(万元),6456,5518,5037,5001,4378,2167,2178,2192,923,943,335,344,336,333,333,401,1717,1253,285,323,,,
所有者权益(或股东权益)合计(万元),287666,282044,274487,266259,257136,248836,249551,242250,234130,133149,126850,122419,112725,103885,81612,74199,62926,50660,20436,15528,5280,3620,
负债和所有者权益(或股东权益)总计(万元),533998,531020,487941,472287,439554,434605,408186,387000,365144,258023,243834,242260,231947,226250,200514,168160,125899,98626,53811,40799,21049,14880,		
