报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),6266,6343,8317,7086,6933,7580,12791,6681,24298,3941,2621,3382,3205,3728,1954,2774,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),24,45,49,35,73,151,61,,,,,,,,,,
应收账款(万元),29107,28713,28104,27456,25039,17177,11809,10154,8423,8701,9248,7505,6041,6473,6473,2991,
预付款项(万元),7433,6654,1695,2532,528,481,746,624,653,507,489,594,511,490,458,478,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,901,,829,2888,2995,2895,2170,1892,1711,1334,976,803,665,797,683,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),37,32,35,45,69,69,64,47,49,50,62,88,121,157,122,102,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),260,336,293,289,284,256,269,11577,290,589,284,,,150,175,,
流动资产合计(万元),44139,43024,39436,38272,35815,28709,28635,31255,35605,15498,14038,12546,10680,11663,9979,7028,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,45161,,36150,,35744,,30183,,27589,27545,,,,,,
累计折旧(万元),,10995,,9904,,8793,,7850,,7021,6436,,,,,,
固定资产净值(万元),,34166,,26246,,26951,,22334,,20568,21109,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,34166,,26246,26467,26951,26441,22334,20761,20568,21109,19195,13165,12726,7373,5371,
在建工程(万元),,610,,7961,5454,3850,3208,6301,7931,6604,5244,1983,3604,1383,2812,935,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,-1,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),6172,6215,6259,6302,6313,6356,6399,6442,6418,6458,6538,6639,4816,3655,3724,2271,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),5,5,5,5,5,5,,,,,,,,,,,
长期待摊费用(万元),1022,989,976,199,215,232,223,229,230,235,262,226,205,146,120,62,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),71,71,70,69,43,33,24,23,20,20,19,24,22,98,221,214,
其他非流动资产(万元),,,500,500,500,500,500,500,500,500,500,500,660,819,785,1274,
非流动资产合计(万元),41787,42055,41779,41282,38996,37927,36796,35829,35860,34385,33671,28567,22473,18826,15034,10126,
资产总计(万元),85926,85079,81215,79554,74811,66636,65431,67084,71465,49883,47709,41112,33152,30490,25013,17155,
短期借款(万元),7850,10200,7700,7700,4700,900,,,2500,3000,2000,1000,1500,2300,3900,1400,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
