报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),51458,26549,52122,42314,32152,32401,25239,29244,23742,13866,16853,19268,5459,4596,4404,3664,2548,3265,1134,269,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,2971,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,
应收账款(万元),86165,69613,18387,18857,20788,14617,15063,11652,10431,10169,9101,9646,10506,9527,6872,3663,5625,2725,3877,2288,
预付款项(万元),8786,9572,5942,4321,3734,3559,2838,2253,3259,3895,2255,1746,1840,2121,1401,1536,176,639,108,106,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,2796,,1122,1418,427,635,405,407,308,392,213,844,752,596,465,356,224,490,1703,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),22590,15942,744,579,689,534,482,273,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),667,83,146,94,122,34,3022,5101,7009,4004,3019,19,,,3,211,,53,,,
流动资产合计(万元),172477,124556,81468,67287,58902,51573,47278,48927,44847,32242,31619,30891,18650,16996,13276,9538,8705,6906,5609,4367,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1715,1945,1753,1460,1150,470,100,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),8263,8261,4561,527,62,,,,,,,,,,,,,,,22,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),1602,1626,1649,1672,1695,1719,1831,1855,1823,1848,,,,,,,,,,,
固定资产原值(万元),,7492,,5343,,5313,,5080,,293,,2121,,188,127,93,91,86,157,146,
累计折旧(万元),,796,,445,,285,,130,,119,,100,,85,74,59,53,47,97,85,
固定资产净值(万元),,6696,,4898,,5028,,4950,,173,,2021,,103,53,34,38,39,60,61,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,6696,,4898,4964,5028,5068,4950,190,173,2013,2021,119,103,53,34,38,39,60,61,
在建工程(万元),,8,,,,,,,3849,3106,,,1820,1820,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),5619,6296,6802,6982,6925,6905,6701,6696,1877,2621,1309,801,458,328,309,441,182,629,264,326,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,
商誉(万元),8867,8617,7588,7508,5927,5927,5927,5927,6881,,,,,,,,29,,,,
长期待摊费用(万元),256,257,71,99,124,162,215,326,1434,812,661,765,525,461,325,223,286,208,60,21,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),255,342,395,272,193,158,215,149,144,125,110,110,370,357,298,297,38,208,24,24,
其他非流动资产(万元),14,14,,,,,,,,,,,,,,,540,,,,
非流动资产合计(万元),36312,36315,25892,23672,21835,21651,21417,21053,16668,8786,4092,3697,3292,3070,984,995,1114,1084,408,455,
资产总计(万元),208789,160872,107360,90959,80737,73224,68695,69979,61515,41028,35712,34588,21942,20065,14261,10533,9819,7991,6016,4821,
短期借款(万元),56324,11536,8019,8000,6000,6000,6000,14000,14000,,,1000,1000,2000,1000,800,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),4413,4413,4413,4413,4413,4413,4413,4413,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,,,,
应付账款(万元),22334,23672,,2112,,2691,3275,4571,6389,5393,3163,4030,2130,940,360,274,391,495,809,627,
预收账款(万元),33,121,62,186,82,65,50,45,23,33,,87,44,,,,,,,,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),494,495,520,795,592,669,699,773,539,551,368,411,296,234,242,195,139,194,132,50,
应交税费(万元),13721,13481,7949,6856,6159,5354,7214,5104,3426,3018,2264,1512,1369,1312,810,451,598,533,383,407,
应付利息(万元),1276,560,10,10,,10,26,26,2,2,,3,1,,1,1,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,30355,,2445,2466,3446,1683,1804,69,89,300,870,618,598,501,40,19,30,21,49,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),166,166,166,166,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),122006,84797,30056,24983,21924,22647,23361,30736,24447,9087,6095,7913,5458,5083,2914,1761,1146,1253,1345,1132,
长期借款(万元),1023,1064,1106,1147,1354,1396,1437,1478,777,799,822,845,868,891,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,3443,,,,,,,,,,,,
长期递延收益(万元),2331,2538,2640,2607,3523,3488,3413,2815,,2084,,807,721,253,,,,,,,
递延所得税负债(万元),348,365,284,399,,,,,,,,,,,,,,,,,
其他非流动负债(万元),10000,10000,10000,5000,,,,,2528,,1590,,,,,,,,,,
非流动负债合计(万元),13702,13967,14029,9153,4877,4883,4850,4293,6747,2884,2413,1652,1589,1143,0,0,0,0,0,0,
负债合计(万元),135708,98764,44085,34136,26801,27530,28211,35029,31194,11970,8507,9566,7047,6227,2914,1761,1146,1253,1345,1132,
实收资本(或股本)(万元),12046,12048,12037,12037,12037,12037,8000,8000,8000,4000,4000,4000,3000,3000,3000,3000,3000,3000,3000,1000,
资本公积(万元),3114,3014,2905,2748,2440,2036,5035,5035,5035,9035,9035,9035,1190,1190,1190,1190,941,1190,941,1000,
减:库存股(万元),942,1003,1038,1038,1038,1038,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),,,1648,1648,1064,1064,1064,1064,953,953,953,953,764,764,764,473,318,253,73,173,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),49455,40056,42689,36860,35465,28647,24413,19641,16188,15082,13237,11049,9951,8892,6396,4109,4413,2296,657,1516,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),63676,54119,58240,52254,49968,42746,38512,33740,30176,29069,27225,25037,14904,13845,11349,8772,8673,6738,4671,3690,
少数股东权益(万元),9405,7988,5034,4569,3968,2948,1973,1211,146,-12,-20,-14,-9,-6,-3,,,,,,
所有者权益(或股东权益)合计(万元),73081,62108,63274,56823,53936,45694,40484,34950,30322,29058,27205,25022,14895,13839,11346,8772,8673,6738,4671,3690,
负债和所有者权益(或股东权益)总计(万元),208789,160872,107360,90959,80737,73224,68695,69979,61515,41028,35712,34588,21942,20065,14261,10533,9819,7991,6016,4821,		
