报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),20104,22709,24074,19545,21286,18384,12434,18939,7557,14600,3863,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),94,174,165,51,4,72,74,62,50,,,
应收账款(万元),24893,16777,17985,26022,20309,14975,23146,18686,20953,12934,17217,
预付款项(万元),94,120,96,66,121,84,80,188,75,204,189,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,28,,,,3,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,26,,7,26,22,41,88,86,2744,2240,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),5879,3946,3309,3670,5118,3149,4799,2777,3970,2343,2514,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),65079,61401,56906,54,187,89,173,861,632,91,117,
流动资产合计(万元),116168,105153,102547,49414,47051,36776,40776,41603,33324,32916,26144,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,16170,,15987,15786,15393,12501,,10826,3432,,
累计折旧(万元),,3819,,3170,2849,2540,1975,,1195,715,,
固定资产净值(万元),,12351,,12817,12937,12853,10526,,9631,2716,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,12351,,12817,12937,12853,10526,9610,9631,2716,2032,
在建工程(万元),,,,,,,,,,2357,9,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),1293,1308,1322,1337,1336,1350,877,909,920,951,878,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),569,527,569,563,554,,24,34,37,,,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),365,279,264,340,263,211,240,165,185,166,162,
其他非流动资产(万元),328,191,133,376,339,990,379,218,79,94,134,
非流动资产合计(万元),14930,14656,14889,15434,15431,15404,12046,10936,10852,6284,3214,
资产总计(万元),131098,119808,117436,64848,62481,52180,52821,52539,44175,39200,29359,
短期借款(万元),,,,,,,,6000,6000,5000,,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,143,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,
应付账款(万元),11962,6505,,7630,8935,3987,8379,7257,10317,6569,6016,
预收账款(万元),35,0,,,,,,0,,,,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),1406,1047,1006,1279,955,600,1272,580,668,395,236,
应交税费(万元),926,578,285,800,1432,549,790,840,1485,1950,1948,
应付利息(万元),,,,,,,,7,9,6,,
应付股利(万元),,,,,,,,4006,4006,601,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,62,,9,59,39,63,139,3614,4426,270,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),14362,8192,6896,9718,11381,5318,10504,18830,26100,18947,8470,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),215,223,230,238,229,236,26,,,,,
递延所得税负债(万元),,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),215,223,230,238,229,236,26,0,0,0,0,
负债合计(万元),14578,8415,7127,9956,11611,5554,10530,18830,26100,18947,8470,
实收资本(或股本)(万元),12151,12151,12151,9113,9113,9113,9113,9113,7150,7150,7150,
资本公积(万元),69230,69230,69230,19640,19640,19640,19640,18818,347,166,,
