报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),14976,15170,13661,6172,7015,7781,19714,5024,3219,1482,3003,3800,1018,1313,794,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,0,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),1488,3091,4470,5292,4137,4170,4404,1569,869,1245,990,2393,1046,576,325,
应收账款(万元),15939,12691,10561,15557,16436,13667,10078,13882,14019,10760,11543,8235,10593,10217,8332,
预付款项(万元),251,220,541,144,322,920,645,728,1988,309,287,118,40,46,208,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),68,70,106,171,,128,,17,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,351,,311,475,401,467,461,442,416,446,317,415,534,676,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),5672,5707,6490,5658,8694,10862,7830,5666,4690,4954,3583,2929,3067,2271,2128,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),712,661,3635,12571,15508,14365,365,15775,65,245,110,24,224,174,2,
流动资产合计(万元),39410,37961,39806,45877,52586,52293,43503,43123,25292,19410,19961,17817,16403,15131,12465,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,18853,,18612,,16927,,16366,16337,15753,14956,,6759,6201,,
累计折旧(万元),,4994,,4442,,4067,,3579,3369,3147,2729,,2172,1738,,
固定资产净值(万元),,13859,,14170,,12861,,12786,12968,12606,12227,,4587,4463,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,13859,,14170,12681,12861,12654,12786,12968,12606,12227,4426,4587,4463,4659,
在建工程(万元),,5529,,3707,4368,2072,916,843,647,598,722,6434,5444,1294,95,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),5219,3996,3944,3968,3991,4009,4029,4052,4057,4082,4116,2663,2693,2752,2811,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,11,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),374,221,191,239,245,225,203,216,195,168,179,177,204,145,152,
其他非流动资产(万元),910,4565,1397,791,455,514,3,40,37,42,12,607,97,,23,
非流动资产合计(万元),28683,28170,23644,22875,21750,19681,17805,17938,17905,17495,17256,14307,13025,8654,7740,
资产总计(万元),68093,66131,63449,68752,74336,71974,61308,61061,43197,36905,37217,32124,29428,23785,20205,
短期借款(万元),,1200,,6900,5400,5900,6000,4200,3900,4700,2250,3650,3815,3690,3400,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),6926,6587,,4885,,13325,5000,6151,7400,4053,5162,2083,2146,790,1108,
应付账款(万元),2282,2477,,1693,,1324,1160,1705,1910,1434,3392,3338,3491,1720,1695,
预收账款(万元),253,403,316,259,333,331,327,241,318,74,73,91,111,76,155,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),1378,989,799,1361,994,769,599,1084,729,494,1092,601,1076,1174,827,
应交税费(万元),840,587,709,697,926,635,406,826,749,271,551,344,743,872,788,
应付利息(万元),,1,,8,,6,5,5,5,6,3,5,6,6,8,
应付股利(万元),,,,,,732,,,,,,,,2000,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,311,,372,244,204,248,374,160,136,250,94,248,181,491,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),11976,12556,9396,16175,22957,23225,13744,14585,15171,11166,12774,10207,11636,10509,8471,
长期借款(万元),,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),587,,,,,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),12563,12556,9396,16175,22957,23225,13744,14585,15171,11166,12774,10207,11636,10509,8471,
实收资本(或股本)(万元),12688,12688,12688,12688,12688,12688,9760,9760,7320,7320,7320,7320,6800,1666,1666,
资本公积(万元),22061,22061,22061,22061,22061,22061,24989,24989,10366,10366,10366,10366,8286,3493,3493,
减:库存股(万元),,,,,,,,,,,,,,,,
专项储备(万元),2517,2399,2271,2179,2066,1957,1762,1717,1684,1639,1567,1382,1143,1042,613,
盈余公积(万元),914,914,914,914,608,608,633,608,294,294,294,170,170,916,617,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),17351,15514,16120,14736,13957,11435,10420,9401,8362,6120,4897,2680,1393,6161,5345,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),55530,53575,54053,52577,51380,48749,47563,46475,28026,25739,24444,21918,17791,13277,11734,
少数股东权益(万元),,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),55530,53575,54053,52577,51380,48749,47563,46475,28026,25739,24444,21918,17791,13277,11734,
负债和所有者权益(或股东权益)总计(万元),68093,66131,63449,68752,74336,71974,61308,61061,43197,36905,37217,32124,29428,23785,20205,		
