报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),55979,37809,45322,53941,51749,54746,50470,76012,37537,36178,45994,59095,46286,73822,46118,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),64249,80127,69278,42290,48741,65455,81151,73536,78890,53979,41801,50909,48169,59924,24478,
应收账款(万元),101813,96557,104151,113400,94383,86015,98283,111364,101279,135349,138984,89212,96261,89628,90450,
预付款项(万元),3336,2921,3226,2870,5049,3710,4193,2432,5471,2224,1830,2182,1746,3313,3431,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),72,1243,1049,,,551,717,,116,768,,168,,,,
其他应收款(万元),,2564,,2249,5468,5427,4949,4746,5994,4957,4785,4168,4130,5294,3881,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),53485,51257,55830,59018,57658,51051,49556,45183,48255,50160,52513,42767,54968,51325,46701,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),39454,38011,37282,50418,60697,60588,54254,48682,7783,17756,14968,12048,17097,2261,9146,
流动资产合计(万元),322049,310488,318336,324187,323745,327544,343574,361955,285324,301372,300875,260550,268656,285567,224204,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,300,300,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),9994,8249,7858,9011,8699,8041,7391,8085,8068,7439,7878,8843,13610,13384,11860,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),4316,4806,4415,4457,4445,4487,4529,4571,4613,4697,4739,5276,4736,4895,4199,
固定资产原值(万元),,174447,,163310,,155727,,150729,,144265,144208,141476,137626,,,
累计折旧(万元),,80557,,75572,,74248,,70978,,65541,64120,61666,54088,,,
固定资产净值(万元),,93891,,87738,,81479,,79751,,78724,80088,79810,83538,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,93891,,87738,83667,81479,80555,79751,77893,78724,80088,79810,83538,84200,84263,
在建工程(万元),,5223,,9636,5447,6183,6045,5667,3618,3255,3170,4251,3552,6539,6081,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),8526,8346,8303,8305,7852,7206,7182,7295,7274,7127,6986,7151,7534,7296,6786,
开发支出(万元),,,,,,,,,,,,,,155,96,
商誉(万元),1177,1148,1119,1143,1148,1100,1046,1091,1109,1159,1167,1093,1029,1057,1089,
长期待摊费用(万元),195,173,250,201,157,163,164,177,168,205,220,247,484,218,208,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),9449,9108,8111,7340,6078,5260,3706,3549,3249,3373,3358,2793,2726,1111,991,
其他非流动资产(万元),1782,2565,2500,2672,5910,5293,5256,3954,5963,3326,1878,1398,785,345,519,
非流动资产合计(万元),135044,133509,129270,130503,123404,119212,115874,114142,111955,109304,109484,110861,117994,119500,116394,
资产总计(万元),457093,443997,447606,454690,447149,446756,459447,476097,397279,410676,410359,371412,386651,405067,340598,
短期借款(万元),,,,,750,,0,,21580,32900,950,20019,21417,54619,55995,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),36990,27195,,20700,,31440,33188,30369,29814,30274,22194,20838,16514,16530,8176,
应付账款(万元),45066,44931,,63184,,44141,44673,65702,54705,50574,79706,53631,65607,61474,56526,
预收账款(万元),5357,5282,5717,4125,8211,7115,8013,3437,4597,5057,5543,3687,3122,3732,3109,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),9196,8123,8414,8835,9031,8133,9244,9954,9528,11164,12004,9957,11348,11644,10995,
应交税费(万元),624,870,552,733,1039,1175,564,1306,751,1218,7301,1474,7475,3824,2784,
应付利息(万元),,,,,,,,,115,145,38,261,350,544,100,
应付股利(万元),,,,,,,96,,,,,,127,5606,5000,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,9419,,10358,9476,9612,7349,9367,8602,9795,11025,7038,7597,7871,5680,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
