报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),32065,22062,40759,35903,44852,60090,148880,70544,53520,49499,58325,50063,59852,67032,116702,33602,50667,47676,43016,49712,15904,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,,
应收账款(万元),23,8,10,8,7,6,8,9,64,60,137,13,10,13,9,7,12,4,21,1,2,
预付款项(万元),1226,923,680,704,2426,4150,957,1389,1659,1613,1020,796,1453,1042,2560,1942,2119,1191,435,52,11961,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),308,308,272,216,222,284,,,,,,,,,,,,,,,,
应收股利(万元),141,141,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,15958,,19304,,8981,11819,4360,5688,4445,5329,231,172,2215,2255,2141,391,260,120,44,9,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),79094,76501,76156,76063,2,2,2,2,2,2,2,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),4900,5031,3541,11763,26342,32009,1645,21461,51715,51704,50499,49214,47863,41585,726,892,518,223,447,197,14156,
流动资产合计(万元),127247,120931,141178,143962,88676,105522,163310,97766,112648,107323,115311,100317,109350,111887,122253,38584,53707,49354,44039,50006,42033,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,2625,2625,600,600,600,600,1810,1810,1810,1800,,,,,,,,,,
