报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),35847,30524,58702,56592,17562,18857,62245,76311,61883,55131,67651,25648,17691,17706,9811,10410,6466,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),26142,29254,7072,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,334,603,,,,,,,,,50,
应收账款(万元),9978,10020,11185,9773,9158,8964,10046,8874,8538,8283,8572,6625,7526,6156,6648,6721,5959,
预付款项(万元),1090,946,609,537,436,416,460,447,360,246,360,92,89,115,147,566,214,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),289,147,60,27,7,19,467,26,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,181,,107,,243,165,200,131,185,115,77,125,95,115,694,395,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),15837,17492,14235,15308,14088,16052,14454,15990,13276,14207,13904,13316,14327,14342,17791,13460,12728,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,3,,,
其他流动资产(万元),399,1446,903,12305,54195,52405,14031,735,15127,17215,8123,5083,124,21,1037,1020,26,
流动资产合计(万元),89772,90010,92942,94650,95608,96956,102201,103186,99314,95266,98724,50841,39882,38434,35553,32872,25838,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
