报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),3663,12567,4254,6264,6297,11826,13830,25245,14251,13124,12286,7171,10107,7560,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),74,154,778,1295,863,598,604,792,117,186,333,1169,55,568,
应收账款(万元),6674,7128,11045,13228,14517,11768,7871,6464,12522,9618,9927,3253,3791,3629,
预付款项(万元),351,308,427,361,3424,2745,2008,257,1067,592,220,251,273,212,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),238,245,306,103,,325,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,99,,43,825,257,351,46,210,34,36,113,60,12,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),10231,10099,10573,9928,9892,9182,10506,8198,6932,7695,7520,9609,10135,5914,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),28323,19609,26121,25804,29531,28730,31855,23025,2,,289,102,144,21,
流动资产合计(万元),49669,50209,53685,57026,65349,65431,67026,64028,35099,31248,30612,21668,24566,17916,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,9005,,8686,,7462,,7370,,7144,6138,6047,5927,,
累计折旧(万元),,2379,,2035,,2071,,1771,,1601,1463,1208,917,,
固定资产净值(万元),,6626,,6651,,5391,,5600,,5542,4675,4839,5010,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,6626,,6651,5295,5391,5467,5600,5475,5542,4675,4839,5010,5038,
在建工程(万元),,3412,,2550,1272,1088,354,216,205,148,717,15,,9,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),5448,5494,5512,5556,5615,5641,5689,5736,5762,5819,5637,5777,376,377,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,8,25,42,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),156,156,209,209,161,161,133,133,209,209,241,136,99,81,
其他非流动资产(万元),,,,,,,,,16,53,16,,2609,2000,
非流动资产合计(万元),16005,15688,14965,14966,12343,12282,11642,11684,11666,11771,11294,10793,8136,7505,
资产总计(万元),65674,65898,68650,71992,77692,77713,78668,75712,46765,43019,41905,32461,32702,25421,
短期借款(万元),,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),998,831,,2907,,4843,4161,4276,4109,2273,1368,1475,1463,350,
应付账款(万元),2793,3198,,4430,,6776,7839,5928,5270,4261,2740,2771,4499,2052,
预收账款(万元),617,338,581,549,493,534,416,402,681,1335,1747,2776,3880,580,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),45,39,41,207,48,57,68,276,48,39,346,106,104,61,
应交税费(万元),6,91,31,246,353,637,412,276,761,1063,2669,949,685,769,
应付利息(万元),,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,257,,296,248,294,307,165,47,33,150,30,46,38,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),4658,4753,6060,8635,11940,13141,13203,11322,10916,9003,9020,8106,10677,3850,
长期借款(万元),,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),33,24,30,60,43,68,91,98,179,312,488,80,96,171,
