报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),9196,12160,22116,16363,7383,5877,35411,8382,5233,6922,6168,5700,4142,5490,8427,5510,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,2700,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),,,0,0,16,,,,,,,,,,,,
应收账款(万元),3152,2993,2805,1856,1240,3775,1372,1282,1315,1437,735,1021,993,1484,888,527,
预付款项(万元),1292,1116,1107,950,1083,1035,947,657,705,707,204,130,65,26,8,260,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),227,180,73,132,,194,142,,,,,10,9,19,,,
应收股利(万元),,,,0,,,,,,,,,,,,,
其他应收款(万元),,578,,471,525,435,379,1084,443,387,587,447,375,261,621,610,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),1136,1590,1511,813,761,628,579,580,378,140,26,33,56,58,45,116,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),35361,30550,15923,22091,34750,30722,384,382,161,93,518,309,245,207,116,71,
流动资产合计(万元),51163,49167,44449,42676,45758,42666,41913,12367,8235,9686,8238,7649,5885,7546,10104,7095,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,2558,1558,1058,1058,1058,50,1050,50,50,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),4926,4903,4882,4902,,,,,1008,,,,50,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,18340,,17655,,17789,,17540,,,,,1443,,,,
累计折旧(万元),,3954,,3446,,3221,,2807,,,,,979,,,,
固定资产净值(万元),,14386,,14209,,14568,,14732,,,,,464,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,14386,,14209,14117,14568,14657,14732,14772,14508,14380,14173,464,514,658,947,
在建工程(万元),,,,,,,,,,,,,12524,,,,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),272,267,1040,1134,1160,1210,1316,1425,1644,1855,403,333,194,168,153,110,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),11162,11162,,,,,,,,,,,,,,414,
长期待摊费用(万元),703,676,518,568,603,828,889,944,635,272,40,40,,,2,95,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),86,112,85,267,124,90,87,270,100,145,128,174,62,199,305,178,
其他非流动资产(万元),287,87,4348,4084,183,110,19,25,169,300,,348,79,12567,,31,
非流动资产合计(万元),34604,34332,27575,27723,17745,17865,18027,18455,18378,18131,15000,15118,13373,13448,1118,1774,
资产总计(万元),85767,83499,72025,70398,63503,60530,59941,30821,26613,27817,23238,22768,19258,20993,11222,8869,
短期借款(万元),,,,,,,,,,,,1000,1000,2439,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,
应付账款(万元),253,515,,193,,299,329,337,395,233,29,182,12,19,24,58,
预收账款(万元),404,390,312,438,301,259,70,72,20,1,29,,,,0,0,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1263,1563,1426,3798,1115,1077,1076,3030,937,1867,1115,1030,472,1065,898,493,
应交税费(万元),752,587,1640,1545,1514,1403,1648,1560,2641,323,220,476,286,134,396,41,
应付利息(万元),,,,0,,,,,,,,2,2,8,,,
应付股利(万元),,,,0,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,7745,,5185,1609,1190,1337,1438,1083,1202,844,705,439,547,300,334,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,21,21,21,36,124,251,205,261,
流动负债合计(万元),9050,10800,9914,11159,5019,4227,4460,6437,5096,3647,2258,3431,2336,4463,1823,1186,
长期借款(万元),,,,,,,,,,,,2088,2713,3339,,,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,7650,,,,,,,,,,,,,2,12,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,
长期递延收益(万元),18,24,30,35,32,46,61,75,107,139,204,302,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,35,56,195,266,
非流动负债合计(万元),7668,7674,30,35,32,46,61,75,107,139,204,2389,2749,3395,197,278,
负债合计(万元),16718,18474,9943,11194,5051,4274,4521,6513,5204,3787,2462,5821,5084,7858,2020,1464,
实收资本(或股本)(万元),8143,8114,8114,8114,8000,8000,8000,6000,6000,6000,6000,6000,6000,6000,6000,2419,
资本公积(万元),35761,34447,33931,33458,29566,29566,29566,2604,2604,2609,2609,2396,2396,2396,2396,5097,
减:库存股(万元),4392,3654,3654,3654,,,,,,,,,,,,,
