报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),161976,39472,37339,40703,31468,62442,50648,64383,59955,74595,19712,34875,43762,17768,12180,8656,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),777,33,51,90,16,14,,0,,93,238,42,52,304,47,639,
应收账款(万元),52976,39067,34118,30253,27262,25623,29526,23249,26925,28687,26849,20517,20632,16771,12259,7921,
预付款项(万元),2222,1856,1029,745,4208,3218,4638,2573,1711,1393,1315,761,260,135,194,861,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,0,,,,254,,,,,,,,,
应收股利(万元),,,,0,,,,,,,,,,,,,
其他应收款(万元),,1993,,1312,1257,1230,1631,1626,1174,2692,2105,904,938,598,865,513,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),89846,16042,9939,11429,9331,8224,7121,10359,10276,7525,8732,12402,12831,6667,5514,7410,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),15727,19289,20685,20303,20098,5650,20250,20151,15000,392,,,,,,,
流动资产合计(万元),325436,117753,104333,104836,93640,106401,113815,122595,115040,115377,58952,69501,78473,42241,31059,26000,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,75,75,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),315,281,282,278,267,267,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,25884,,25811,,8932,,8668,,8539,,8486,8159,7034,,,
累计折旧(万元),,5995,,5421,,4911,,4490,,4075,,3646,2823,2013,,,
固定资产净值(万元),,19889,,20390,,4021,,4178,,4464,,4840,5337,5021,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,19889,,20390,3839,4021,3996,4178,4355,4464,4642,4840,5337,5021,4243,1248,
在建工程(万元),,5625,,5678,9893,7754,6908,5563,5458,5019,4930,4065,1675,119,25,500,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),3407,3447,3488,3531,3570,3548,3585,3628,3672,3717,3733,3721,3828,1788,168,142,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,
长期待摊费用(万元),1981,2114,2253,2317,202,250,304,360,412,452,509,567,709,792,662,360,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),1392,1348,1296,1196,1216,1165,1198,1113,1090,1123,1067,972,928,847,401,393,
其他非流动资产(万元),3237,,,0,10607,3999,1123,530,,,,,,,1389,1125,
非流动资产合计(万元),40695,32705,33036,33390,29669,21081,17115,15373,14987,14776,14880,14165,12476,8567,6888,3768,
资产总计(万元),366131,150458,137369,138225,123309,127482,130930,137968,130028,130153,73832,83666,90950,50807,37947,29768,
短期借款(万元),,,,,,,,,,,,,2000,1000,2250,2253,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),33238,14400,,6488,,6711,5660,5167,5560,6542,6639,6165,9716,3641,4193,2452,
应付账款(万元),99789,20312,,17388,,8486,11953,13275,9991,10621,10983,13453,17230,9806,5724,5798,
预收账款(万元),62954,2096,2875,2612,3244,3283,3606,5888,4502,3668,4923,8884,12585,1844,965,357,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2580,1039,875,3613,792,851,815,3671,2737,1977,1308,3608,4106,2763,2188,1649,
应交税费(万元),17191,3451,1884,2701,2006,1766,1794,2827,1706,2114,2033,3759,4420,1824,1105,1173,
应付利息(万元),,,,0,,,,,,,,,,,,,
应付股利(万元),,707,,0,,3534,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,4087,,4506,3819,3670,2920,3328,2748,2670,2070,3334,3120,2160,1981,353,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,
流动负债合计(万元),226864,46091,35496,37309,24176,28300,26749,34155,27244,27591,27958,39203,53175,23038,18406,14036,
长期借款(万元),,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),214,68,32,11,11,11,11,26,25,24,22,42,126,92,94,73,
长期递延收益(万元),912,762,1110,952,1458,1535,1804,1960,2056,1897,1993,2115,2926,2840,1623,835,
递延所得税负债(万元),,,,0,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,
非流动负债合计(万元),1127,830,1142,962,1469,1546,1815,1986,2081,1921,2016,2157,3051,2932,1717,908,
负债合计(万元),227991,46921,36638,38271,25645,29847,28564,36141,29325,29512,29973,41359,56226,25970,20122,14944,
实收资本(或股本)(万元),12052,11780,11780,11780,11780,11780,11780,11780,11780,11780,8828,8828,8828,8828,8000,5000,
资本公积(万元),68969,63015,63015,63015,63015,63015,63015,63015,62804,62804,10308,10308,10308,10308,5100,,
减:库存股(万元),5882,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,
盈余公积(万元),4504,4504,4504,4504,4301,4301,4301,4301,3383,3383,3383,3383,2095,607,1567,1438,
一般风险准备(万元),,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,
未分配利润(万元),59676,25392,22535,21595,19387,19246,23859,23167,23223,23133,21761,20148,13686,5177,2935,8166,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),139320,104691,101835,100895,98484,98343,102956,102264,101190,101100,44280,42667,34917,24920,17602,14605,
少数股东权益(万元),-1179,-1155,-1103,-941,-820,-707,-590,-437,-487,-459,-421,-361,-194,-83,223,220,
所有者权益(或股东权益)合计(万元),138140,103536,100732,99954,97664,97636,102366,101827,100703,100641,43859,42306,34723,24837,17825,14824,
负债和所有者权益(或股东权益)总计(万元),366131,150458,137369,138225,123309,127482,130930,137968,130028,130153,73832,83666,90950,50807,37947,29768,		
