报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),23697,42989,47678,71627,65349,31511,45770,42513,40242,31080,34801,28208,29519,
结算备付金(万元),,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,
交易性金融资产(万元),35000,13000,8,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,
应收票据(万元),5509,7023,13376,10034,5781,,7466,5671,2411,3957,3374,1658,948,
应收账款(万元),63888,71729,69339,75058,72103,,63905,59903,58140,52281,37685,30488,23216,
预付款项(万元),4812,3390,5149,2311,2879,2865,2672,5085,3064,6187,3056,3014,2630,
应收保费(万元),,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,
应收利息(万元),464,370,117,235,233,,200,133,142,55,30,,,
应收股利(万元),0,0,0,0,0,,0,0,,0,,48,,
其他应收款(万元),,3048,,2368,,4004,3660,3902,3062,2109,2173,2064,14435,
应收出口退税(万元),,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,
存货(万元),69387,62415,60544,50028,51539,48324,43566,41432,37123,41837,32651,29782,31954,
待摊费用(万元),,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,15,,
其他流动资产(万元),474,368,466,311,419,324,202,144,,,,,,
流动资产合计(万元),205612,204332,198842,211973,201081,157939,167440,158783,144183,137505,113769,95279,102703,
发放贷款及垫款(万元),,,,,,,,,,,,,,
可供出售金融资产(万元),,,,7,7,7,8,8,6,6,,,,
持有至到期投资(万元),,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,2526,3147,3607,3864,3742,3644,
其他长期投资(万元),,,,,,,,,,,,,,
投资性房地产(万元),3796,3851,3879,3934,3963,4018,4101,4269,4436,216,222,227,578,
固定资产原值(万元),,148486,,147572,,,143795,134692,,,108288,,,
累计折旧(万元),,52669,,49579,,,44442,38217,,,24583,,,
固定资产净值(万元),,95816,,97993,,,99353,96474,,,83705,,,
固定资产减值准备(万元),,198,,198,,,198,198,,,62,,,
固定资产(万元),,95618,,97795,97203,97679,99155,96276,97927,91888,83643,63520,61064,
在建工程(万元),,17248,,14661,14701,12603,11149,15441,12441,19517,22364,33035,31795,
工程物资(万元),,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),23332,23480,23661,23803,23598,24056,23420,20268,21051,23406,26587,25950,21367,
开发支出(万元),,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,47,,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),2506,2504,2504,2502,2301,2308,2276,1869,1723,1397,1017,878,827,
其他非流动资产(万元),2477,3464,2952,2715,2835,3074,2844,2298,,,,,,
非流动资产合计(万元),145888,146174,146490,145418,144607,143744,142953,142953,140732,140037,137695,127399,119275,
资产总计(万元),351500,350505,345332,357391,345688,301684,310393,301736,284914,277542,251465,222678,221978,
短期借款(万元),25000,26500,27500,37450,41450,34850,37400,49000,51100,51980,38100,18500,16600,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),10105,11187,,9638,,,13616,15791,10300,11469,12690,8300,2333,
应付账款(万元),38848,40651,,38056,,,34157,37128,34010,34701,28213,29523,29438,
预收账款(万元),9005,428,2322,469,352,389,2600,2238,1950,4147,2009,706,4959,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),872,1009,999,1826,1085,1244,1963,2070,1749,1834,1519,1365,1073,
应交税费(万元),356,494,798,1112,133,1063,1839,1429,1441,1779,2038,504,1989,
应付利息(万元),,,,,5,,,,,,,,,
应付股利(万元),,3070,,,,,,,,,,,7016,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,3919,,3903,,4700,3807,4581,5061,4330,4750,4987,11590,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),797,817,803,803,268,10610,10599,,19220,2700,5500,10700,1700,
其他流动负债(万元),,,,,,,,,,,,,,
流动负债合计(万元),88782,88076,85293,93258,90782,95579,105982,112237,124830,112941,94820,74586,76700,
长期借款(万元),5307,4163,4085,4095,4095,3794,3017,1198,42,52,2763,11973,21733,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,1249,,1258,1320,23423,1320,9800,,19220,19220,19220,9000,
专项应付款(万元),,26108,,26108,,,22108,16396,17828,16478,15343,15606,12712,
预计非流动负债(万元),,,,,,,,,,,90,,,
长期递延收益(万元),9975,10141,10353,10527,11043,10704,10436,11035,,,,,,
递延所得税负债(万元),1,1,1,1,1,1,1,1,1,1,,,,
其他非流动负债(万元),,,,,22108,,,,,,,,,
非流动负债合计(万元),42649,41661,41802,41990,38567,37922,36882,38429,17871,35751,37416,46799,43445,
负债合计(万元),131431,129737,127095,135247,129350,133500,142864,150666,142701,148692,132235,121385,120144,
实收资本(或股本)(万元),72423,72423,72423,72423,72423,57623,57623,57623,57623,57623,57623,57623,57623,
资本公积(万元),63962,64043,64056,64056,64056,33322,33322,28747,24514,22104,20437,15051,9930,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),7928,7719,,7181,7228,7004,6627,5743,4438,4078,3657,2828,2065,
盈余公积(万元),1292,1292,1292,1292,1026,1026,1026,935,758,630,303,,1049,
一般风险准备(万元),,,7287,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),73216,73986,71880,75872,70335,67919,67537,56593,53586,43137,35852,24378,17802,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),218826,219468,216943,220829,215072,166899,166141,149646,140937,127576,117872,99880,88468,
少数股东权益(万元),1244,1300,1293,1315,1266,1284,1387,1424,1277,1274,1357,1413,13365,
所有者权益(或股东权益)合计(万元),220069,220768,218237,222143,216339,168183,167528,151070,142213,128851,119229,101293,101833,
负债和所有者权益(或股东权益)总计(万元),351500,350505,345332,357391,345688,301684,310393,301736,284914,277542,251465,222678,221978,		
