报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),10807,14016,16669,11292,11334,10455,12831,27702,6706,8464,8919,8606,6965,6013,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,8,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),1155,875,315,334,574,712,953,1037,719,1097,660,704,734,554,
应收账款(万元),14994,15442,15950,13727,13846,14067,12734,12729,12233,11571,10393,10392,13015,13197,
预付款项(万元),1933,2109,2196,1803,2281,2385,3645,1876,2311,1445,2144,2870,896,1098,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,33,,67,65,,,,,,,,
应收股利(万元),,,,,,,,,97,,,,,,
其他应收款(万元),,210,,238,301,212,151,215,422,347,420,814,563,240,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),24096,22987,22517,22035,22770,21133,20356,17568,17600,17206,13244,11438,11886,10665,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),1252,1221,1282,8903,10214,11494,11089,1226,785,1093,762,1338,610,592,
流动资产合计(万元),54423,56860,59122,58365,61321,60526,61825,62353,40873,41223,36540,36162,34670,32366,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,3107,2950,2957,3152,3693,3112,3700,3557,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),1101,1118,1134,1150,,,,,,,,,,,
固定资产原值(万元),,81009,,74057,,72640,,71267,,67849,64485,60333,53136,,
累计折旧(万元),,35956,,33873,,33299,,31823,,29766,27668,24163,20437,,
固定资产净值(万元),,45053,,40183,,39341,,39444,,38083,36817,36170,32699,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,45053,,40183,38573,39341,38310,39444,37956,38083,36817,36170,32699,30038,
在建工程(万元),,3099,,3580,2220,1640,1717,984,500,730,2314,441,850,786,
工程物资(万元),,,,,,,,,,,,,,84,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),7035,7124,7213,7271,3833,3793,3821,3887,3947,4012,3642,2804,2862,2764,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),913,1063,1069,1171,1102,1102,991,1010,862,783,775,654,791,715,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),1945,1701,1537,1388,1405,1332,1214,1051,1005,1032,922,651,744,654,
其他非流动资产(万元),2709,2400,5069,6205,8627,6448,3405,2573,3314,1914,1543,1896,2626,3079,
非流动资产合计(万元),62065,63178,64165,64057,58711,56614,52611,52641,50695,50255,49570,42616,40572,38121,
资产总计(万元),116488,120038,123287,122421,120032,117140,114436,114994,91568,91479,86110,78778,75241,70486,
短期借款(万元),13878,16312,19378,18934,18500,18500,17000,18950,17450,17450,14950,19962,26765,26567,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),1725,2985,,3633,,1469,2250,1727,2969,4040,3877,2552,69,40,
应付账款(万元),13992,14288,,14372,,13684,12860,12944,11280,10567,9602,8042,10178,11969,
预收账款(万元),783,485,405,466,969,566,711,416,619,563,401,495,207,95,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),1220,1036,983,1055,1095,1043,763,1117,965,1139,1115,828,849,700,
应交税费(万元),925,523,331,458,547,431,565,391,362,646,714,244,333,326,
应付利息(万元),11,48,32,60,,,,,,,,,,,
应付股利(万元),,1200,,,,,,,,,8,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,117,,131,171,139,81,133,148,74,124,175,181,159,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),5280,2285,2290,2290,10,10,10,10,4935,7910,3020,40,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),37997,39280,41307,41398,39537,35841,34242,35688,38728,42389,33811,32339,38581,39857,
长期借款(万元),6975,9970,9985,9990,10270,10275,10275,10280,5280,2285,7200,7920,2000,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,1106,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,
长期递延收益(万元),3478,3478,3478,3478,3478,3478,3478,3478,3478,3478,3000,68,574,500,
递延所得税负债(万元),263,263,263,263,191,191,182,167,151,121,49,27,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),10716,13711,13726,13731,13939,13944,13935,13925,8909,5884,10249,8015,2574,1606,
负债合计(万元),48713,52991,55033,55129,53475,49785,48177,49614,47637,48273,44060,40355,41155,41463,
实收资本(或股本)(万元),8000,8000,8000,8000,8000,8000,8000,8000,6000,6000,6000,6000,5377,5377,
资本公积(万元),42030,42030,42030,42030,42030,42030,42030,42030,24143,24143,24143,24143,6689,6689,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),1628,1797,1694,1500,1453,1321,748,748,456,456,456,87,2277,1983,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),18094,17016,17343,16046,15541,16439,15703,14302,13568,12251,10884,8007,19568,15001,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
