报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),102483,108266,102186,103158,101063,104637,102598,103710,82577,75389,75940,74468,65449,12615,10211,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,
应收账款(万元),28921,19728,21968,22308,21905,18000,21378,15860,14664,14208,16665,12561,7065,5824,3145,
预付款项(万元),6898,5963,6765,5502,6959,4919,5692,2950,4484,2716,2582,2362,2705,989,676,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,12,,,,,,,
应收股利(万元),,385,,,,,,,,,,,,,,
其他应收款(万元),,541,,512,532,391,340,254,257,264,333,389,238,657,3434,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),,,3942,4813,4057,3499,2381,2032,792,750,303,547,397,,,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),362,222,448,885,819,628,314,271,21306,10082,147,90,160,85,,
流动资产合计(万元),139059,135105,135888,137179,135335,132075,132702,125077,124091,103410,95970,90417,76014,20171,17465,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1800,1800,1800,1805,1805,1315,1315,5,5,20,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),20856,21181,21038,12257,12434,11564,3435,3465,2543,2574,2717,2793,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,8316,,7491,,6160,,4847,,,3589,3107,2548,1959,,
累计折旧(万元),,4755,,3920,,3245,,2701,,,2225,2056,1426,819,,
固定资产净值(万元),,3561,,3572,,2915,,2146,,,1364,1051,1122,1140,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,3561,,3572,3360,2915,2912,2146,1475,1390,1364,1051,1122,1140,659,
在建工程(万元),,,,,,,,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),4464,4495,4579,3657,3339,3401,2342,2178,2134,2287,2606,2373,1681,2368,677,
开发支出(万元),,,,,,,367,,,,,,,,,
商誉(万元),,,398,398,398,398,398,398,398,398,398,398,398,,,
长期待摊费用(万元),199,219,214,231,144,153,61,75,230,220,116,140,239,260,93,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),71,44,42,46,46,43,70,57,73,95,115,103,23,31,21,
其他非流动资产(万元),,,,,,,,,80,144,80,80,,,,
非流动资产合计(万元),31316,31986,32179,21960,21521,20275,11390,10124,8248,8423,7401,6943,3483,3800,1450,
资产总计(万元),170376,167090,168067,159139,156856,152350,144093,135201,132339,111833,103371,97360,79498,23971,18915,
短期借款(万元),,,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,
应付账款(万元),24602,28788,,23042,,23640,21078,16547,20066,18178,15124,13457,6794,4321,2069,
预收账款(万元),811,1473,1522,1138,721,753,524,490,113,176,13,13,,,,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),3159,2150,2528,4230,3483,2532,1811,3109,2181,1892,1656,2605,1620,1142,726,
应交税费(万元),1704,923,916,1457,1263,988,669,736,668,943,1008,824,1466,1036,582,
应付利息(万元),,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,261,,430,300,66,564,631,777,17,111,77,93,9,,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,
其他流动负债(万元),20225,18826,18093,17092,18275,18294,16966,14764,12119,10355,8376,6927,4179,3791,2785,
流动负债合计(万元),50666,52421,53267,47388,47264,46272,41612,36278,35924,31562,26288,23903,14153,10298,6161,
长期借款(万元),,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),,,,,,,100,100,210,324,410,410,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),0,0,0,0,0,0,100,100,210,324,410,410,0,0,0,
负债合计(万元),50666,52421,53267,47388,47264,46272,41712,36378,36134,31885,26698,24313,14153,10298,6161,
实收资本(或股本)(万元),40100,40100,40100,40100,40100,40100,40100,40100,40100,36000,36000,36000,11806,1500,1000,
