报告日期,2020-09-30,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),21626,16814,13323,11705,11197,18947,7318,
结算备付金(万元),,,,,,,,
拆出资金(万元),,,,,,,,
交易性金融资产(万元),,,,,,,,
衍生金融资产(万元),,,,,,,,
应收票据(万元),,30,200,2511,1857,1175,1077,
应收账款(万元),8763,14568,7959,10844,8475,13360,8568,
预付款项(万元),872,606,363,363,507,307,90,
应收保费(万元),,,,,,,,
应收分保账款(万元),,,,,,,,
应收分保合同准备金(万元),,,,,,,,
应收利息(万元),,,,,,,,
应收股利(万元),,,,,,,,
其他应收款(万元),460,282,189,,,,,
应收出口退税(万元),,,,,,,,
应收补贴款(万元),,,,,,,,
应收保证金(万元),,,,,,,,
内部应收款(万元),,,,,,,,
买入返售金融资产(万元),,,,,,,,
存货(万元),25406,24399,28982,29399,30625,23797,24262,
待摊费用(万元),,,,,,,,
待处理流动资产损益(万元),,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,
其他流动资产(万元),47,,22,17,116,1032,2902,
流动资产合计(万元),60965,62726,53012,55147,53337,58891,44822,
发放贷款及垫款(万元),,,,,,,,
可供出售金融资产(万元),,,,,48,139,139,
持有至到期投资(万元),,,,,,,,
长期应收款(万元),,,,,,,,
长期股权投资(万元),,,,,,,,
其他长期投资(万元),,,,,,,,
投资性房地产(万元),0,0,0,0,0,,,
固定资产原值(万元),87741,86055,84686,,,,,
累计折旧(万元),37139,35815,33713,,,,,
固定资产净值(万元),50602,50241,50973,,,,,
固定资产减值准备(万元),1082,1083,1089,,,,,
固定资产(万元),49520,49158,49884,,,,,
在建工程(万元),4753,2168,1157,,,,,
工程物资(万元),392,302,455,,,,,
固定资产清理(万元),,,,,,,,
生产性生物资产(万元),,,,,,,,
公益性生物资产(万元),,,,,,,,
油气资产(万元),,,,,,,,
无形资产(万元),4699,4727,5082,4993,5066,5171,5232,
开发支出(万元),,,,,,,,
商誉(万元),,,,,,,,
长期待摊费用(万元),161,177,208,152,170,137,165,
股权分置流通权(万元),,,,,,,,
递延所得税资产(万元),636,601,524,490,487,465,623,
其他非流动资产(万元),1315,910,337,264,138,126,85,
非流动资产合计(万元),61478,58043,57647,56515,56041,57685,57784,
资产总计(万元),122444,120769,110660,111662,109378,116576,102606,
短期借款(万元),1001,1001,1000,6850,9850,26900,30000,
向中央银行借款(万元),,,,,,,,
吸收存款及同业存放(万元),,,,,,,,
拆入资金(万元),,,,,,,,
交易性金融负债(万元),,,,,,,,
衍生金融负债(万元),,,,,,,,
应付票据(万元),3735,6078,3055,5500,,,,
应付账款(万元),13972,13664,14326,14250,,,,
预收账款(万元),,,974,172,1743,306,73,
卖出回购金融资产款(万元),,,,,,,,
应付手续费及佣金(万元),,,,,,,,
应付职工薪酬(万元),1435,1463,2426,1575,1745,1392,1458,
应交税费(万元),703,2550,377,890,796,1041,93,
应付利息(万元),,,3,9,12,61,80,
应付股利(万元),,,,,3067,,,
其他应交款(万元),,,,,,,,
应付保证金(万元),,,,,,,,
内部应付款(万元),,,,,,,,
其他应付款(万元),407,677,419,,,,,
预提费用(万元),,,,,,,,
预计流动负债(万元),,,,,,,,
应付分保账款(万元),,,,,,,,
保险合同准备金(万元),,,,,,,,
代理买卖证券款(万元),,,,,,,,
代理承销证券款(万元),,,,,,,,
国际票证结算(万元),,,,,,,,
国内票证结算(万元),,,,,,,,
递延收益(万元),,,,,,,,
应付短期债券(万元),,,,,,,,
一年内到期的非流动负债(万元),,,,,,1000,2000,
其他流动负债(万元),,,,,,,,
流动负债合计(万元),21749,25875,22579,29916,35644,50004,54613,
长期借款(万元),4156,1001,1000,,,,1000,
应付债券(万元),,,,,,,,
长期应付款(万元),,,,,,,,
专项应付款(万元),,,,,,,,
预计非流动负债(万元),171,120,274,389,732,1350,1178,
长期递延收益(万元),2324,1853,2001,1775,1912,1686,1396,
递延所得税负债(万元),,,,,,,38,
其他非流动负债(万元),,,,,,,,
非流动负债合计(万元),6651,2974,3276,2164,2644,3359,5361,
负债合计(万元),28400,28849,25855,32080,38288,53363,59974,
实收资本(或股本)(万元),8520,8520,8520,8520,8520,8520,7582,
资本公积(万元),37462,37462,37462,37462,37462,37462,23397,
减:库存股(万元),,,,,,,,
专项储备(万元),31,70,27,60,30,20,17,
盈余公积(万元),1631,1631,1631,582,582,95,62,
一般风险准备(万元),,,,,,,,
未确定的投资损失(万元),,,,,,,,
未分配利润(万元),46448,44285,37212,33005,24495,17115,11574,
拟分配现金股利(万元),,,,,,,,
外币报表折算差额(万元),,,,,,,,
归属于母公司股东权益合计(万元),94044,91920,84804,79582,71090,63213,42633,
少数股东权益(万元),,,,,,,,
所有者权益(或股东权益)合计(万元),94044,91920,84804,79582,71090,63213,42633,
负债和所有者权益(或股东权益)总计(万元),122444,120769,110660,111662,109378,116576,102606,		
