报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),12051,17922,29849,38333,28895,23825,17079,17624,13411,10384,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),4261,3330,,,,557,386,,250,349,
应收账款(万元),27795,27413,,,,7372,6830,3178,2949,1741,
预付款项(万元),734,489,206,86,14,149,19,17,17,13,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,,,,,424,482,521,462,483,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,117,13,,,,
其他流动资产(万元),29000,17103,21412,316,156,5,4,,,,
流动资产合计(万元),74317,66665,73632,58078,49323,32448,24815,21340,17089,12970,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,600,600,600,600,240,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,240,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),101,112,132,174,215,256,,,,,
固定资产原值(万元),,,,,,,,,,,
累计折旧(万元),,,,,,,,,,,
固定资产净值(万元),,,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,,23415,25209,27077,29952,29247,29538,16129,12625,
在建工程(万元),,,,,,66,1336,572,,2468,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),758,660,568,588,466,607,669,394,476,234,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),170,190,266,260,403,702,959,741,634,518,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),639,640,549,479,609,260,168,68,56,95,
其他非流动资产(万元),,,,40,15,7,35,6,,,
非流动资产合计(万元),24390,24677,25531,27350,29384,32451,32654,31559,17295,15939,
资产总计(万元),98707,91342,99163,85427,78708,64900,57468,52899,34384,28909,
短期借款(万元),,,3000,7000,10084,11000,8550,4000,,1100,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),3657,3721,,,,1130,1436,929,591,230,
预收账款(万元),25765,24886,26386,21779,20493,1774,1321,1416,905,1113,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),19426,15376,23576,18391,15305,7724,9875,9866,5401,3726,
应交税费(万元),772,1131,630,1577,1008,3010,2615,2086,1598,700,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,,,,,381,445,272,15,52,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,824,826,826,1426,1080,1080,1080,
其他流动负债(万元),,,,,,,,174,,,
流动负债合计(万元),50106,45604,57042,52211,49985,25845,25668,19822,9590,8000,
长期借款(万元),,,,,824,1649,2625,5441,2395,3475,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),402,414,440,489,778,353,188,,,,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),402,414,440,489,1602,2002,2813,5441,2395,3475,
负债合计(万元),50508,46018,57483,52700,51587,27847,28481,25263,11985,11475,
实收资本(或股本)(万元),7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,
资本公积(万元),9885,9885,9885,9885,9885,9885,9885,9885,9885,9885,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),4228,4228,4228,3035,2259,2690,1905,1328,509,3,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),26586,23711,20067,12307,7476,16978,9696,8924,4505,46,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),48199,45324,41681,32727,27120,37053,28987,27636,22399,17434,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),48199,45324,41681,32727,27120,37053,28987,27636,22399,17434,
负债和所有者权益(或股东权益)总计(万元),98707,91342,99163,85427,78708,64900,57468,52899,34384,28909,		
