报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),25354,92789,28090,40648,35407,8667,16974,6166,7259,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),66427,3806,9626,,,,147,21,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),383,374,305,1264,250,131,778,402,447,
应收账款(万元),4840,4133,4902,4401,3915,4023,4808,3631,3566,
预付款项(万元),1345,1735,981,1316,1243,773,1123,776,479,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,140,133,114,98,159,75,34,54,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),6737,5034,4612,6992,5315,3324,4446,5344,4806,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),22286,20006,16047,1388,411,18528,16419,18407,14561,
流动资产合计(万元),127509,128016,64697,56122,46639,35605,44769,34781,31172,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),140,145,150,156,177,246,263,,,
固定资产原值(万元),,18658,18545,18517,18178,,17624,,,
累计折旧(万元),,8377,8132,7863,6880,,5900,,,
固定资产净值(万元),,10281,10413,10654,11298,,11724,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),,10281,10413,10654,11298,11666,11724,12877,13258,
在建工程(万元),,11245,5909,4357,33,37,55,,2,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
