报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),470646,500498,323466,342806,195226,302387,303246,225506,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),,,,,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),115,359,125,110,110,182,55,160,
应收账款(万元),30359,36560,20680,35508,40919,97515,134111,23694,
预付款项(万元),875,1317,1396,1595,1139,8121,1531,3920,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),1074,708,9,164,153,83,20,81,
应收股利(万元),1438,8003,,137,,,,,
其他应收款(万元),56112,58197,122119,83258,17393,12526,11196,11843,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),581968,660148,894747,851438,835526,1017119,923144,1000505,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,39251,2657,2435,
其他流动资产(万元),16590,15269,26858,20527,8907,,,,
流动资产合计(万元),1194544,1316486,1402938,1358736,1131799,1503584,1375960,1268144,
发放贷款及垫款(万元),,,,,,26400,,,
可供出售金融资产(万元),,,13024,9316,9716,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),20978,21273,21832,35369,60500,39013,62435,52350,
长期股权投资(万元),265240,258633,345865,356666,335922,229132,221945,210855,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),390511,246952,241574,222083,197920,238869,235673,228413,
固定资产原值(万元),224637,231503,231792,239194,232303,195304,,,
累计折旧(万元),104271,103169,98898,92189,83293,46727,,,
固定资产净值(万元),120366,128334,132894,147005,149009,148577,,,
固定资产减值准备(万元),426,426,426,426,1082,434,,,
固定资产(万元),119940,127908,132468,146578,147928,148143,123569,98170,
在建工程(万元),,,,,,6581,22565,20884,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),16092,17562,18223,22746,23219,14735,22892,18723,
开发支出(万元),,,,,,,,,
商誉(万元),1370,,,,,86,86,312,
长期待摊费用(万元),188,200,240,201,843,1310,1692,1329,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),40087,45842,50457,54499,51969,42605,31595,31809,
其他非流动资产(万元),636,1001,1199,354,,,,,
非流动资产合计(万元),951700,798930,850976,859096,834228,720473,722452,662844,
资产总计(万元),2146244,2115417,2253914,2217832,1966027,2224057,2098411,1930988,
短期借款(万元),88500,91500,70500,120840,130570,209066,264900,214100,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),,,,,4070,14686,13278,3044,
应付账款(万元),159318,163645,197198,203201,225740,298255,242200,190186,
预收账款(万元),120507,136389,353976,291569,108165,230800,285824,345428,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),14051,12111,15013,13895,13391,12802,10663,8051,
应交税费(万元),59966,90287,63431,86683,82972,36608,21877,2197,
应付利息(万元),753,525,367,422,589,6322,4980,3429,
应付股利(万元),,133,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),175863,173936,258113,279721,212283,100094,87883,76204,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),52828,54280,48767,46900,102525,200096,211780,168950,
其他流动负债(万元),6417,6068,7498,5177,3636,2229,2620,2128,
流动负债合计(万元),678204,728874,1014862,1048409,883941,1110958,1146004,1013716,
长期借款(万元),222106,146746,141817,173846,194523,443264,367720,426450,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),,,,,,,,,
长期递延收益(万元),15985,16258,16140,16533,16416,13365,6843,5241,
递延所得税负债(万元),3082,3023,,,,,,,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),241172,166027,157958,190379,210938,456629,374563,431691,
负债合计(万元),919376,894901,1172820,1238788,1094879,1567587,1520568,1445407,
实收资本(或股本)(万元),134900,134900,134900,134900,134900,134900,134900,134900,
资本公积(万元),2188,2188,2188,2170,2170,1312,1560,1368,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),39775,39775,39775,31181,27760,18429,15829,12650,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),697839,689882,587333,498112,419164,268444,224186,169855,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,-16,-8,-12,
归属于母公司股东权益合计(万元),874901,866839,764419,666594,584188,423069,376468,318760,
少数股东权益(万元),351967,353676,316675,312451,286960,233401,201376,166821,
所有者权益(或股东权益)合计(万元),1226868,1220515,1081094,979045,871148,656470,577844,485581,
负债和所有者权益(或股东权益)总计(万元),2146244,2115417,2253914,2217832,1966027,2224057,2098411,1930988,		
