报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),13474,13397,13950,9265,9775,12105,6558,8113,2062,3103,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),21010,22548,5006,5004,,,,63,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),6762,8815,10898,5296,,,,,,1756,
应收账款(万元),35741,34459,38743,41816,,,,,,14046,
预付款项(万元),516,554,931,1165,899,538,479,480,569,310,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,27,,311,854,377,360,483,934,1098,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),40255,35769,33404,30120,31926,26282,23361,18546,17104,16776,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,243,201,146,
其他流动资产(万元),2386,3391,22783,30964,1836,1104,655,1211,2080,1959,
流动资产合计(万元),120164,118959,125884,123941,84370,79734,69917,63054,45524,39195,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,88524,,81716,,77638,72806,,,,
累计折旧(万元),,32588,,29104,,25841,22787,,,,
固定资产净值(万元),,55936,,52612,,51797,50019,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,55936,,52612,50787,51797,50019,43993,44373,41285,
在建工程(万元),,17913,,16259,10983,8522,5382,4592,1821,3501,
工程物资(万元),,,,,,,,,,28,
固定资产清理(万元),,16,,15,,1,3,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),4723,4764,4801,4842,4828,4865,4873,4894,4890,4959,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),1762,1260,1319,1425,1025,955,1052,212,253,157,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),1303,1302,939,943,836,836,722,710,516,326,
其他非流动资产(万元),38,,28,,,27,74,,,,
非流动资产合计(万元),82425,81190,79829,76096,68458,67004,62125,54402,51852,50256,
资产总计(万元),202590,200149,205713,200038,152829,146738,132042,117456,97377,89451,
短期借款(万元),44530,38907,41789,40514,37869,37030,30876,31134,20979,19022,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),14904,20269,,13283,,,,,,3511,
应付账款(万元),16164,17219,,23005,,,,,,18245,
预收账款(万元),39,1,1,36,14,0,12,150,138,38,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),2249,2039,2070,2789,2299,2145,2576,2068,2347,2003,
应交税费(万元),694,465,830,481,696,815,577,1659,625,577,
应付利息(万元),,121,138,115,,,,,,49,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,115,,94,164,212,196,140,168,3489,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,1771,2297,1073,2198,4589,3346,3119,3446,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),78761,79136,85417,82614,78051,74804,66474,60846,47819,50379,
长期借款(万元),,,,,,,,3200,4600,6600,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,1288,3053,2374,1748,184,432,1295,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),2854,2943,3032,3121,3246,3335,3477,2671,2936,2995,
递延所得税负债(万元),543,541,332,342,,,,9,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),3397,3483,4651,4751,6300,5709,5224,6065,7968,10889,
负债合计(万元),82158,82619,90069,87365,84351,80513,71698,66912,55787,61268,
实收资本(或股本)(万元),21532,21532,21532,21532,16149,16149,16149,16149,16149,12911,
资本公积(万元),66181,66181,66181,66181,27243,27243,27243,27243,27243,18481,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),3447,3447,3447,3447,2274,2274,2274,1193,407,132,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),29272,26369,24484,21512,22811,20559,14678,5959,-2210,-3342,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),120432,117530,115644,112673,68477,66224,60344,50544,41589,28182,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),120432,117530,115644,112673,68477,66224,60344,50544,41589,28182,
负债和所有者权益(或股东权益)总计(万元),202590,200149,205713,200038,152829,146738,132042,117456,97377,89451,		
