报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),15519,14885,15120,14723,18673,11227,12642,20759,7089,9362,5369,3510,5992,3165,3683,6781,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),8000,8000,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),9029,8893,7172,8196,9921,6260,5249,5833,2190,2920,3714,4176,2995,5355,5089,3692,
应收账款(万元),18207,19224,21332,22709,23349,23710,21948,25174,24512,21368,22656,21823,20471,22053,27698,26293,
预付款项(万元),3005,2881,3247,7860,9739,11001,11596,9089,5282,5509,4510,4494,3759,2348,2981,3365,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),98,16,41,52,79,68,266,85,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,220,,294,,408,292,227,328,272,228,299,316,91,178,294,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),34680,38724,43445,44604,46500,48050,46804,41813,34308,32107,26274,19649,23616,23602,21796,26996,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),767,568,11115,15704,12351,20457,20685,21155,940,999,799,80,1394,5443,7483,1295,
流动资产合计(万元),89539,93410,101680,114142,120854,121181,119482,124135,74649,72537,63549,54030,58543,62057,68907,68716,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),1125,1254,784,872,,,,,,,,,,,,,
长期股权投资(万元),3398,3758,4001,4273,4589,4580,4777,4327,4047,3889,2570,1877,1866,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,61692,,56129,,54910,,53201,,50192,47467,,,,,,
累计折旧(万元),,33939,,31554,,29060,,26818,,24284,21796,,,,,,
固定资产净值(万元),,27753,,24575,,25849,,26383,,25909,25671,,,,,,
固定资产减值准备(万元),,138,,138,,138,,138,,145,145,,,,,,
固定资产(万元),,27615,,24436,24992,25711,25444,26245,24920,25763,25525,21040,21007,22940,20752,20802,
在建工程(万元),,3055,,5091,3985,3466,2414,1950,2960,2833,2906,3706,1370,452,2847,344,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),9182,9225,9301,9381,9410,9487,9607,9715,9830,9920,10121,9443,7902,6158,6178,5302,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,
长期待摊费用(万元),2480,2662,1391,1531,1579,1814,2092,2296,2512,2830,3014,2352,2634,1439,2023,1922,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),915,890,605,563,490,541,508,490,366,353,341,251,237,252,430,408,
其他非流动资产(万元),3236,3619,3020,3790,3647,3419,3530,2416,2481,2454,2150,588,904,295,1113,1824,
非流动资产合计(万元),50847,52077,49262,49939,48693,49016,48372,47438,47116,48041,46627,39258,35919,31535,33341,30603,
资产总计(万元),140386,145487,150942,164080,169547,170197,167853,171573,121765,120579,110176,93288,94462,93593,102248,99318,
短期借款(万元),12000,12000,16000,21297,30907,30665,26723,24767,36781,39931,33700,38300,44600,31500,34018,26537,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
