报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),61828,119877,32064,26543,19848,16708,14787,9357,2864,1457,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),45000,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),,,,,,,,,,,
应收账款(万元),25145,12687,6572,4544,5604,5214,7984,3177,1197,423,
预付款项(万元),3835,931,536,287,378,521,860,364,110,63,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,98,105,93,61,47,52,95,44,52,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),26590,17774,13501,13460,6582,8975,8333,5850,2575,876,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),1750,1979,1744,2700,627,468,461,1062,109,41,
流动资产合计(万元),164972,153346,54522,47627,33100,31935,32476,19905,6898,2912,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,866,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),2443,2415,2398,2399,2429,2438,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,7242,5069,4293,,1888,,846,,,
累计折旧(万元),,1978,1565,1271,,567,,393,,,
固定资产净值(万元),,5264,3504,3022,,1321,,453,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,5264,3504,3022,1343,1321,1132,453,203,160,
在建工程(万元),,,,,,48,12,28,,,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),505,511,521,533,577,214,60,40,15,2,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),98,99,107,120,126,64,59,10,,7,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),539,464,479,353,288,281,253,371,168,69,
其他非流动资产(万元),45,22,,93,,,,,,,
非流动资产合计(万元),9638,8776,7009,6522,4763,4366,2380,902,386,238,
资产总计(万元),174609,162122,61531,54149,37862,36300,34857,20807,7284,3150,
短期借款(万元),,,,,,,,700,900,550,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),9565,9557,5578,3261,1887,2157,2989,2228,1200,195,
预收账款(万元),281,965,981,221,395,329,213,628,169,45,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),2165,1276,616,1293,537,1194,895,769,410,285,
应交税费(万元),4571,2371,1251,834,847,717,1155,1075,272,260,
应付利息(万元),,,,,,,,,,,
应付股利(万元),2450,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,1222,789,659,504,487,601,722,1943,1743,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),20513,15391,9216,6268,4171,4884,5853,6123,4894,3077,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),507,509,312,14,22,24,28,,,,
递延所得税负债(万元),1139,916,733,622,404,384,594,279,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),1646,1425,1045,636,425,408,621,279,0,0,
负债合计(万元),22159,16816,10262,6904,4596,5292,6474,6402,4894,3077,
实收资本(或股本)(万元),10000,10000,7500,7500,7500,7500,7500,1222,1111,1111,
资本公积(万元),93951,93951,13565,13565,13565,13565,13562,13364,7132,5929,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),3972,3972,2800,2800,1270,1270,,,83,,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),44628,37644,27710,23533,11245,8830,7493,-414,-5936,-6978,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),152919,145709,51606,47530,33269,31051,28399,14404,2390,73,
少数股东权益(万元),-469,-403,-337,-285,-3,-43,-16,,,,
所有者权益(或股东权益)合计(万元),152450,145306,51269,47245,33266,31008,28383,14404,2390,73,
负债和所有者权益(或股东权益)总计(万元),174609,162122,61531,54149,37862,36300,34857,20807,7284,3150,		
