报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),454357,417390,656284,611674,566907,604749,588949,324683,267129,204425,235117,272575,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),45672,44924,27179,27430,,,,,,17844,14334,,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),12445,11643,11518,10452,12352,,13108,14005,16057,9516,10895,11706,
应收账款(万元),50470,61358,63555,64082,61593,,57519,74750,79447,97390,91776,114567,
预付款项(万元),1387,1488,1435,1135,1081,1010,1144,740,927,1134,1234,1421,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),3176,2685,3929,3397,,,184,285,171,52,3017,2683,
应收股利(万元),,,,470,,,,,,,,1695,
其他应收款(万元),,1963,,1415,5860,3583,4246,1378,1171,1204,31228,16333,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),42312,44430,40823,38640,37447,36237,34673,32329,36121,35380,66739,63968,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,
其他流动资产(万元),3436,4015,4294,35333,55602,5858,6608,9221,2862,3684,5379,5741,
流动资产合计(万元),615515,589896,811972,794030,740842,726260,706430,457391,403886,370630,459719,490689,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,1100,4243,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),5557,5495,5481,5277,5663,5641,5591,5794,5660,5634,34361,23125,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,
固定资产原值(万元),,66370,,60124,,62125,,62895,,63958,156465,,
累计折旧(万元),,35882,,35547,,35578,,35151,,33417,60876,,
固定资产净值(万元),,30488,,24577,,26547,,27743,,30541,95589,,
固定资产减值准备(万元),,181,,181,,181,,181,,181,,,
固定资产(万元),,30306,,24396,26101,26366,26770,27562,28948,30360,95589,94625,
在建工程(万元),,1607,,7667,4608,2299,339,297,264,196,6166,7605,
工程物资(万元),,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),6432,6501,6566,6635,7453,7529,7605,7191,6543,7542,26713,29368,
开发支出(万元),,,,,,,,,,,,,
商誉(万元),119455,119455,119455,119455,119455,119455,119455,119455,119455,120056,215127,217857,
长期待摊费用(万元),1001,1014,1109,893,904,346,351,376,369,655,1486,678,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),4920,4455,5041,4269,3915,3803,3678,3921,3498,3248,6630,5477,
其他非流动资产(万元),174,31,33,87,300,312,204,92,63,268,272,4424,
非流动资产合计(万元),171071,170985,169689,168679,168398,165750,163995,164688,164800,167959,387445,387401,
资产总计(万元),786585,760881,981661,962708,909240,892010,870425,622079,568686,538589,847164,878091,
短期借款(万元),,,,,,,,,,,,1200,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,
应付账款(万元),11286,16048,,15210,,,15093,14774,10700,11542,18346,31392,
预收账款(万元),162,165,527,332,202,181,278,323,242,500,287,138,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),2963,2436,2855,3700,2675,3696,3328,3881,3660,3218,3366,4142,
应交税费(万元),17626,15661,21232,25420,18108,15249,15849,25459,15693,20763,17262,16151,
应付利息(万元),,0,,0,,,,,,,,2,
应付股利(万元),,0,,0,,,,,,,92151,76806,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,3599,,5121,2692,15663,2382,1967,29760,38423,110765,58852,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,
其他流动负债(万元),2011,1909,1316,2540,1802,2434,2677,3342,3597,4260,,,
流动负债合计(万元),37373,39819,42295,52323,37665,48089,39606,49746,63653,78706,242178,188683,
长期借款(万元),,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,
长期递延收益(万元),8,9,10,11,12,13,126,120,146,178,60,60,
递延所得税负债(万元),250,288,257,237,378,434,437,479,561,1426,3767,3864,
其他非流动负债(万元),,,,,,,,,,,,,
