报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),203610,198245,215015,268416,288677,116044,143380,179951,162758,204712,201095,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),947,1732,1719,3291,10576,6307,5792,460,560,186,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),23558,22274,32950,44071,28170,,42624,58855,17607,17405,26446,
应收账款(万元),339174,323984,303758,297676,337259,,248956,183466,188196,191323,148066,
预付款项(万元),13380,14689,16358,9245,13694,13216,8465,7483,4907,4864,1361,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,
应收股利(万元),66,3630,1380,1380,2890,,52,1337,2901,4432,3960,
其他应收款(万元),,24750,,12181,,13268,9283,9835,11059,8396,9919,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),166839,145107,128165,99515,116577,96102,95935,73047,64438,67806,69746,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),24390,20473,29036,13032,8797,5267,6613,4704,5935,20,13,
流动资产合计(万元),796656,764587,749037,748806,817074,600375,561101,522890,462180,499644,461190,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,10123,11941,12732,8391,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,2000,2000,2000,2000,3342,23093,,
长期股权投资(万元),147519,164861,165192,162615,161528,157662,128070,124187,105260,73106,68372,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,437329,,380916,,364919,,357634,284839,245269,,
累计折旧(万元),,188220,,179217,,169498,,165447,152695,147025,,
固定资产净值(万元),,249109,,201699,,195420,,192187,132144,98244,,
固定资产减值准备(万元),,41,,41,,41,,41,41,41,,
固定资产(万元),,249068,,201658,197143,195379,189855,192146,132103,98203,78253,
在建工程(万元),,98100,,117082,56808,36348,22990,16447,46628,8874,9389,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),31760,28734,29005,29197,30512,30709,32490,32805,44317,31252,26881,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),681,774,137,131,150,167,188,208,68,11,24,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),7573,7359,8786,8466,7527,7011,6442,5524,5796,1509,2596,
其他非流动资产(万元),5115,9142,14039,14149,22076,16407,14502,10446,5000,7130,4016,
非流动资产合计(万元),573492,569706,560690,539782,483122,451936,404686,393887,354455,255911,197921,
