报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),5988177,5540339,5925096,6229313,5623170,5749282,3095183,1551898,493454,960575,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,1566,,,,,
衍生金融资产(万元),20,2647,1077,,,,,,,,
应收票据(万元),,48,,92,55,176,,,,,
应收账款(万元),8369487,6960177,,8611698,9032767,6860091,5106879,7851320,5457378,4700936,
预付款项(万元),5337,25854,20588,21522,34571,28086,21802,16251,11386,13298,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,11430,,16608,,12866,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,103488,,122317,93666,97007,79743,309471,3260087,1026843,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),4726463,3932485,3621711,3746764,4576891,4336887,3749522,3555104,2856144,2705476,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),204824,169214,135934,247870,250797,204775,207837,383006,113257,164059,
流动资产合计(万元),19430954,16745682,15897840,18992732,19611917,17290736,12260965,13667050,12191707,9571188,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,4076,4115,3968,3946,300,4639,6859,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),51501,49429,39048,39366,13879,13778,12985,,3750,921,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,1982,2065,
固定资产原值(万元),,2960818,,2916019,,2866257,,2752407,2798169,2587787,
累计折旧(万元),,2250702,,2156412,,1973441,,1849155,1662241,1386988,
固定资产净值(万元),,710116,,759607,,892817,,903252,1135929,1200799,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,710116,,759607,851349,892817,901554,903252,1135929,1200799,
在建工程(万元),,40382,,50107,44808,45899,68267,72753,54561,31428,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),20157,18992,19309,19698,18241,17881,23177,22529,24435,24072,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),59383,59955,51858,54915,50211,40227,38065,34107,23119,15117,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),115002,129883,135435,128325,101706,125428,124735,145737,128465,114073,
其他非流动资产(万元),16066,10281,16659,11507,,18184,18803,13897,5780,2950,
非流动资产合计(万元),983925,1020711,1044641,1067601,1084309,1158181,1191532,1192574,1382659,1398283,
资产总计(万元),20414879,17766393,16942481,20060332,20696226,18448917,13452497,14859624,13574366,10969471,
短期借款(万元),2508944,2218922,1754472,2249022,2431147,2115560,1318749,695680,164292,111179,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,12,405,29943,,,,,
衍生金融负债(万元),3993,430,45,,,,,,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),7005596,5258171,,6973080,,6867868,6276889,7680931,4301290,3470229,
预收账款(万元),8948,6394,4465,5797,28028,9000,10528,10627,18408,20223,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),419416,278032,221058,438217,364259,216149,206895,301160,351589,320296,
应交税费(万元),160619,128837,286703,307993,210117,177293,158245,129893,76764,47218,
应付利息(万元),,11218,,17741,,,,,,,
应付股利(万元),,2066,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,2259508,,2772004,2207104,2905407,2388469,3210371,866455,1007524,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,
其他流动负债(万元),52088,26557,47974,34719,30440,31304,12419,9509,20821,20138,
流动负债合计(万元),12316577,10190134,9412461,12798585,14155054,12352524,10372194,12038171,5799618,4996807,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),21914,14342,16483,17455,21568,18391,9553,2460,21746,17276,
长期递延收益(万元),2105,672,685,698,1129,1106,689,735,585,758,
递延所得税负债(万元),7616,7068,8936,9131,999,783,,,154,141,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),31636,22082,26105,27284,23696,20280,10242,3194,22485,18175,
负债合计(万元),12348213,10212216,9438566,12825868,14178750,12372804,10382436,12041365,5822102,5014982,
实收资本(或股本)(万元),1985483,1984448,1969530,1969530,1969530,1969530,1772577,1772577,,,
资本公积(万元),2639064,2614246,2521416,2512196,2501067,2492246,9356,,2782323,2709335,
减:库存股(万元),94368,88262,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),28918,28918,28918,28918,,,,,,,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),3433751,2963106,2958454,2671082,1985378,1554180,1275092,1009770,4665710,3260941,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
