报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),6812,9207,16027,16709,7692,7587,11527,7317,7995,5857,5152,5821,2543,2298,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),561,274,118,224,72,,5,5,59,,95,,,65,
应收账款(万元),647,816,902,928,878,852,624,1188,881,777,926,420,485,778,
预付款项(万元),509,429,373,367,295,282,324,226,446,313,356,201,114,237,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,221,,114,129,125,198,152,98,77,55,20,57,75,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),8391,7870,7456,6541,6890,6853,5898,4691,4998,4954,4259,4254,4143,4428,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),21058,16944,11665,11295,18005,16634,13906,18208,880,2377,3905,3480,5265,3836,
流动资产合计(万元),38150,35760,36674,36178,33961,32333,32482,31786,15357,14355,14748,14196,12608,11716,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),1503,1528,1545,1562,1579,1595,1612,1629,,,,,,,
固定资产原值(万元),,12022,,11926,,11795,,11735,,9843,9797,9459,4554,,
累计折旧(万元),,2981,,2688,,2383,,2117,,2413,2178,1721,1488,,
固定资产净值(万元),,9041,,9239,,9412,,9618,,7429,7619,7738,3066,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,9041,,9239,9377,9412,9549,9618,7597,7429,7619,7738,3066,3322,
在建工程(万元),,,,,,,,,3632,3463,3115,2956,2741,10,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),1838,1835,1847,1858,1809,1868,1879,1890,1853,1913,1941,1997,2053,2109,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),179,185,191,197,205,211,218,221,88,91,96,106,64,3,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),194,216,212,181,299,272,241,218,153,154,158,154,85,57,
其他非流动资产(万元),192,263,269,294,337,385,328,345,470,482,350,452,490,587,
非流动资产合计(万元),12948,13068,13238,13331,13605,13743,13826,13920,13793,13533,13280,13403,8499,6089,
资产总计(万元),51098,48828,49912,49510,47565,46076,46308,45706,29150,27888,28028,27599,21107,17805,
短期借款(万元),,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,
应付账款(万元),849,768,,581,,924,880,988,716,598,613,596,431,327,
预收账款(万元),2397,1722,1692,1610,1701,1708,1689,1346,1785,1675,1082,1412,1232,1012,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),473,485,336,562,433,365,313,422,361,347,402,343,290,277,
应交税费(万元),391,398,466,880,629,468,370,451,298,450,672,468,526,519,
应付利息(万元),,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,540,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,230,,321,291,305,285,312,419,137,496,1702,7,26,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
