报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),,38539,43781,25313,35546,20053,24568,21207,19693,18471,16969,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),,896,8964,,4353,20,1505,2755,4052,173,60,
应收账款(万元),,17582,23004,,25476,21168,33542,23102,34037,32659,17925,
预付款项(万元),,2233,4446,2296,7468,15218,11195,6154,8944,10724,20423,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,3,,24,62,40,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,,4132,5447,15219,3865,3778,5917,3000,5604,14748,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),,31089,29201,26176,34599,24379,24575,20467,22668,27635,20608,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),,4739,4824,3805,4818,6303,4566,4697,4849,5303,979,
流动资产合计(万元),,98650,118353,84568,127478,91005,103733,84300,97267,100630,91752,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,342,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,,,,,,,,,,,
累计折旧(万元),,,,,,,,,,,,
固定资产净值(万元),,,,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,,188409,179743,182590,163725,163626,159071,160667,119952,61605,
在建工程(万元),,,,11349,8006,22112,18484,22907,11019,22761,11905,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,35,,,0,0,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),,19717,19871,18508,18716,16110,15146,15231,15443,11146,3471,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,1618,1618,5344,5344,5344,5344,5344,4304,
长期待摊费用(万元),,2367,2292,2610,2698,2156,1359,1324,1242,1241,659,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),,3957,3796,3350,2969,1290,1273,562,562,685,444,
其他非流动资产(万元),,2834,1852,3903,2740,8068,4977,4513,10730,10901,11851,
非流动资产合计(万元),,223680,223548,221081,219337,218841,210208,208953,205007,172373,94240,
资产总计(万元),326704,322330,341901,305650,346816,309846,313941,293253,302273,273003,185991,
短期借款(万元),,22450,21200,13400,20905,31200,30650,26340,31300,51700,46660,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,28648,30066,,27916,18275,15870,19644,19000,17587,9696,
应付账款(万元),,26321,35556,,27852,31124,36188,42739,44310,43995,32079,
预收账款(万元),,1161,1387,1092,4500,4710,3455,3005,1276,5654,1645,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),,1873,2443,1891,2418,1790,2508,2119,2282,1727,1140,
应交税费(万元),,2601,5447,2487,4043,1916,3894,2464,5065,2953,2855,
应付利息(万元),,1853,356,,356,1718,238,,49,131,166,
应付股利(万元),,,,,,4512,1831,,285,,8550,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,506,591,2549,11454,4705,5612,6651,15294,5175,183,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,58358,70703,11054,16087,11398,13416,11071,14036,14262,7413,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),,143770,167751,73767,115530,111348,113663,114032,132897,143185,110387,
长期借款(万元),,,,20000,20000,572,1222,35512,38002,10827,2805,
应付债券(万元),,,,47189,47030,46872,46713,,,,,
长期应付款(万元),,,,9582,14665,5018,5295,5208,8638,8427,8850,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),,4501,4670,4113,3780,,,1612,1719,1856,,
递延所得税负债(万元),,63,57,102,112,252,265,271,289,380,132,
其他非流动负债(万元),,,,,,2992,3102,,,,,
非流动负债合计(万元),,11936,13815,80986,85587,55706,56596,42603,48648,21490,11786,
负债合计(万元),,155706,181566,154753,201118,167054,170259,156635,181545,164675,122173,
实收资本(或股本)(万元),,85737,85737,85737,85737,73638,73638,73638,73638,11199,6283,
资本公积(万元),,50624,50724,51724,51724,,,,,26354,18480,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),,4296,4296,112,112,4947,4947,2471,2471,1732,874,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),,25968,19578,13438,8203,49366,47512,42314,27126,52427,36760,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),,166624,160335,151012,145776,127951,126097,118423,103235,91712,62398,
少数股东权益(万元),,,,-115,-78,14841,17586,18195,17494,16616,1420,
所有者权益(或股东权益)合计(万元),166345,166624,160335,150897,145698,142792,143682,136618,120728,108328,63819,
负债和所有者权益(或股东权益)总计(万元),326704,322330,341901,305650,346816,309846,313941,293253,302273,273003,185991,		
