报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),19297,17030,57819,15172,13068,11060,7954,18503,5053,16355,2451,588,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),29471,6420,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),5646,5591,4328,3832,,,,,,,,,
应收账款(万元),43011,33451,32284,27028,,,17740,,7021,,3254,1218,
预付款项(万元),2877,1382,4136,1705,699,406,299,196,422,156,141,39,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,1971,,1511,,,545,,1220,,544,425,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),3289,2313,1671,2116,766,2143,1282,68,,,,,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,
其他流动资产(万元),6784,34672,9793,21632,14946,21906,22292,26234,27890,12600,10724,3954,
流动资产合计(万元),112042,102830,112133,72998,56607,54098,50111,62481,41606,46158,17114,6223,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),3524,3418,3434,3512,3643,2278,756,735,692,675,100,,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),2686,2700,2714,2728,2757,,,,,,,,
固定资产原值(万元),,41396,,28240,12971,10504,,,,,,,
累计折旧(万元),,5202,,4479,4009,3733,,,,,,,
固定资产净值(万元),,36194,,23761,8962,6771,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,
固定资产(万元),,36194,,23761,8962,6771,6830,3598,3421,3645,1894,1826,
在建工程(万元),,1107,,220,15,1858,187,121,,,,,
工程物资(万元),,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,0,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),7526,7584,7726,6926,7081,9886,9962,729,957,970,498,331,
开发支出(万元),,,,,,,,,,,,,
商誉(万元),778,778,778,778,778,778,778,778,21,77,,,
长期待摊费用(万元),1203,1190,1325,1433,1043,322,188,489,1044,1119,1479,680,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),1233,1181,1020,905,839,738,622,568,81,619,40,16,
其他非流动资产(万元),2912,1772,9900,5923,13768,12375,384,495,932,1113,2011,2064,
非流动资产合计(万元),58821,55924,50901,46186,38885,35005,19707,7513,7149,8218,6023,4918,
资产总计(万元),170863,158754,163035,119184,95492,89104,69818,69994,48755,54376,23137,11141,
短期借款(万元),867,709,1359,1809,2803,2222,6988,4632,3000,4896,5000,,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,
应付账款(万元),7375,7813,,6004,,,1279,,573,,646,67,
预收账款(万元),31087,27667,32539,31147,23986,18393,14505,14746,3795,11796,884,307,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),13108,11653,9243,13945,8703,10950,6246,9257,4857,7219,4419,4312,
应交税费(万元),4859,3338,2820,4887,4444,4525,3032,3175,1984,2908,555,469,
应付利息(万元),,,,,,,9,,,,,,
应付股利(万元),,,,,,,,,2647,,,,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,169,,145,,,258,,166,,83,52,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),,1,3,4,6,13,32,41,,40,,,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),57705,51349,54112,57941,43858,38396,32348,33240,17021,28071,11587,5207,
长期借款(万元),,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,,1,4,7,17,89,53,124,127,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),404,404,404,404,404,404,,,,,,,
长期递延收益(万元),82,99,117,156,243,295,396,446,543,616,,,
递延所得税负债(万元),2,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),488,503,521,560,648,702,403,463,632,669,124,127,
负债合计(万元),58194,51852,54632,58502,44506,39098,32751,33703,17654,28740,11711,5333,
实收资本(或股本)(万元),19603,19603,19603,14700,14700,14700,13985,13235,13235,12650,1500,1500,
资本公积(万元),64183,64183,64183,21981,21981,21981,18826,13494,13490,10401,,,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),256,382,364,355,286,181,53,2,,,,,
盈余公积(万元),3418,3378,3378,3378,2141,2141,1001,1137,336,220,1634,1066,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),22667,17096,18762,18250,10538,9815,2459,7698,3534,1998,8316,3241,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),110126,104642,106289,58665,49647,48819,36323,35566,30596,25269,11450,5808,
少数股东权益(万元),2544,2260,2113,2018,1339,1187,744,725,505,368,-24,,
所有者权益(或股东权益)合计(万元),112669,106902,108402,60682,50986,50006,37067,36291,31101,25637,11426,5808,
负债和所有者权益(或股东权益)总计(万元),170863,158754,163035,119184,95492,89104,69818,69994,48755,54376,23137,11141,		
