报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),20093,19453,23883,19707,14184,8020,9437,9983,54084,11165,11357,23061,19991,17197,
结算备付金(万元),,,,,,,,,0,,,,,,
拆出资金(万元),,,,,,,,,0,,,,,,
交易性金融资产(万元),,,,,,,,,0,,,,,2000,
衍生金融资产(万元),,,,,,,,,0,,,,,,
应收票据(万元),789,1096,754,502,689,463,632,343,472,626,469,128,690,694,
应收账款(万元),22519,23305,21692,26773,27345,28464,25073,26223,29697,27579,21539,18694,16934,15212,
预付款项(万元),4677,4808,4695,3726,2863,2554,2303,2261,3320,2784,3447,3561,2571,2329,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,0,,,,,,
应收股利(万元),,,,,,,,,0,,,,,,
其他应收款(万元),,1348,,1831,2272,5166,2244,2212,2507,2148,1583,1453,1606,4599,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),10489,6444,7587,6991,9751,9029,9292,7704,8068,7748,9316,13729,17731,16867,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,0,,,,,,
其他流动资产(万元),53200,53300,47017,55517,58900,59300,62316,65461,16300,14409,19355,15100,12051,4000,
流动资产合计(万元),113531,109755,107682,115049,116004,112995,111297,114187,114448,66459,67066,75726,71575,62899,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),100,100,100,100,100,100,100,100,100,100,100,100,100,100,
持有至到期投资(万元),,,,,,,,,0,,,,,,
长期应收款(万元),,,,,,,,,0,,,,,,
长期股权投资(万元),,,,,,,,,0,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),688,365,382,382,,,,,0,,,,,,
固定资产原值(万元),,39133,,38809,,37790,,37973,,27990,18471,16926,16345,,
累计折旧(万元),,11193,,10097,,9204,,8332,,7641,7044,6784,5837,,
固定资产净值(万元),,27940,,28712,,28587,,29642,,20349,11428,10142,10508,,
固定资产减值准备(万元),,111,,111,,111,,158,,164,165,166,168,,
固定资产(万元),,27829,,28601,28021,28476,29095,29483,20439,20185,11262,9977,10340,9504,
在建工程(万元),,4501,,2898,3631,3514,3067,1537,8155,8261,12662,2601,,585,
工程物资(万元),,,,,,,,,0,,,,,,
固定资产清理(万元),,,,,,,,,0,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),4237,4272,4308,4343,4460,4484,4497,4524,4539,4574,4636,4931,4950,2352,
开发支出(万元),,,,,,,,,0,,,,,,
商誉(万元),,,,,,,,,0,,,,,,
长期待摊费用(万元),,,,,,,,,0,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),1114,1270,1151,1151,1049,1054,1302,1001,901,877,945,854,702,637,
其他非流动资产(万元),1876,970,613,811,391,387,,56,150,341,411,77,145,505,
非流动资产合计(万元),42497,39307,37989,38287,37652,38015,38061,36701,34285,34339,30015,18540,16237,13682,
资产总计(万元),156028,149062,145670,153336,153655,151010,149358,150888,148733,100797,97082,94266,87812,76581,
短期借款(万元),,,,,,,,,0,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,0,,,,,,
衍生金融负债(万元),,,,,,,,,0,,,,,,
应付票据(万元),5496,5697,,7820,,3676,5917,5452,3547,3756,3527,2893,3729,3853,
应付账款(万元),23756,22017,,24732,,26810,19081,22908,23493,22602,19208,17590,16188,19450,
预收账款(万元),19029,14532,15338,14373,16696,14932,18401,16712,16210,14442,18697,25034,29799,23553,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),450,419,153,588,385,374,127,818,455,482,841,771,610,588,
应交税费(万元),1256,1183,1152,1583,1866,2114,1592,2094,2735,2883,2747,4418,3111,4378,
应付利息(万元),,,,,,,,,0,,,,,,
应付股利(万元),,,,,,,,,0,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,433,,473,674,952,1540,1279,2134,555,581,467,1021,595,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,0,,,,,,
其他流动负债(万元),,,,,,,,,0,,,,,,
流动负债合计(万元),50563,44281,41332,49570,50417,48857,46658,49262,48575,44719,45601,51174,54459,52416,
长期借款(万元),,,,,,,,,0,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,0,,,,,,
专项应付款(万元),,,,,,,,,0,,,,,,
预计非流动负债(万元),,,,,,,,,0,,,,,,
长期递延收益(万元),1158,1165,1173,1180,1188,1195,,1210,0,1225,1240,1270,,,
递延所得税负债(万元),,,,,,,,,0,,,,,,
其他非流动负债(万元),,,,,,,1203,,1218,,,,,,
非流动负债合计(万元),1158,1165,1271,1180,1188,1195,1203,1210,1218,1225,1240,1270,0,0,
负债合计(万元),51721,45447,42603,50750,51605,50052,47860,50473,49793,45945,46841,52444,54459,52416,
实收资本(或股本)(万元),30700,30700,30700,30700,30700,30700,30700,30700,30700,23000,23000,23000,23000,10100,
资本公积(万元),34486,34486,34486,34486,34486,34486,34797,34486,34486,,,,,185,
减:库存股(万元),,,,,,,,,0,,,,,,
专项储备(万元),2335,2335,2171,2171,2054,2008,,1950,1783,1783,1615,1267,918,572,
盈余公积(万元),3038,3038,3038,3038,2777,2777,2777,2777,2372,2372,2372,1776,592,1856,
一般风险准备(万元),,,,,,,2010,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),34420,33731,33347,32864,32717,31666,31893,31181,30272,28370,23921,16456,9529,12138,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),104307,103615,103067,102586,102050,100958,101498,100416,98940,54853,50241,41822,33354,24165,
少数股东权益(万元),,,,,,,,,0,,,,,,
所有者权益(或股东权益)合计(万元),104307,103615,103067,102586,102050,100958,101498,100416,98940,54853,50241,41822,33354,24165,
负债和所有者权益(或股东权益)总计(万元),156028,149062,145670,153336,153655,151010,149358,150888,148733,100797,97082,94266,87812,76581,		
