报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),19568,21959,22594,35904,17427,20138,19530,30092,24347,23794,27043,12262,6554,12149,11583,5290,3297,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),6483,4060,5746,3456,1906,1383,409,2477,662,310,516,,257,935,357,30,79,
应收账款(万元),69093,61128,50385,40793,48960,41334,32496,23392,22256,21281,18115,13847,17079,11864,7254,5849,5426,
预付款项(万元),637,395,168,168,568,490,134,63,195,114,48,44,34,48,47,35,10,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,0,69,0,,,173,,99,104,,,,,,,,
应收股利(万元),,0,0,0,,,,,,,,,,,,,,
其他应收款(万元),,701,,679,769,666,649,795,1089,899,967,376,624,477,177,92,77,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),27605,22399,24876,28153,29272,17929,15747,17846,17227,11060,10802,10405,10604,8795,5718,3421,2210,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,19,,
其他流动资产(万元),300,201,40,351,675,38,27,240,14,12,11,10,102,7,54,1,5,
流动资产合计(万元),124525,110843,104572,109504,99577,81976,69165,74905,65888,57575,57501,36944,35255,34275,25189,14736,11104,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),860,873,886,899,913,926,939,952,965,978,992,1005,883,812,,,,
固定资产原值(万元),,14496,,14299,,12002,,4483,,4328,,4227,,4028,,,,
累计折旧(万元),,2793,,2550,,2163,,1961,,1827,,1614,,1268,,,,
固定资产净值(万元),,11704,,11749,,9839,,2521,,2501,,2612,,2761,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,11704,,11749,10062,9839,2462,2521,2486,2501,2522,2612,2711,2761,3457,3231,423,
在建工程(万元),,1123,,1022,186,111,7220,6771,4748,4554,4759,4155,2895,711,,,893,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),3037,2978,3030,3014,2999,3041,1658,1663,1701,1731,1631,1552,1596,1642,192,165,156,
开发支出(万元),,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,
长期待摊费用(万元),365,403,276,288,18,40,73,97,211,247,287,248,312,385,53,8,53,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),553,487,414,325,364,351,251,208,184,174,137,128,187,147,136,71,59,
其他非流动资产(万元),430,468,172,423,593,517,1686,1642,116,50,26,136,93,81,659,48,717,
非流动资产合计(万元),21640,18036,16874,17720,15134,14825,14290,13855,10412,10235,10354,9836,8677,6539,4498,3524,2300,
资产总计(万元),146164,128879,121446,127224,114711,96802,83455,88760,76300,67810,67855,46780,43932,40815,29687,18260,13404,
短期借款(万元),5990,4000,4010,4060,3950,950,,,,,,1500,1000,1000,1000,500,500,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),11473,11930,,7595,,5600,5886,2086,2400,3350,2300,2100,1500,1585,500,,,
应付账款(万元),50030,40718,,46883,,28956,19300,29131,20112,11870,12592,13541,14756,13360,6794,5225,3361,
预收账款(万元),679,205,97,1195,801,1011,438,288,12,83,38,283,267,78,168,68,127,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),197,155,127,926,86,57,43,879,70,58,59,630,195,448,378,263,227,
应交税费(万元),928,856,1523,1315,1217,1221,713,413,234,487,239,654,288,424,394,417,313,
