报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),11466,13096,15234,16033,9316,10515,29067,6234,6046,3456,2025,2591,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),13751,12014,,13,11,,10,,,288,,,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),,2826,2448,2308,1891,2311,1185,312,199,65,583,107,
应收账款(万元),10530,11045,8108,6540,7468,6820,7197,7508,6620,6924,6024,5492,
预付款项(万元),796,553,442,473,569,441,304,413,431,150,45,57,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,212,,246,440,143,334,203,197,240,434,179,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),10321,10342,6819,7566,7149,6502,5702,5948,4580,4501,4973,3906,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,
其他流动资产(万元),16,21,12506,12342,14052,14002,,,65,17,588,164,
流动资产合计(万元),49593,50109,45689,45521,40897,40733,43800,20618,18138,15642,14670,12498,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,
固定资产原值(万元),,27506,,19027,,17447,,16688,,14770,14091,,
累计折旧(万元),,9239,,6432,,6606,,5974,,5039,3969,,
固定资产净值(万元),,18266,,12595,,10841,,10714,,9732,10122,,
固定资产减值准备(万元),,,,,,,,,,,,,
固定资产(万元),,18266,,12595,12148,10841,10702,10714,10069,9732,10122,10373,
在建工程(万元),,288,,94,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),7780,5538,2214,2230,2246,2262,2199,2165,2191,2217,2268,2320,
开发支出(万元),,,,,,,,,,,,,
商誉(万元),1508,1508,,,,,,,,,,,
长期待摊费用(万元),543,484,455,438,213,143,134,149,124,77,111,145,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),222,238,162,131,107,125,118,121,110,85,98,112,
其他非流动资产(万元),605,570,309,418,1028,1490,664,201,538,257,50,261,
非流动资产合计(万元),28886,26892,15902,15906,15743,14862,13818,13350,13033,12367,12649,13210,
资产总计(万元),78479,77001,61591,61427,56640,55595,57617,33967,31170,28009,27319,25708,
短期借款(万元),4891,4900,4500,4500,1500,1500,3100,3100,3100,3250,2000,1000,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),90,,,,,,,,,,,,
