报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2011-12-31,
货币资金(万元),43361,36177,50810,49569,16433,16333,24096,22031,14716,11446,23432,5037,3257,2964,1104,2378,2077,6154,1029,1492,6808,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),10800,21500,6400,,,,283,,,,,,,,61,44,26,29,16,19,8,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),374,409,338,89,75,173,271,198,115,328,42,65,,63,41,41,31,95,84,87,128,
应收账款(万元),30553,27501,21208,29781,26158,20328,13365,14903,16963,14538,11822,12284,8202,7537,7541,7067,7583,6782,7908,6693,4791,
预付款项(万元),1319,1185,1655,835,1133,1660,1085,1182,1432,828,711,442,447,367,306,400,115,193,582,459,623,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,2,2,,77,56,0,4,13,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,1179,,538,570,578,481,473,348,120,322,678,608,524,286,147,304,149,175,160,110,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),7394,9354,7182,7530,6746,6819,5802,5504,6389,5827,5492,4669,4472,3561,4546,3861,3916,3809,3785,4208,2673,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,10,,,
其他流动资产(万元),1399,1419,1424,4670,9067,12130,1362,922,3614,8341,530,295,57,105,50,784,1489,100,532,555,2807,
流动资产合计(万元),99723,98724,90053,93015,60182,58099,46801,45214,43581,41442,42352,23470,17042,15121,13934,14722,15541,17310,14121,13674,17948,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),1926,1946,538,1980,1454,1468,1482,1497,1511,1525,1540,1554,,,,,,,,,,
固定资产原值(万元),,30601,,30063,,29998,,29305,,28602,,27935,,27985,,17193,17059,16770,16139,15570,13624,
累计折旧(万元),,11421,,10572,,10425,,9601,,8953,,8143,,7753,,6558,5949,5350,4739,4174,3358,
固定资产净值(万元),,19180,,19491,,19573,,19704,,19649,,19792,,20232,,10636,11110,11420,11400,11396,10266,
固定资产减值准备(万元),,,,0,,,,,,,,,,,,,,,,,,
固定资产(万元),,19180,,19491,19537,19573,19529,19704,19569,19649,19767,19792,20427,20232,10237,10635,11110,11420,11400,11396,10266,
在建工程(万元),,192,,91,,,,,,,,,,,10792,5434,4525,1236,102,129,,
工程物资(万元),,,,,,,,,,,,,,,,,,,91,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),1257,1270,1753,1297,1311,1324,1336,1348,1356,1369,1381,1394,1914,1945,1938,1918,1943,1962,1935,1950,1611,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),3610,3610,3610,3610,3610,3610,,,,,,,,,,,,,,,,
长期待摊费用(万元),486,368,276,208,197,225,17,19,22,24,27,29,54,50,63,75,56,75,52,88,178,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),172,177,173,395,316,331,350,383,431,429,411,436,450,456,468,482,340,314,254,276,275,
其他非流动资产(万元),772,608,861,702,666,574,488,638,382,308,264,290,114,194,228,1825,177,99,,,,
