报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),7053,57017,1310,12333,3612,5645,3685,55914,22573,26419,34279,45579,35655,17424,35569,15935,8458,17836,9462,26129,10957,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),257,,,,,,1824,851,603,180,1272,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,,
应收账款(万元),41443,32904,31365,27145,28234,26515,17938,9118,9168,8042,7489,5558,13015,8348,10070,8358,6831,9182,3452,4662,7344,
预付款项(万元),9903,4892,1610,1155,14878,14319,13241,12878,9567,8773,6858,1634,15184,8534,6071,3051,2667,4305,3606,2449,6016,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,3017,,2822,1640,2240,1539,1403,3152,4546,4630,5845,2975,2947,9028,2550,1678,2041,2204,3632,5608,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),8182,5327,4732,5032,6048,5736,7179,8440,6624,6791,5544,3452,4293,2834,4097,3708,5797,4906,4791,3485,10540,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),1909,1511,1105,1831,2108,2562,3169,4108,4261,22552,972,647,503,230,81,87,84,,,,,
流动资产合计(万元),72858,104668,43659,50318,56521,57016,48576,92713,55947,77303,61044,62715,71625,40318,64915,33689,25515,38270,23515,40358,40465,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,5,,30000,,12000,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),6015,,,,,57007,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,131993,,131338,,123521,,121435,,110437,,110348,,100355,,99763,94798,77794,73831,,33687,
累计折旧(万元),,53181,,49467,,46804,,43315,,39797,,36402,,32266,,28850,21473,18210,15193,,6160,
固定资产净值(万元),,78812,,81871,,76717,,78120,,70640,,73946,,68090,,70913,73324,59584,58638,,27526,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,78812,,81871,75446,76717,76434,78120,68918,70640,72234,73946,66543,68090,69248,70913,73324,59584,58638,47559,27526,
在建工程(万元),,51571,,45471,45007,41802,39867,37044,38661,33645,29313,28133,30648,27856,25642,24446,14278,10971,11694,10196,6788,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),205654,205666,205786,205844,195732,78550,78681,78753,78385,78461,78562,78658,77087,77235,77260,77323,74764,73288,71225,18411,11990,
开发支出(万元),111,38,38,28,,,,,177,177,,,,,,,,,,,,
商誉(万元),374,374,374,374,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,
长期待摊费用(万元),1651,1715,1779,1856,2487,2552,1756,1775,3541,3487,3350,3354,6436,6140,4935,4964,4636,3203,2855,4788,992,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),1538,1569,1568,1753,1627,1607,1524,1757,1199,1134,1220,1226,1126,1089,1112,1105,849,592,585,259,262,
其他非流动资产(万元),24511,5703,4822,2053,7030,5566,63766,5407,5151,5680,8409,2909,11359,7604,7889,6304,2408,8682,7802,3296,8737,
非流动资产合计(万元),373209,345448,342037,339250,327830,264302,262535,203357,226533,193725,205588,188728,193700,188514,186587,185556,170761,156821,153300,85010,56796,
资产总计(万元),446066,450116,385696,389568,384351,321319,311111,296070,282480,271028,266632,251444,265324,228832,251502,219245,196276,195091,176815,125368,97260,
短期借款(万元),3000,3000,5500,5500,4000,4989,6500,4000,,,2166,12500,42200,42200,52034,41700,27000,29000,32000,,300,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付票据(万元),,0,,,,,,,,,,,,,2400,5400,3000,3000,,,,
应付账款(万元),12860,15670,,16718,,8748,5849,7935,6059,4901,3850,6731,5249,6351,8188,12085,10719,17129,19713,7048,3762,
预收账款(万元),9489,9038,2466,2799,20390,18521,14643,2125,4014,704,104,691,1670,827,1549,1490,3630,1384,1021,2139,1595,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),784,1088,2398,2996,1088,682,473,1584,553,544,491,1537,557,450,435,1613,1227,469,1525,1795,939,
应交税费(万元),1539,1725,1299,1021,2051,2328,1080,2673,3614,2810,460,4013,2552,3679,1057,2968,4690,4241,2320,1975,478,
应付利息(万元),191,70,555,34,30,17,4,,,,,,,,,,,,,,,
应付股利(万元),30,64,37,37,37,6311,,,,68,,,,,,,,2621,,,8500,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,7496,,12096,,8333,10233,9418,8428,7996,9012,9649,2411,2728,2552,3369,2175,1502,1266,960,1343,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),37500,41800,31800,36300,15900,14600,14100,14100,8300,10800,6100,6100,10350,9850,17850,17850,8950,12900,15000,18650,8900,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),71235,79951,66512,77499,60417,64528,52883,41835,30969,27823,22183,41221,64988,66084,86065,86474,61390,72246,72845,32568,25818,
长期借款(万元),37000,35200,44200,38700,62700,62500,66000,66000,73600,73600,81100,48900,39700,14900,17200,17200,35050,39186,22200,20700,23750,
应付债券(万元),50547,49932,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),123,123,187,187,123,123,123,123,123,123,123,123,123,123,123,123,123,120,117,111,105,
长期递延收益(万元),44,55,66,78,89,100,111,122,133,144,155,166,177,188,199,210,255,,299,,,
递延所得税负债(万元),9112,9112,9112,9112,,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,277,,,,
非流动负债合计(万元),96827,94423,53565,48076,62912,62723,66234,66245,73856,73867,81378,49189,40001,15212,17523,17534,35428,39583,22616,20811,23855,
负债合计(万元),168062,174373,120077,125575,123329,127251,119117,108081,104825,101691,103561,90410,104989,81296,103587,104008,96818,111829,95462,53379,49673,
实收资本(或股本)(万元),52592,52592,52592,52592,52592,52592,52592,52592,52592,52598,52568,52568,52568,52000,52000,46800,46800,46800,46800,20000,20000,
资本公积(万元),50101,50624,37475,37425,37821,37636,37450,37264,36698,36765,36163,36163,35630,29142,29142,983,983,983,983,16505,983,
减:库存股(万元),3727,3740,3740,3740,3727,5348,5597,5597,5607,5680,7056,7056,,,,,,,,,,
专项储备(万元),816,1130,1140,1205,1286,1418,1114,1146,1002,797,828,816,914,829,1283,1275,946,806,570,329,723,
盈余公积(万元),16163,16163,16163,16163,15147,15147,15147,15147,14435,14435,14435,14435,12540,12540,12540,12540,10863,8845,8809,7534,4213,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),98124,94485,97177,95310,92686,85595,84133,80177,71084,62859,58829,56745,51105,45339,45124,45723,35826,21762,20090,27021,21668,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),214035,211256,200831,198954,195805,187038,184838,180728,170205,161775,155766,153671,152757,139850,140089,107320,95418,79196,77253,71389,47587,
少数股东权益(万元),63970,64486,64788,65038,65217,7030,7156,7261,7450,7563,7305,7363,7578,7686,7826,7917,4040,4066,4101,600,,
所有者权益(或股东权益)合计(万元),278005,275743,265619,263992,261022,194068,191994,187989,177655,169337,163071,161033,160336,147536,147914,115237,99458,83262,81353,71989,47587,
负债和所有者权益(或股东权益)总计(万元),446066,450116,385696,389568,384351,321319,311111,296070,282480,271028,266632,251444,265324,228832,251502,219245,196276,195091,176815,125368,97260,		
