报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),46820,29711,27731,43274,20672,12936,6361,8706,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),,1231,5977,1718,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),,,,,,,,,
应收账款(万元),48982,34374,23196,21239,,11815,15129,4713,
预付款项(万元),2156,1297,1368,703,1427,881,700,416,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,,,,,345,486,1070,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),26912,34951,27297,22841,36027,26925,22609,16899,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),1654,1762,2629,7262,4190,20054,2376,7382,
流动资产合计(万元),127577,105015,89825,97669,98458,72956,47662,39186,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,40,
长期股权投资(万元),,,,,,,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,,27378,26832,,,,,
累计折旧(万元),,,6835,6306,,,,,
固定资产净值(万元),,,20542,20526,,,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),,,20542,20526,18218,16419,13970,10258,
在建工程(万元),,,,,13046,1965,1920,528,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),10113,10160,10593,10057,10932,11958,10211,8286,
开发支出(万元),,,,,,,,,
商誉(万元),1776,1726,1691,1723,3084,3045,3467,3260,
长期待摊费用(万元),894,928,844,931,1079,1032,334,401,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),3809,4601,3850,3902,4333,2947,2543,2428,
其他非流动资产(万元),,,,,,44,51,,
非流动资产合计(万元),64833,63882,59633,57954,50693,37411,32496,25201,
资产总计(万元),192409,168896,149458,155623,149151,110367,80159,64387,
短期借款(万元),10000,,500,8191,15120,10000,11700,9760,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),2023,1114,64,325,146,,,12,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),,,,,,,,,
应付账款(万元),27657,35297,25700,21853,,24152,21385,14953,
预收账款(万元),630,516,647,864,752,461,548,211,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),7894,6284,4795,7053,4594,2550,3452,1271,
应交税费(万元),4082,3011,4144,3447,3698,1192,1824,2070,
应付利息(万元),,,,,,,,23,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,,,,,1487,5476,11996,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,,1715,1665,1089,
其他流动负债(万元),,,,,,,,,
流动负债合计(万元),57840,51134,41333,47155,67145,41557,46050,41385,
长期借款(万元),12220,8220,8220,8220,,,2237,3862,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),8961,7655,7549,7958,6625,6005,5598,4918,
长期递延收益(万元),482,454,468,117,126,135,153,138,
递延所得税负债(万元),31,83,81,96,68,77,27,68,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),21695,16412,16319,16392,6819,6218,8015,8986,
负债合计(万元),79534,67547,57652,63547,73964,47775,54065,50371,
实收资本(或股本)(万元),11275,11275,11275,11275,11275,11275,9619,5010,
资本公积(万元),47286,47286,47286,47286,47272,47272,24092,800,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),4223,4223,4223,4223,2259,2259,1175,1245,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),49046,37891,28400,28642,13721,1337,-8830,5356,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),112616,101063,91497,91747,74849,62294,25901,12812,
少数股东权益(万元),260,287,309,329,338,298,193,1204,
所有者权益(或股东权益)合计(万元),112875,101350,91806,92076,75187,62592,26094,14016,
负债和所有者权益(或股东权益)总计(万元),192409,168896,149458,155623,149151,110367,80159,64387,		
