报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),992626,954224,1039629,926583,1025702,984161,922288,426091,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),,,,,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),,,,,,,,,
应收账款(万元),142609,87166,11533,120753,141718,119512,122608,119689,
预付款项(万元),13,45,18,,63,7,7,,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,845,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,178947,,31428,,,,,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),,,,,,,,,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),2971,8861,3282,2592,2467,4858,6636,11273,
流动资产合计(万元),1302615,1229244,1269408,1081355,1197885,1153613,1114943,639603,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,,,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,27058635,,16126718,,,,,
累计折旧(万元),,3831816,,3078027,,,,,
固定资产净值(万元),,23226819,,13048691,,,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),,23226819,,13048691,,,,,
在建工程(万元),,33054,,8651,,,,,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),5928182,5946061,5941857,4298577,4310203,3003243,2987109,2990475,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),,,,,,,,,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),,,,,,2596,4304,4632,
其他非流动资产(万元),368631,320736,291226,77862,138585,126609,116604,575948,
非流动资产合计(万元),29449812,29526670,30043374,17433782,17510081,16417362,16657770,17374432,
资产总计(万元),30752427,30755914,31312782,18515136,18707966,17570975,17772713,18014034,
短期借款(万元),1000978,1000978,,,,,350000,380000,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),,,,,,,,,
应付账款(万元),50602,44403,22561,64174,51107,74127,112102,95933,
预收账款(万元),,,,32387,27898,17513,10899,24620,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),54,105,62,63,44,42,34,34,
应交税费(万元),74080,23271,57322,102508,165606,58523,45454,9313,
应付利息(万元),,,,,55182,53379,58542,89121,
应付股利(万元),,259282,,,47778,28929,13058,1959,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,608082,,153260,,,,,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),209051,304698,293765,197036,150850,210250,151800,157650,
其他流动负债(万元),,,,,,,,,
流动负债合计(万元),1918145,2253476,3229688,549428,639266,510300,885809,821450,
长期借款(万元),7765419,7597109,6426606,2020775,2029875,2172225,2382475,2696387,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),,,,,,,,,
长期递延收益(万元),,,,12224,9734,5258,51,,
递延所得税负债(万元),29497,29946,30422,27066,27483,28734,30402,32069,
其他非流动负债(万元),314438,271251,761477,28224,28224,37137,35726,507869,
非流动负债合计(万元),8109354,7898306,7218505,2088289,2095316,2243354,2448654,3236325,
负债合计(万元),10027499,10151782,10448193,2637717,2734582,2753653,3334462,4057775,
实收资本(或股本)(万元),4910648,4910648,4910648,4282085,4282085,4000000,13062396,13062396,
资本公积(万元),12259616,12259616,12259616,10010434,10010434,9064454,2058,2058,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),420337,420337,420337,420337,300964,300964,198485,107950,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),634223,502405,741019,1164563,1379900,1451903,1175312,783855,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),18224824,18093006,18331620,15877419,15973384,14817322,14438251,13956259,
少数股东权益(万元),2500104,2511126,2532969,,,,,,
所有者权益(或股东权益)合计(万元),20724928,20604132,20864589,15877419,15973384,14817322,14438251,13956259,
负债和所有者权益(或股东权益)总计(万元),30752427,30755914,31312782,18515136,18707966,17570975,17772713,18014034,		
