报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),26180,14915,16460,18982,9665,4078,17013,14206,8579,13732,16115,18186,17216,14512,10239,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),1000,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),10,50,90,92,,,,,,,,,,,,
应收账款(万元),9524,10787,10317,16397,11064,11211,8642,10000,5697,7270,4715,4594,5024,3376,1878,
预付款项(万元),1753,2307,1516,823,2259,1912,1040,525,1928,866,752,988,580,928,638,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,487,,357,362,357,374,395,259,407,597,629,1927,1706,273,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),16304,16786,14485,14957,13825,13522,10408,11372,13747,13517,9823,8033,11086,9365,6734,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,156,177,201,225,68,55,40,
其他流动资产(万元),656,537,2187,720,4206,389,3372,2145,9080,155,165,359,13,160,,
流动资产合计(万元),55834,45869,45690,52327,41380,31470,40849,38643,39446,36124,32368,33014,35914,30102,19801,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),82,73,80,81,85,89,93,91,79,88,95,114,120,150,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,68479,,67707,,66985,,66553,,64642,62741,61898,62188,,,
累计折旧(万元),,24739,,22603,,22186,,19975,,17733,15814,11584,9598,,,
固定资产净值(万元),,43740,,45104,,44799,,46579,,46909,46927,50314,52590,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,43740,,45104,44088,44799,45705,46579,45725,46909,46927,50314,52590,44708,31480,
在建工程(万元),,7927,,7496,6952,6431,4733,4917,5471,5394,6918,7123,7914,8950,9009,
工程物资(万元),,,,,,,,,,,,,,55,272,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,49,48,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),8490,8613,8702,8832,8315,8415,8532,8621,8140,8006,8151,8114,5756,5655,5253,
开发支出(万元),,,,,635,635,612,635,1156,1156,1156,1502,1502,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),502,302,314,328,341,355,408,395,344,353,395,483,503,522,151,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),1271,1406,546,625,557,591,729,730,1002,672,627,588,471,426,30,
其他非流动资产(万元),1149,815,1028,755,1506,1993,1779,985,1490,1045,913,1025,1363,1285,2116,
非流动资产合计(万元),65001,62877,62525,63221,62479,63307,62590,62952,63407,63623,65183,69313,70269,61750,48311,
资产总计(万元),120836,108746,108215,115548,103859,94778,103440,101594,102853,99747,97551,102327,106183,91853,68112,
短期借款(万元),36967,28339,22339,23239,20400,10900,11500,8500,7500,9500,21500,23100,24800,27000,16150,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),650,550,,750,,,,,,,820,1500,1880,,,
应付账款(万元),7118,4232,,6615,,6238,4969,6076,7703,6749,6270,7862,12649,13072,8878,
预收账款(万元),1302,864,2091,636,493,845,4611,622,744,708,846,751,974,1036,2249,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),3614,3354,3154,3513,3058,2703,2865,3557,2897,2580,3122,2375,2008,1713,1340,
应交税费(万元),526,398,424,714,1105,583,1802,2346,737,518,2503,2526,2443,2235,1865,
应付利息(万元),400,283,205,131,29,25,30,29,27,34,55,71,89,78,35,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,1280,,1027,,1103,1037,1275,1113,1185,1314,1402,936,865,1547,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),5525,4770,4976,6133,3459,4025,4432,6701,7033,7899,6655,8339,5236,4650,650,
其他流动负债(万元),,,,,415,415,357,416,370,444,349,241,241,180,4,
流动负债合计(万元),57108,44069,38205,42757,35088,26837,31604,29521,28125,29617,43434,48168,51254,50830,32718,
长期借款(万元),200,200,1600,1600,3550,3550,4550,4925,6200,6575,9825,11825,17325,9650,10350,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,2288,,2304,27,182,645,629,4719,1172,1479,3165,1282,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),2607,2711,2865,2995,1818,1937,2043,2145,2443,2352,1973,1659,1899,1604,446,
递延所得税负债(万元),,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),3671,5199,6608,6898,5395,5669,7238,7699,13361,10100,13277,16649,20506,11254,10796,
负债合计(万元),60779,49268,44813,49655,40483,32506,38842,37220,41486,39717,56711,64817,71760,62085,43514,
实收资本(或股本)(万元),16800,16800,16800,16800,16800,16800,12000,12000,12000,12000,9000,9000,9000,9000,9000,
资本公积(万元),17823,17823,17823,17823,17823,17823,22623,22623,22614,22614,7300,7300,7300,7300,7300,
减:库存股(万元),,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
