报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),38342,45618,16160,16372,9894,17793,22422,7040,1925,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),,,,,,,,,,
应收账款(万元),32363,14528,11440,13232,14675,6639,9715,6713,5550,
预付款项(万元),78,134,206,69,14,78,61,,,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),475,109,,24,2,,8,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,33,,39,31,,35,61,134,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),31816,23202,18372,16163,7679,18947,14693,6248,13645,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),48787,35181,2260,2291,,1036,1101,9718,2764,
流动资产合计(万元),151908,118806,48516,48191,32295,44559,48033,29780,24018,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,7565,,7473,7438,,7203,,,
累计折旧(万元),,2402,,2189,1763,,1349,,,
固定资产净值(万元),,5163,,5284,5675,,5854,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),,,,5284,5675,,5854,6260,6602,
在建工程(万元),,,,,,,,,,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),2135,2503,1216,154,592,1021,998,1573,892,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),63,63,67,67,49,76,32,56,15,
其他非流动资产(万元),,,,,,,,,,
非流动资产合计(万元),7283,7729,6464,5505,6317,6852,6884,7889,7508,
资产总计(万元),159191,126535,54980,53696,38612,51411,54917,37670,31526,
短期借款(万元),5745,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),,,,,,,,,,
应付账款(万元),27581,13465,,7814,4592,9591,10738,2809,8057,
预收账款(万元),25,19,17,0,0,227,423,478,546,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),1701,801,325,1103,1020,461,1172,973,1022,
应交税费(万元),1802,297,258,566,587,74,2188,1127,707,
应付利息(万元),9,,,,,,,,,
应付股利(万元),1568,2774,,,,16200,16200,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,2146,,293,880,1067,1226,2961,2230,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),41090,19502,9377,9777,7079,27620,31947,8348,12562,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),540,540,540,480,518,664,664,794,740,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),540,540,540,480,518,664,664,794,740,
负债合计(万元),41630,20042,9917,10257,7597,28284,32611,9142,13302,
实收资本(或股本)(万元),13871,13871,10404,10404,10404,10404,2869,2452,2452,
资本公积(万元),68680,68680,11840,11840,11840,11840,3875,2958,2063,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),3406,2508,2205,2091,862,98,1434,1226,1226,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),31369,21384,20599,19074,7912,766,14097,21893,12509,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),117561,106493,45063,43440,31015,23127,22306,28528,18225,
少数股东权益(万元),,,,,,,,,,
所有者权益(或股东权益)合计(万元),117561,106493,45063,43440,31015,23127,22306,28528,18225,
负债和所有者权益(或股东权益)总计(万元),159191,126535,54980,53696,38612,51411,54917,37670,31526,		
