报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,
货币资金(万元),2561970,2647852,2523111,2318293,2270132,1913980,3030348,,
结算备付金(万元),,,,,,,,,
拆出资金(万元),378090,256606,450319,484085,349600,186647,155299,,
交易性金融资产(万元),602897,757470,1944988,920230,712326,723082,1144523,,
衍生金融资产(万元),204288,235058,168270,288632,197270,305759,431153,,
应收票据(万元),,,,,,,,,
应收账款(万元),,,,,,,,,
预付款项(万元),,,,,,,,,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,162978,189055,196690,160433,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,,,,,,,,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),1030873,892362,876578,867756,657009,10009,51000,,
存货(万元),,,,,,,,,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),,,,,,,,,
流动资产合计(万元),,,,,,,,,
发放贷款及垫款(万元),12693983,12049970,10500004,9304426,8687635,8259649,8099606,,
可供出售金融资产(万元),,,,4863884,5607113,5121543,5046369,,
持有至到期投资(万元),4001876,3642570,3102696,2464029,2509335,2175885,2064542,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,46200,46200,46200,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),748,1227,1281,1308,1335,1096,1117,,
固定资产原值(万元),,,,,,,,,
累计折旧(万元),,,,,,,,,
固定资产净值(万元),,,,,,,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),36546,36706,38689,37173,37525,38758,40652,,
在建工程(万元),31505,29288,27463,27646,26123,26683,25504,,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),51898,52573,22305,16990,17303,17778,18403,,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),,,,,,,,,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),139348,121257,89387,71358,72348,66146,69158,,
其他非流动资产(万元),228411,184878,151789,129931,205579,231277,89612,,
非流动资产合计(万元),,,,,,,,,
资产总计(万元),27124168,26590615,24686756,23606058,23493933,21590924,23241442,20952300,
短期借款(万元),,,,,,,,,
向中央银行借款(万元),1001416,1362907,1143579,951100,1011100,911100,1061100,,
吸收存款及同业存放(万元),15253625,14800190,13895908,12577917,12605059,11346380,12446451,,
拆入资金(万元),766792,1839344,1270474,695680,1477298,2047511,1799655,,
交易性金融负债(万元),22,2167,7,6,6,3167,,,
衍生金融负债(万元),203862,230061,169456,273686,177050,284972,388381,,
应付票据(万元),,,,,,,,,
应付账款(万元),,,,,,,,,
预收账款(万元),,,,,,,,,
卖出回购金融资产款(万元),1385257,1332759,1596370,867442,1901052,707713,933997,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),34272,30304,35223,35277,33333,29329,40294,,
应交税费(万元),34529,33667,22562,16456,8156,22155,18516,,
应付利息(万元),,,,167674,172692,156161,158066,,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,,,,,,,,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,
其他流动负债(万元),,,,,,,,,
流动负债合计(万元),,,,,,,,,
长期借款(万元),,,,,,,,,
应付债券(万元),6396955,4980719,4678672,6185199,4206274,4285101,4563697,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),25130,19454,10414,3772,3772,3646,3646,,
长期递延收益(万元),,,,,,,,,
递延所得税负债(万元),,,,,,,,,
其他非流动负债(万元),405426,337158,306848,370594,477109,384652,432008,,
非流动负债合计(万元),,,,,,,,,
负债合计(万元),25507286,24968730,23129514,22144803,22072901,20181886,21845810,19748800,
实收资本(或股本)(万元),237522,237522,237522,237522,237522,237522,237522,,
资本公积(万元),531748,531748,531748,531748,531748,531748,531748,,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),89240,89240,89240,72628,72628,72628,72628,,
一般风险准备(万元),266914,266914,266914,252294,252294,252294,254861,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),479811,449457,378143,348051,310777,295030,257973,,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),1586547,1592490,1529549,1461255,1421032,1409038,1370363,,
少数股东权益(万元),30335,29396,27693,,,,25269,,
所有者权益(或股东权益)合计(万元),1616883,1621886,1557242,1461255,1421032,1409038,1395632,,
负债和所有者权益(或股东权益)总计(万元),27124168,26590615,24686756,23606058,23493933,21590924,23241442,20952300,		
