报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),10808,12491,24013,29516,23332,15906,16896,4122,30202,1988,3626,3654,3463,447,49,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),4199,2406,11859,14846,16199,11266,11419,13769,4541,3968,4274,765,3989,892,414,
应收账款(万元),14646,17124,13681,25373,23957,22806,21084,20533,17541,17093,15959,16120,14728,4758,1597,
预付款项(万元),381,431,660,633,1060,1114,435,154,34,441,262,183,37,72,221,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,379,,518,418,370,340,366,340,525,334,281,160,138,157,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),19708,18489,18785,19651,22278,14803,15423,14938,12714,11798,9453,13522,13287,7265,1833,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,39,,
其他流动资产(万元),2667,2650,2484,2008,162,49,135,17134,186,403,165,75,8,261,107,
流动资产合计(万元),52893,53970,71997,92543,87407,66314,65733,71016,65558,36217,34072,34601,35671,13872,4379,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,27508,,24571,,19393,,16702,,6850,6184,5993,5196,1069,,
累计折旧(万元),,3759,,2715,,1928,,1328,,948,821,707,329,200,,
固定资产净值(万元),,23749,,21856,,17465,,15375,,5903,5363,5286,4867,869,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,23749,,21856,18383,17465,15564,15375,11987,5903,5363,5286,4867,869,636,
在建工程(万元),,6944,,2279,1642,844,678,356,1436,6744,5149,3917,30,,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),2324,2346,2376,2373,2389,2361,2372,2276,2285,2259,2269,2287,864,23,6,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),1436,938,154,121,190,115,121,128,,,,,,,78,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),2154,1578,1179,993,877,702,700,706,364,376,348,347,292,101,40,
其他非流动资产(万元),1258,1064,1690,2464,2569,2528,2879,721,758,8,372,318,45,198,20,
非流动资产合计(万元),39918,36619,32562,30086,26051,24015,22315,19562,16829,15289,13501,12155,6098,1190,779,
资产总计(万元),92812,90589,104559,122629,113458,90328,88048,90578,82387,51506,47573,46757,41769,15061,5158,
短期借款(万元),0,,14413,24037,19370,3378,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),6211,3000,,3674,,,,,,,,,,,,
应付账款(万元),9876,11360,,17925,,12779,10721,14618,12764,13069,11048,13364,18710,9163,3067,
预收账款(万元),704,339,220,218,286,240,435,323,246,284,261,1062,252,1223,988,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),840,743,664,1533,711,511,480,1549,394,340,219,393,569,287,80,
应交税费(万元),54,76,72,160,-591,245,235,835,233,257,984,684,973,374,56,
应付利息(万元),,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,1200,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,1702,,1385,2096,1871,1962,1018,1554,974,937,869,808,357,178,
预提费用(万元),,,,,,,,,,,,,,,,
