报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),88217,54594,43231,50387,31548,20331,19640,19459,94723,17621,6917,5631,9563,2831,11994,6220,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),30191,63316,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),5641,8657,8930,18806,16230,10007,17443,14128,21537,27514,33100,7747,1128,3142,19625,12906,
应收账款(万元),109865,97114,111217,95362,86356,91693,79866,73816,85799,70157,54229,50100,27752,42129,27684,12065,
预付款项(万元),2570,1541,2197,1262,4831,2630,3893,3462,3814,2814,3573,1474,3231,2707,3409,3114,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,683,218,,898,1129,681,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,5,,18,1328,22,335,75,20,49,3,4,26,10,34188,34540,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),22229,21983,19804,18044,18751,17104,17013,18800,21915,19364,16485,11013,14408,14129,17130,17917,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),508,834,69538,64796,80293,78179,77180,86110,0,301,3021,5622,4288,,,,
流动资产合计(万元),259681,248046,255708,248893,239337,220863,216499,216531,227809,137819,117328,81591,60396,64947,114032,86762,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
