报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),53600,39708,57452,54336,44234,71952,65277,69415,80387,89588,103850,96529,27720,31851,21250,13757,6395,7166,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),6113,6068,6027,5972,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,
应收账款(万元),9058,12269,9995,10438,7641,5839,9068,5371,6507,4092,7121,4812,3299,4138,3353,2643,3574,1751,
预付款项(万元),14321,12387,13663,9912,18508,15025,9695,9816,7788,6476,1959,2848,5261,2510,3528,3861,2676,1866,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),30,18,276,39,,13,2,35,405,246,73,27,297,28,110,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,4048,,3361,4743,2987,3099,2653,3459,2372,2198,2344,2603,2328,2141,1743,1664,931,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),67742,59794,62112,62237,49262,44528,43894,34885,36374,23017,25555,24723,23900,19341,16797,15946,12196,10887,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,
其他流动资产(万元),34018,56110,35254,34961,46900,12059,33524,28336,18177,18267,5225,5660,10000,,,,,,
流动资产合计(万元),189828,190402,188437,181256,171288,152402,164559,150511,153097,144058,145980,136943,73079,60196,47178,37948,26505,22601,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1000,1000,1000,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,2453,,2154,,1663,,1530,,1540,,1450,1380,1249,,,,,
累计折旧(万元),,1451,,1248,,1093,,983,,1077,,1084,1057,1008,,,,,
固定资产净值(万元),,1002,,906,,570,,547,,462,,366,324,241,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,1002,,906,867,570,558,547,482,462,373,366,324,241,256,239,574,686,
在建工程(万元),,13467,,10219,8781,10137,7767,6638,6226,4281,4240,2753,2459,1449,299,132,93,93,
工程物资(万元),,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),11036,11124,11089,11158,10885,10894,10934,10844,5871,5888,5806,3316,3342,3442,3546,3678,3802,770,
开发支出(万元),,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,
