报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),29972,25891,22626,17244,17922,17064,19651,16991,54660,8424,8355,6033,8623,6437,8535,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),3506,8457,11542,7028,3625,8098,9841,6519,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),21825,18196,15624,19919,11253,15080,13218,9508,9164,11284,3655,11840,3625,3261,1434,
应收账款(万元),44752,47925,55317,55785,59413,57449,51440,52468,48417,44191,36970,33803,31339,25617,21526,
预付款项(万元),129,34,17,38,488,0,6,27,577,890,613,409,1538,341,260,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1297,,789,1210,1012,826,768,827,1087,993,921,494,367,934,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),32657,30076,30186,32205,39031,32416,32611,29701,27334,30728,35588,29536,23156,22276,21024,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),816,1264,924,7151,10331,7799,9967,20412,109,73,543,570,89,778,1605,
流动资产合计(万元),134981,133141,137181,140158,143274,138918,137561,136395,141088,96678,86719,83112,68865,59078,55317,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,30,30,30,50,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,45586,,40465,,37880,,32692,,29295,27166,21492,11737,,,
累计折旧(万元),,13179,,11098,,9595,,8015,,6565,5341,3814,2582,,,
固定资产净值(万元),,32406,,29367,,28285,,24677,,22731,21825,17678,9155,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,32406,,29367,29541,28285,24804,24677,23607,22731,21825,17678,9155,4338,3921,
在建工程(万元),,3100,,3234,2949,2408,1241,604,447,477,101,158,2863,2702,247,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),3790,3831,3890,3943,3447,3486,3544,3585,3561,3564,3600,2760,2814,2848,69,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),745,745,745,745,745,,,,,,,,,,,
长期待摊费用(万元),1183,1215,1230,1203,910,942,732,450,518,491,540,310,288,257,117,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),638,742,822,935,542,659,640,470,417,481,484,312,214,159,130,
其他非流动资产(万元),1501,602,506,278,1036,750,2009,1702,,,,,,,,
非流动资产合计(万元),45206,42641,41153,39706,39169,36531,32969,31489,28551,27743,26549,21249,15364,10335,4533,
资产总计(万元),180186,175782,178334,179864,182443,175449,170530,167883,169639,124421,113268,104360,84229,69412,59850,
短期借款(万元),10947,17125,14840,14909,15179,13264,9909,10017,14807,14589,10062,6495,6559,5671,4568,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),17257,12443,,13758,,17270,17952,13036,14426,13104,10141,12298,9131,9007,7013,
应付账款(万元),41687,35656,,41013,,37963,34447,37183,33918,36244,35029,34394,22612,20974,19380,
