报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),14044,32928,2522,5395,4547,4079,2161,4100,6262,7944,6619,5802,5204,8520,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),15000,,,,17,,,,,,,,,400,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),11046,14096,13693,13228,13091,11895,11341,7010,12407,12567,7828,10768,5231,7031,
应收账款(万元),42805,40656,35112,37000,29209,32065,25895,22929,18196,24164,29144,25101,18752,12489,
预付款项(万元),335,402,957,476,270,79,23,467,395,312,170,393,362,458,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,240,,177,474,201,,129,108,405,229,182,214,245,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),13249,14300,13680,11391,11677,9891,9082,6981,6239,9821,10552,9812,8159,9348,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),276,700,,216,76,14,10,5,58,67,,,390,,
流动资产合计(万元),96985,103323,66208,67883,59360,58223,48635,41621,43666,55282,54543,52057,38311,38491,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,19443,,19072,16640,,,,,,12549,,,,
累计折旧(万元),,8187,,7492,6250,,,,,,2681,,,,
固定资产净值(万元),,11256,,11580,10390,,,,,,9868,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,11256,,11580,10390,9704,,9030,9511,9944,9868,9739,7602,4879,
在建工程(万元),,1684,,1244,1373,329,,218,212,203,299,212,638,874,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),7019,7072,7125,7173,7342,6457,6550,6642,6735,6932,5243,5327,5495,5342,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,
