报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),158627,78781,91536,165048,42981,57915,162371,64690,115059,81946,182805,84802,48467,51098,41047,24135,12891,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,126774,0,,,,,,,,,,,,,,
衍生金融资产(万元),,,,0,,,,,,,,,,,,,,
应收票据(万元),594,,,0,,,,,,,,,,,,,,
应收账款(万元),6170,5981,3919,2305,980,927,519,322,479,360,386,250,174,271,390,418,2192,
预付款项(万元),4534,8358,6468,4329,6884,5790,7150,3448,5073,4328,5721,3567,3156,3962,4076,3671,2757,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,0,,,,,,,,,,,,,,
应收股利(万元),,,,0,,,,,,,,,,,,,,
其他应收款(万元),,5095,,5083,6510,4535,4352,3829,3385,2906,3574,2838,3205,3357,2529,1235,815,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),74341,60532,59462,56547,51351,39760,42947,40084,33903,26810,26181,29677,25788,31221,24088,19047,11159,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,0,,,,,,,,,,,,,,
其他流动资产(万元),90704,161629,2903,128203,224500,213928,73236,224908,150308,150422,21781,447,157,8,306,16,,
流动资产合计(万元),339243,320376,296288,361515,333205,322855,290575,337281,308207,266772,240448,121581,80946,89917,72435,48522,29814,
发放贷款及垫款(万元),,,,0,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,0,,,,,,,,,,,,,,
持有至到期投资(万元),,,,0,,,,,,,,,,,,,,
长期应收款(万元),,,,0,,,,,,,,,,,,,,
长期股权投资(万元),17,23,41,58,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,0,,,,,,,,,,,,,,
固定资产原值(万元),,116313,,114913,,110111,,102682,,88076,,84203,,35781,,,,
累计折旧(万元),,30005,,25837,,21838,,17689,,14508,,11368,,7234,,,,
固定资产净值(万元),,86308,,89077,,88273,,84994,,73568,,72835,,28547,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,86308,,89077,88100,88273,88159,84994,78286,73568,71475,72835,47602,28547,23141,8044,5891,
在建工程(万元),,52221,,30463,8775,3043,461,163,3612,4679,2967,2059,14359,18085,104,2648,270,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,0,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,0,,,,,,,,,,,,,,
无形资产(万元),30128,29905,28811,29004,29188,29355,29696,12042,8210,8239,7929,7980,8081,8171,8356,1508,1496,
开发支出(万元),11908,8888,7393,5490,2997,,,,,,,,,,,,,
商誉(万元),,,,0,,,,,,,,,,,,,,
