报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),15114,14372,10171,13541,5142,8145,7487,13054,5525,8570,6236,7381,10497,8215,4240,7518,6640,3679,5012,3647,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),19116,12445,12445,11490,17818,11452,12097,12105,13079,14563,11701,12388,11194,11980,7522,11217,7456,8592,6565,10036,
应收账款(万元),29446,40138,35589,30813,33950,44367,31408,27099,31581,28817,23594,17751,19645,16688,13856,10109,14367,14073,9500,7468,
预付款项(万元),509,656,967,526,749,1206,877,538,786,1012,351,261,194,350,127,212,190,233,246,304,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,0,,,,,,,,,,,,,,,,,
应收股利(万元),,,,0,,,,,,,,,,,,,,,,,
其他应收款(万元),,759,,678,704,635,440,341,456,362,352,325,384,337,694,669,477,532,304,288,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),27325,27704,29440,29365,29922,28031,31294,27329,24259,22222,24262,18895,16577,16065,17341,15741,17666,14991,15682,15891,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
