报告日期,2020-09-30,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),73912,12620,11532,8161,18647,8756,6516,
结算备付金(万元),,,,,,,,
拆出资金(万元),,,,,,,,
交易性金融资产(万元),27,,,,,,,
衍生金融资产(万元),,,,,,,,
应收票据(万元),,,827,65,,,,
应收账款(万元),12544,14011,10908,9609,,,,
预付款项(万元),750,885,478,224,156,110,207,
应收保费(万元),,,,,,,,
应收分保账款(万元),,,,,,,,
应收分保合同准备金(万元),,,,,,,,
应收利息(万元),,,,,,,,
应收股利(万元),,,,,,,,
其他应收款(万元),,,,,,,,
应收出口退税(万元),,,,,,,,
应收补贴款(万元),,,,,,,,
应收保证金(万元),,,,,,,,
内部应收款(万元),,,,,,,,
买入返售金融资产(万元),,,,,,,,
存货(万元),5418,5290,4334,4286,3608,3832,2750,
待摊费用(万元),,,,,,,,
待处理流动资产损益(万元),,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,
其他流动资产(万元),4000,1050,,1705,5,0,6410,
流动资产合计(万元),97110,34477,28227,24117,32714,21434,23868,
发放贷款及垫款(万元),,,,,,,,
可供出售金融资产(万元),,,,,,,,
持有至到期投资(万元),,,,,,,,
长期应收款(万元),,,,,,,,
长期股权投资(万元),,,,,,,,
其他长期投资(万元),,,,,,,,
投资性房地产(万元),4,4,4,4,6,9,13,
固定资产原值(万元),,,20407,,,,,
累计折旧(万元),,,9378,,,,,
固定资产净值(万元),,,11029,,,,,
固定资产减值准备(万元),,,,,,,,
固定资产(万元),,,11029,,,,,
在建工程(万元),,,5801,,,,,
工程物资(万元),,,,,,,,
固定资产清理(万元),,,,,,,,
生产性生物资产(万元),,,,,,,,
公益性生物资产(万元),,,,,,,,
油气资产(万元),,,,,,,,
无形资产(万元),8299,8346,8433,8540,4020,4086,4173,
开发支出(万元),,,,,,,,
商誉(万元),,,,,,,,
长期待摊费用(万元),,,,,,27,60,
股权分置流通权(万元),,,,,,,,
递延所得税资产(万元),133,144,110,107,98,85,104,
其他非流动资产(万元),,,,,,,,
非流动资产合计(万元),31058,28890,25377,19378,13721,11436,11330,
资产总计(万元),128168,63367,53604,43495,46435,32869,35198,
短期借款(万元),,,,2000,4000,1000,5500,
向中央银行借款(万元),,,,,,,,
吸收存款及同业存放(万元),,,,,,,,
拆入资金(万元),,,,,,,,
交易性金融负债(万元),,,,,,,,
衍生金融负债(万元),,,,,,,,
应付票据(万元),,,,,,,,
应付账款(万元),7430,8186,8159,3711,,,,
预收账款(万元),,2340,1958,1639,1387,1042,1160,
卖出回购金融资产款(万元),,,,,,,,
应付手续费及佣金(万元),,,,,,,,
应付职工薪酬(万元),2804,1918,2086,1558,1762,1542,1345,
应交税费(万元),1138,1012,559,330,433,409,542,
应付利息(万元),,,,,,,,
应付股利(万元),,,,,,,,
其他应交款(万元),,,,,,,,
应付保证金(万元),,,,,,,,
内部应付款(万元),,,,,,,,
其他应付款(万元),,,36,,,,,
预提费用(万元),,,,,,,,
预计流动负债(万元),,,,,,,,
应付分保账款(万元),,,,,,,,
保险合同准备金(万元),,,,,,,,
代理买卖证券款(万元),,,,,,,,
代理承销证券款(万元),,,,,,,,
国际票证结算(万元),,,,,,,,
国内票证结算(万元),,,,,,,,
递延收益(万元),,,,,,,,
应付短期债券(万元),,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,
其他流动负债(万元),,,,,,,,
流动负债合计(万元),13637,13502,12797,9293,12123,7444,16212,
长期借款(万元),,,,,,,,
应付债券(万元),,,,,,,,
长期应付款(万元),,,,,,,,
专项应付款(万元),,,,,,,,
预计非流动负债(万元),,,,,,,,
长期递延收益(万元),200,205,118,77,,,,
递延所得税负债(万元),160,162,164,167,169,174,178,
其他非流动负债(万元),,,,,,,,
非流动负债合计(万元),360,367,283,243,169,174,178,
负债合计(万元),13997,13869,13079,9536,12292,7617,16391,
实收资本(或股本)(万元),8000,6000,6000,6000,6000,6000,2000,
资本公积(万元),72373,16559,16559,16485,16485,16293,7193,
减:库存股(万元),,,,,,,,
专项储备(万元),,,,,,,,
盈余公积(万元),2346,2346,2346,1198,1198,331,1000,
一般风险准备(万元),,,,,,,,
未确定的投资损失(万元),,,,,,,,
未分配利润(万元),31399,24455,15502,10192,10365,2665,8457,
拟分配现金股利(万元),,,,,,,,
外币报表折算差额(万元),,,,,,,,
归属于母公司股东权益合计(万元),114171,49498,40525,33958,34142,25252,18807,
少数股东权益(万元),,,,,,,,
所有者权益(或股东权益)合计(万元),114171,49498,40525,33958,34142,25252,18807,
负债和所有者权益(或股东权益)总计(万元),128168,63367,53604,43495,46435,32869,35198,		
