报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),47645,43243,39269,95043,30722,34984,76381,23099,62021,12319,31108,28327,38180,
结算备付金(万元),,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,
交易性金融资产(万元),2165,6501,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,
应收账款(万元),84544,96930,66500,60702,,,,52596,,47582,,34556,25122,
预付款项(万元),5531,9284,6889,4493,2926,1165,1327,729,512,1847,1636,4130,1780,
应收保费(万元),,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,
应收股利(万元),,,,,,,,450,,,,,,
其他应收款(万元),,2080,,2030,2241,2035,2215,2498,2197,2042,3206,9973,5461,
应收出口退税(万元),,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,
存货(万元),69588,54229,61233,48302,65968,51996,42623,51395,35542,51977,40121,40155,42509,
待摊费用(万元),,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,6340,1990,,,
其他流动资产(万元),687,424,30248,7010,2128,3512,3677,3035,11365,6108,23826,15055,10055,
流动资产合计(万元),212239,212693,206061,217579,162169,164619,177238,134083,152790,128215,137244,132195,123108,
发放贷款及垫款(万元),,,,,,,,,,,,,,
可供出售金融资产(万元),,,1489,1489,1489,1489,1489,9049,9060,1250,,,,
持有至到期投资(万元),,,,,,,,,,,,,,
长期应收款(万元),,,,,450,450,450,450,450,485,4644,,,
长期股权投资(万元),35904,38172,34409,33544,33539,32166,31110,23048,22129,11277,2121,1008,1315,
其他长期投资(万元),,,,,,,,,,,,,,
投资性房地产(万元),1060,1049,1070,1080,915,920,,,,,,,,
固定资产原值(万元),,19704,,19334,,19265,22320,,21335,,18727,,,
累计折旧(万元),,6690,,5831,,7548,10321,,9669,,8065,,,
固定资产净值(万元),,13013,,13504,,11717,11999,,11667,,10662,,,
固定资产减值准备(万元),,445,,445,,445,445,,446,,410,,,
固定资产(万元),,12569,,13059,12474,11272,11554,11312,11220,10231,10253,8008,8378,
在建工程(万元),,40122,,30353,23534,21783,15357,9327,5464,684,95,233,,
工程物资(万元),,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),22489,22749,22496,22723,22998,23222,23103,23482,24021,24503,993,770,712,
开发支出(万元),,,,,,,,,,,,,,
商誉(万元),980,980,980,980,980,980,980,980,1469,4421,941,,,
长期待摊费用(万元),99,113,142,154,210,228,286,337,396,445,272,167,63,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),2131,1516,889,1011,405,452,364,274,270,348,342,229,155,
其他非流动资产(万元),3820,3200,2797,2409,1788,1352,883,891,164,3795,24015,,850,
非流动资产合计(万元),137470,121429,109185,106801,98781,94315,85575,79149,74644,57439,43675,10414,11473,
资产总计(万元),349709,334122,315246,324380,260950,258934,262813,213232,227433,185654,180919,142609,134581,
短期借款(万元),69376,59531,51791,50858,52388,54213,59410,55420,56830,46630,38020,18000,15000,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,922,1157,
应付账款(万元),16163,15308,,21564,,,,7882,,8666,,18958,18401,
预收账款(万元),21413,18925,20540,21196,23847,19212,21101,18608,21769,24835,22449,31714,42281,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),18674,17214,19951,21808,14144,13444,17822,12140,16502,10549,14402,11187,7564,
应交税费(万元),6424,5116,4633,6582,3900,4895,5565,2913,5128,2950,2945,3860,4749,
应付利息(万元),298,258,129,213,,,,,,,,,,
应付股利(万元),,8000,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,2695,,2803,3268,3393,3359,2879,3761,6197,3932,2706,3559,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),6242,4291,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,
流动负债合计(万元),141249,131340,112500,125025,108023,107465,117019,99842,112650,99827,97133,87347,92711,
长期借款(万元),36290,31296,30912,27027,21680,21773,21955,10000,10000,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,68,,,,
长期递延收益(万元),,,,,,,,,,,,,,
递延所得税负债(万元),10,22,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),36300,31318,30912,27027,21680,21773,21955,10000,10000,68,0,,,
负债合计(万元),177550,162658,143413,152052,129703,129238,138974,109842,122650,99895,97133,87347,92711,
实收资本(或股本)(万元),40001,40001,40001,40001,36000,36000,36000,36000,36000,36000,36000,31743,30678,
资本公积(万元),64635,64635,64634,64635,39784,39784,39784,39914,39860,37732,37598,10904,2612,
减:库存股(万元),,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),4005,4005,4005,4005,2418,2418,2418,1499,1499,12,12,1288,1288,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),58724,57866,57887,57789,48026,46540,39814,20625,21955,10819,5732,11264,7627,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),166767,166127,166527,166429,126228,124742,118016,98038,99314,84563,79341,55199,42205,
少数股东权益(万元),5392,5336,5307,5900,5020,4954,5823,5352,5470,1197,4444,63,-335,
所有者权益(或股东权益)合计(万元),172159,171464,171834,172329,131247,129696,123839,103390,104783,85760,83786,55262,41870,
负债和所有者权益(或股东权益)总计(万元),349709,334122,315246,324380,260950,258934,262813,213232,227433,185654,180919,142609,134581,		
