报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),24936,18887,18439,18250,7733,16913,48587,16810,15495,14953,10458,5718,9249,8256,8608,6110,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),3479,4377,2792,5888,4801,4503,3543,3997,1983,3613,3123,1301,1338,1423,652,695,
应收账款(万元),12810,13861,14061,7022,10749,8636,7906,6206,5486,4859,4340,4967,4763,3293,2832,2221,
预付款项(万元),2081,1593,2852,1029,1194,1378,1069,745,668,243,182,365,254,442,875,1650,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,630,,378,309,284,655,542,510,454,392,396,385,343,291,343,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),22513,22516,17549,17111,16112,14972,12799,12283,10161,8315,6338,6786,5262,6795,4880,3397,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,17,52,,,,,,,
其他流动资产(万元),13203,19277,26761,27797,34200,24336,,164,,,,,,0,,,
流动资产合计(万元),79457,81142,83008,77476,75098,71024,74558,40746,34321,32489,24832,19533,21250,20552,18138,14415,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,50,50,50,50,50,50,50,50,50,50,50,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,50,50,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,44600,,38865,,35341,,34848,34367,32985,,,,12166,,,
累计折旧(万元),,14463,,13080,,11786,,10488,9075,7939,,,,3681,,,
固定资产净值(万元),,30137,,25785,,23555,,24360,25293,25047,,,,8486,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,30137,,25785,23953,23555,23854,24360,25293,25047,10782,10634,10691,8486,7582,4879,
在建工程(万元),,5074,,5153,3208,1429,630,481,663,220,10143,4380,2197,1622,225,1461,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),5040,5068,2257,2271,2285,2299,2313,2327,2355,2383,2438,2466,2494,2550,2606,2661,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,99,99,
长期待摊费用(万元),2209,2456,928,1039,1144,1252,1345,1467,1072,1085,1064,686,341,372,497,193,
