报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),53728,34861,18932,11377,29055,22795,17447,11023,17069,38633,5063,8949,5744,1616,8837,5351,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,7406,16700,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),474,743,491,479,320,569,511,209,135,100,200,210,157,10,,59,
应收账款(万元),36032,33037,29611,36124,28902,28217,27021,30056,27594,24885,20008,25778,20433,23795,17667,14996,
预付款项(万元),,,29,,,,,,,,,,,3,10,17,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,100,101,47,84,96,95,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,2389,,2484,,3420,4238,5639,5517,6187,5360,4188,3660,2991,2229,2476,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),41556,56470,49484,55864,53663,59779,50478,57994,50042,52793,47409,46486,40332,39637,37781,27072,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),709,536,359,18368,12436,22043,15000,15106,15800,667,357,346,13,46,272,416,
流动资产合计(万元),135590,135441,118863,124797,130080,136907,114791,120122,116156,123266,78398,85957,70338,68098,66797,50387,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,135,135,135,135,135,135,85,85,85,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),36423,29672,28285,23057,13265,10805,6613,6557,3763,2752,2275,410,,,,,
长期股权投资(万元),6360,6197,3000,1800,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),838,844,849,855,861,867,872,,,,,,,,,,
固定资产原值(万元),,2866,,2609,,2452,,2605,,2347,,2295,2403,,,,
累计折旧(万元),,1107,,962,,997,,968,,918,,846,776,,,,
固定资产净值(万元),,1759,,1647,,1455,,1637,,1430,,1449,1628,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,1759,,1647,1616,1455,772,1637,1445,1430,1416,1449,1628,1672,1711,1652,
在建工程(万元),,,,,,,,,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),151,160,157,161,154,144,147,137,141,145,122,125,132,108,121,125,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),3338,3338,3302,3003,2066,2066,,,,,,,,,,,
长期待摊费用(万元),649,715,728,747,471,525,468,494,486,510,535,560,661,776,854,728,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),1293,1046,838,820,553,570,480,551,427,358,365,420,361,302,190,174,
其他非流动资产(万元),,,,7761,7641,7568,7400,10,,,,,,,,,
非流动资产合计(万元),55150,50146,45149,39986,26761,24133,16888,9520,6397,5279,4798,3048,2782,2858,2877,2679,
资产总计(万元),190741,185587,164011,164783,156841,161040,131679,129642,122553,128545,83196,89005,73119,70956,69674,53066,
短期借款(万元),39900,35900,35900,31011,37900,38500,18500,6500,11500,18000,13000,10910,10550,11100,9500,5850,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),405,,,,,,,,,,,183,1799,,,,
应付账款(万元),22363,31418,,38021,,28507,20785,32110,24413,28884,22086,31272,21279,23879,27930,20045,
预收账款(万元),38,364,53,163,,138,144,136,,,,,,,34,29,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),74,174,586,980,100,125,202,252,6,105,150,438,203,383,565,510,
应交税费(万元),4139,4485,4415,5310,6567,6511,5765,5448,3884,3500,3619,3453,2498,2187,2093,1779,
应付利息(万元),497,180,55,55,63,72,30,39,15,19,16,16,17,18,17,11,
应付股利(万元),,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,339,,492,,601,79,161,33,1537,264,255,365,127,80,97,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),500,500,1951,500,500,500,300,500,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,
流动负债合计(万元),68692,73361,69960,76532,69994,74955,45805,45147,39850,52045,39136,46528,36710,37694,40218,28321,
长期借款(万元),36634,28234,10255,4000,4000,4000,4500,4500,5000,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,
非流动负债合计(万元),36634,28234,10255,4000,4000,4000,4500,4500,5000,0,0,0,0,0,0,0,
负债合计(万元),105326,101595,80215,80532,73994,78955,50305,49647,44850,52045,39136,46528,36710,37694,40218,28321,
实收资本(或股本)(万元),20328,20328,20328,20328,20328,20328,20328,20328,20328,20328,15246,15246,15246,15246,15246,15246,
资本公积(万元),33439,33439,33439,33439,33439,33439,33439,33439,33439,33439,7851,7851,7851,7851,7851,7851,
减:库存股(万元),,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,
盈余公积(万元),3088,3088,3088,3088,2619,2619,2619,2619,1910,1910,1910,1910,1296,981,615,162,
一般风险准备(万元),,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,
未分配利润(万元),28553,27131,26935,27389,26460,25699,24988,23610,22026,20823,19052,17469,12015,9184,5744,1486,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),85408,83985,83789,84244,82846,82085,81374,79996,77703,76500,44060,42477,36409,33262,29456,24746,
少数股东权益(万元),7,7,7,7,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),85415,83992,83796,84251,82846,82085,81374,79996,77703,76500,44060,42477,36409,33262,29456,24746,
负债和所有者权益(或股东权益)总计(万元),190741,185587,164011,164783,156841,161040,131679,129642,122553,128545,83196,89005,73119,70956,69674,53066,		
