报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),25268,27483,31182,30879,29032,37535,39573,46268,6098,3189,5435,15563,2972,
结算备付金(万元),,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,
应收票据(万元),1781,970,1565,1455,1674,784,991,3399,2528,3653,4768,2613,780,
应收账款(万元),18737,18517,14770,21097,22814,18937,13288,15905,14567,11998,12514,9064,3526,
预付款项(万元),672,290,1128,1229,2096,970,534,108,85,1315,1995,1094,7594,
应收保费(万元),,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,
应收利息(万元),44,62,34,60,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,
其他应收款(万元),,31,,54,113,47,70,16,62,1,2,55,54,
应收出口退税(万元),,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,
存货(万元),50467,47977,46582,43552,36192,33118,34471,33260,37803,37219,30116,26780,25000,
待摊费用(万元),,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,
其他流动资产(万元),329,351,551,385,3699,425,418,227,527,906,693,292,1305,
流动资产合计(万元),97386,95681,95942,98712,95619,91817,89346,99182,61671,58280,55523,55462,41231,
发放贷款及垫款(万元),,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,
固定资产原值(万元),,27106,,26819,,19463,,19131,,18148,16455,,,
