报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),27434,26065,38230,53919,36970,47089,41498,48229,38728,25693,41732,51672,51433,51055,47454,20276,16243,19260,17312,12414,4345,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),1508,1480,1922,2153,362,516,444,317,309,432,745,824,310,224,209,364,310,258,10,100,,
应收账款(万元),70349,65718,61223,61883,62398,55242,45937,16758,18404,17437,13924,12378,12343,12031,9376,9587,7450,6161,4041,4125,2325,
预付款项(万元),5376,16820,4600,1721,7192,1890,3639,263,161,150,150,332,307,166,245,172,833,81,61,121,61,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,3,,34,19,19,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,2368,,2550,1721,1579,2325,889,896,1107,1645,711,538,416,633,451,457,393,374,350,306,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),19415,16822,16905,15819,2189,1883,1622,,0,,,,,,,,,,,,35,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),2009,2009,5001,12,10000,,,2500,6060,16460,4708,,,,,,,,,,,
流动资产合计(万元),128478,131281,131413,138056,120832,108200,95465,68958,64558,61313,62922,65936,64932,63892,57917,30850,25293,26151,21798,17111,7072,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,5200,5200,5200,5200,5200,5200,5200,5200,5200,5500,5500,5200,5200,5200,5200,5200,5200,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),8241,8679,8016,8068,7744,7437,7212,6846,4321,4281,243,259,,,,,,,,,5200,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),594,604,613,623,633,642,652,662,672,681,691,701,710,720,730,739,759,778,817,,913,
