报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),11508,7022,17224,31050,4362,7189,4799,3254,5137,1967,7410,1685,671,167,21,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),11166,8118,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),41,103,89,,50,146,192,88,42,970,292,,,,,
应收账款(万元),15574,14761,27408,12311,15723,11673,10040,9468,7886,6298,4826,3266,1758,1456,548,
预付款项(万元),2982,2114,3788,3635,2886,5097,1582,1988,927,1473,843,1059,244,90,265,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),53,43,136,23,,52,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1171,,542,1081,584,440,339,354,243,229,155,83,34,9,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),183,197,13149,11869,2125,1768,11,9,725,394,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),8725,15613,19804,6013,26400,20179,21479,1476,823,568,403,604,,301,,
流动资产合计(万元),52385,49144,82696,65443,52627,46688,38543,16624,15893,11913,14003,6768,2757,2048,844,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,450,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,35380,,,,,,,,,,,,,,
长期股权投资(万元),3726,3739,3735,3750,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,38742,,27051,,12882,,12645,11821,8703,,3454,,1062,,
累计折旧(万元),,8531,,5171,,4016,,3013,2045,1297,,429,,110,,
固定资产净值(万元),,30211,,21880,,8866,,9633,9775,7407,,3025,,952,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,30211,,21880,8418,8866,9125,9633,9775,7407,4462,3025,1988,952,119,
在建工程(万元),,2366,,2916,9628,9285,9650,8535,1957,3062,3420,2214,,,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),886,924,214,228,45,40,45,47,55,63,71,24,7,8,,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),13571,2197,2197,,,,,,,,,,,,,
长期待摊费用(万元),11122,5171,5377,3913,2685,2935,2999,3125,3388,1773,741,807,796,241,,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),1230,1436,1681,960,104,99,89,89,57,32,30,19,4,14,5,
其他非流动资产(万元),6672,4728,5096,8591,4766,957,1944,400,891,535,1122,205,,29,61,
非流动资产合计(万元),98346,87052,52016,42688,25646,22182,23852,21829,16123,12871,9847,6293,2796,1244,185,
资产总计(万元),150731,136196,134713,108131,78273,68871,62395,38453,32016,24785,23850,13061,5552,3292,1030,
短期借款(万元),25543,26054,25542,23360,13099,6000,,4661,1971,117,117,,500,400,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),6876,8868,,11976,,2999,3518,2043,1300,,,,,,,
应付账款(万元),16576,14203,,7259,,4270,5279,4285,3340,2619,4808,3445,1823,1343,777,
预收账款(万元),693,677,1538,579,647,294,310,245,298,330,468,259,70,157,20,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),518,486,267,467,262,216,70,384,233,411,149,121,54,62,,
应交税费(万元),728,606,694,329,863,718,538,434,428,254,146,145,207,80,9,
应付利息(万元),81,87,67,84,,14,,12,7,0,0,,1,1,,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,39,,16,41,33,16,20,73,2,5,10,38,37,142,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,
其他流动负债(万元),385,4545,176,269,167,249,231,230,192,153,,,,,,
流动负债合计(万元),53059,55566,58564,44338,22404,14793,9960,12312,7843,3886,5693,3980,2692,2080,947,
长期借款(万元),21614,7044,5424,,,,,,,,,,609,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,7285,,4919,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),,,,,,,,22,59,80,,,,,,
递延所得税负债(万元),4166,4184,3450,1731,424,339,273,198,113,45,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),31464,18513,17738,6651,424,339,273,221,171,126,0,0,609,0,0,
负债合计(万元),84522,74080,76301,50989,22828,15133,10234,12533,8014,4012,5693,3980,3301,2080,947,
实收资本(或股本)(万元),11748,11748,6527,6527,6527,6527,6527,4895,4895,4895,4895,1142,1000,1000,100,
资本公积(万元),26798,26798,32019,32019,32019,32019,32019,8111,8111,8111,8115,5128,87,83,,
减:库存股(万元),,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
盈余公积(万元),1541,1541,1541,1541,1213,1213,1213,1213,785,785,314,321,18,41,,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),25552,21809,18325,16902,15507,13965,12631,11763,10216,6946,4831,2489,1146,88,-18,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),66068,62116,58411,57142,55445,53738,52161,25921,24002,20773,18157,9080,2251,1212,82,
少数股东权益(万元),140,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),66208,62116,58411,57142,55445,53738,52161,25921,24002,20773,18157,9080,2251,1212,82,
负债和所有者权益(或股东权益)总计(万元),150731,136196,134713,108131,78273,68871,62395,38453,32016,24785,23850,13061,5552,3292,1030,		
