报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),15146,49885,35370,63461,38077,53182,46144,15975,11511,8658,9921,11088,7145,14018,14952,22167,7643,21611,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),,0,185,230,215,81,230,100,50,0,173,0,69,,573,601,469,,
应收账款(万元),107175,92002,89135,85547,95829,97173,70972,53237,53791,49235,35629,27961,26526,22001,15360,14145,11701,7693,
预付款项(万元),2340,1072,1653,979,2521,814,2007,459,2515,1411,2060,1174,727,722,604,623,1897,1943,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),76,72,43,0,,133,,,,,,,,,,,,,
应收股利(万元),,0,,0,,,,,,,,,,,,,,,
其他应收款(万元),,1053,,4123,1473,1373,1483,1114,1334,1306,1177,968,1080,1167,779,969,533,581,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),21439,21240,22509,19609,20213,19443,19629,18083,19428,17552,17239,14110,13904,13344,11084,14893,14055,13596,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,90,
其他流动资产(万元),22844,2542,10703,14,13313,1400,10000,10000,10000,248,2500,2680,5655,312,2764,1490,1681,185,
流动资产合计(万元),169962,167867,161013,174023,171641,173598,150465,98968,98630,78411,68698,57981,55106,51563,46117,54889,37980,45699,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,0,,,,,,,,0,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),5,5,5,5,48,48,48,48,48,48,48,48,48,48,49,56,62,97,
固定资产原值(万元),,97772,,87184,,90874,,89567,,64900,,64896,64597,64516,64170,,,,
累计折旧(万元),,35021,,32115,,44900,,42842,,40086,,38235,37424,36555,34695,,,,
固定资产净值(万元),,62751,,55069,,45974,,46725,,24815,,26662,27172,27961,29476,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,62751,,55069,44950,45974,45929,46725,23961,24815,25690,26662,27172,27961,29476,33536,34645,34110,
在建工程(万元),,60116,,61561,54530,49037,41774,38601,59757,52090,50329,48547,43357,38269,30439,20309,12837,5482,
工程物资(万元),,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),31644,30281,30300,11627,11892,12156,12420,12684,12957,13218,13472,13686,14054,14315,14728,15493,16074,18064,
开发支出(万元),5265,4760,3722,8793,12788,11899,10499,8898,7829,6905,6120,5444,4791,3660,3067,1647,250,4120,
商誉(万元),,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),6764,5384,4466,2999,2755,2197,1774,1612,723,464,541,617,662,723,845,1100,1080,862,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),18921,18921,16148,16148,10719,10719,8412,8412,5950,5950,5075,5075,4350,3808,3552,3228,3558,2806,
其他非流动资产(万元),3813,3480,4819,3419,11557,6419,7755,5124,3662,4274,3725,2031,4527,4716,5109,3950,4203,2431,
非流动资产合计(万元),194624,185697,178596,159621,149240,138449,128610,122103,114887,107764,104999,102109,98961,93500,87265,79318,72710,67973,
资产总计(万元),364585,353564,339610,333645,320881,312047,279076,221071,213517,186175,173697,160090,154067,145064,133383,134207,110690,113671,
短期借款(万元),100,2000,2000,0,0,0,2000,2000,2000,2000,2100,3350,3350,4850,,3180,3500,3820,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),,0,,671,,1111,680,691,1480,693,568,1324,1238,811,,175,203,531,
应付账款(万元),12911,9415,,9171,,5502,7016,5365,6859,3913,4226,2264,2484,3177,3829,3818,3893,1577,
预收账款(万元),3132,2726,2400,3323,3421,4378,4115,4273,4198,4726,4704,5124,5075,4214,5554,2652,2070,1571,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
