报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),11397,22387,22280,13611,9876,9166,8613,10132,10046,4549,4040,6803,9547,1324,2059,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),,,7913,5999,11461,7546,9788,3036,5406,2959,1336,568,,,,
应收账款(万元),34304,19520,17637,23950,26516,32141,36729,35346,22335,16554,14258,15501,11141,8517,6217,
预付款项(万元),2662,2927,3721,3393,4242,5095,9622,7887,2426,705,523,219,139,469,216,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,2613,,5834,755,831,795,656,590,763,846,768,281,1584,2174,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),14859,14361,15277,14498,17435,16278,13939,10122,8392,6121,5035,3945,3005,2683,1186,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),1959,2581,3683,3314,1566,1695,524,7324,10289,221,135,69,,78,,
流动资产合计(万元),72370,69968,76285,70599,71851,72751,80011,74503,59483,31871,26172,27873,24112,14655,11852,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,10,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,67351,,62122,,57023,,46581,,,15794,15106,10946,,,
累计折旧(万元),,11699,,8808,,6951,,4856,,,3433,3422,2425,,,
固定资产净值(万元),,55652,,53314,,50072,,41724,,,12361,11683,8521,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,55652,,53314,51672,50072,44249,41724,30247,17218,12361,11683,8521,6653,3070,
在建工程(万元),,18784,,11446,7103,1674,1071,635,,5767,4747,4317,,,1174,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),6541,5944,5983,6026,6150,6152,6415,2454,2142,2154,2167,2179,260,230,236,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),272,299,83,100,58,70,244,50,58,66,74,83,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),1087,1571,473,459,423,397,206,280,181,135,187,118,84,91,62,
其他非流动资产(万元),6072,6640,3812,2436,8753,6894,7417,4085,4074,2448,2422,967,632,179,255,
非流动资产合计(万元),83687,88890,77399,73781,74159,65260,59602,49228,36702,27788,21957,19347,9497,7164,4796,
资产总计(万元),156057,158858,153684,144380,146010,138011,139613,123731,96185,59659,48129,47219,33610,21819,16649,
短期借款(万元),49235,48129,46053,30490,30960,28170,23629,17810,14970,16930,14740,16440,9878,7859,8929,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),2522,671,,5684,,2309,2109,2109,,,,,,,,
应付账款(万元),14735,9682,,4627,,5885,8536,9160,5571,4326,2628,1989,2384,2488,1021,
预收账款(万元),144,107,170,111,2232,763,1770,2542,2718,78,50,15,14,48,38,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),771,673,942,890,534,483,1334,1319,397,213,192,295,274,85,154,
应交税费(万元),74,72,42,95,14,344,2705,2591,1001,636,580,434,415,365,248,
应付利息(万元),,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,4761,,4759,7931,7933,7931,7931,92,89,88,88,,,,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,1000,,1000,1000,,,,,,,,
其他流动负债(万元),576,313,250,189,71,611,66,204,51,54,43,51,125,52,14,
流动负债合计(万元),72816,64407,59623,46844,54608,46499,49080,44666,24799,22326,18321,19313,13091,10896,10405,
长期借款(万元),11630,11630,7630,7630,7630,8630,7630,5330,6330,6330,1500,1500,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,72,,164,232,352,484,628,786,984,1185,1027,1350,501,46,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),159,165,148,154,159,165,171,176,182,188,193,199,333,245,287,
递延所得税负债(万元),1461,1504,1546,1587,,,,,,,,,,0,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),13285,13371,9435,9535,8021,9147,8285,6134,7298,7502,2878,2726,1682,746,333,
负债合计(万元),86101,77778,69058,56380,62629,55647,57365,50800,32097,29828,21199,22039,14773,11642,10738,
实收资本(或股本)(万元),19995,19995,14282,14282,14282,10202,10202,10202,10000,7500,7500,7500,7500,1150,1150,
资本公积(万元),36933,36808,42395,42270,41856,45377,44781,44258,36342,8615,8615,8615,8615,1,1,
减:库存股(万元),4759,4759,4759,4759,7931,7931,7931,7931,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
盈余公积(万元),3913,3913,3913,3913,2654,2654,2654,2654,907,907,907,907,272,903,476,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
