报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),31980,32343,28982,26454,18601,15522,20343,8282,18866,22350,23703,11920,7451,4229,1404,2414,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),1667,1667,1667,,,,,,,,,,,,230,211,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),9513,9011,7471,7759,9138,10140,3166,5681,3379,3010,3823,5377,3312,1281,267,936,
应收账款(万元),41338,36204,38037,33846,31046,27372,23486,19501,12576,7898,7706,5514,3516,3539,1983,2472,
预付款项(万元),203,111,45,131,275,1274,196,247,1268,624,1246,,,7,,6,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,388,,4331,1157,526,1178,1164,232,202,172,112,551,512,2228,2507,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),17668,16123,8802,10423,15859,11701,9454,7995,7911,5053,3123,3112,3052,3410,1942,1246,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),5603,8412,7050,8207,16955,14020,4070,12546,840,904,283,137,622,1552,90,,
流动资产合计(万元),108713,104259,96405,91149,93031,80555,61893,55416,45073,40040,40055,26171,18504,14531,8144,9793,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1667,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),94,82,78,64,67,66,61,45,49,50,43,38,38,38,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,4078,,3843,,3068,,2443,,2205,,1666,1397,,,,
累计折旧(万元),,1969,,1640,,1353,,1143,,951,,779,503,,,,
固定资产净值(万元),,2109,,2202,,1715,,1300,,1254,,887,895,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,2109,,2202,1947,1715,1305,1300,1237,1254,1126,887,895,421,258,265,
在建工程(万元),,,,,,,,,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),4131,4240,1713,1535,1608,1447,1299,1352,476,478,497,163,142,98,106,136,
开发支出(万元),335,,,,,,,,,,,,,,,,
商誉(万元),1473,1473,1467,1473,2297,2297,2297,2297,,,,,,,,,
长期待摊费用(万元),1906,1422,899,874,513,247,41,46,53,42,48,53,,7,50,92,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),2746,1728,1271,880,761,651,436,343,265,205,193,154,57,100,75,67,
其他非流动资产(万元),5345,4552,411,448,,,,627,418,423,,66,,,,,
非流动资产合计(万元),18535,15606,7903,9142,7194,6424,5438,6009,2499,2452,1907,1361,1132,664,489,560,
资产总计(万元),127248,119865,104308,100291,100225,86979,67331,61425,47572,42493,41962,27532,19636,15196,8633,10353,
短期借款(万元),9336,7566,11347,17668,19076,18020,7123,5357,2000,200,,1355,514,430,1780,3835,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),597,597,597,597,1500,1500,1500,1500,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),6244,7664,,4050,,4455,3017,2186,1925,2597,1766,1338,2445,986,72,203,
应付账款(万元),39259,44784,,25527,,21208,15761,12069,6510,4257,5695,8481,3691,2664,1176,1172,
预收账款(万元),5166,322,459,161,184,148,459,358,913,399,307,237,593,788,66,215,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
