报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),10654,15540,8063,15791,9255,16917,36143,54574,18940,13938,16720,16710,7683,8109,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),17798,16704,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),2116,1767,2240,2655,1765,1195,2148,1768,1238,2238,1628,981,1654,1880,
应收账款(万元),23231,22380,18165,20214,21849,21187,14703,22621,17455,14773,12978,16190,14301,18831,
预付款项(万元),52,27,28,39,131,70,199,9,509,465,133,319,543,242,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),4,7,111,103,,96,157,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,1176,,1206,1172,1314,1006,1290,741,1100,956,4157,1287,1605,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),18123,18047,18508,17337,17634,19597,17436,18424,14933,15847,12463,11030,10928,10616,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,575,566,,,,,,,
其他流动资产(万元),4547,5698,26653,25501,31572,23007,368,645,470,356,3038,14,686,,
流动资产合计(万元),79218,82568,75103,82847,83377,83383,72735,99897,54285,48717,47916,49402,37081,41283,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,1117,1100,1637,1604,2868,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,2147,
固定资产原值(万元),,57037,,47969,,45867,,43540,41576,32077,,,,,
累计折旧(万元),,15205,,14088,,13220,,12423,11521,10687,,,,,
固定资产净值(万元),,41832,,33881,,32647,,31117,30056,21390,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,41832,,33881,34423,32647,32624,31117,30056,21390,21175,21332,25388,25896,
在建工程(万元),,7622,,11539,5266,2575,749,240,,7467,174,320,,390,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),5937,5892,5590,4683,3624,3673,3702,3752,3852,3901,4020,4080,4152,4457,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),68,68,68,68,681,681,,,,,,,,,
长期待摊费用(万元),,,,64,71,77,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),568,439,454,456,284,338,307,307,343,344,319,322,372,428,
其他非流动资产(万元),1011,1803,2025,677,515,620,10284,175,135,140,179,,1612,1612,
非流动资产合计(万元),58637,57655,54061,51369,44863,40610,47666,35590,35503,34342,27504,27658,34392,34929,
资产总计(万元),137855,140223,129163,134216,128240,123993,120401,135487,89788,83059,75420,77060,71473,76212,
短期借款(万元),10696,14502,13022,15900,14578,10238,12171,16175,18342,14132,13268,13934,26849,13749,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,1,50,223,,,,,,,,,,
衍生金融负债(万元),,30,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,
应付账款(万元),26000,26765,,21431,,21360,15688,22668,17050,18355,12548,13245,11058,14101,
预收账款(万元),618,716,514,660,576,784,698,731,1246,1138,1017,1004,1849,1450,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),2736,2238,2201,3301,1794,1683,1547,3014,1900,2544,1499,1801,1533,1607,
应交税费(万元),1059,743,536,599,898,902,549,1325,1385,934,703,2070,625,545,
应付利息(万元),44,72,91,51,,48,36,51,128,14,76,49,173,,
应付股利(万元),,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,4261,,1112,685,652,503,2376,558,559,704,631,1000,451,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),38,64,98,124,135,148,142,139,145,142,138,130,51,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),45134,49391,38053,43228,38497,35815,31332,46477,40754,37820,29953,32864,43139,31903,
长期借款(万元),,0,,14,35,56,131,128,206,274,368,379,183,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,
长期递延收益(万元),987,994,1001,1008,1015,1022,902,907,302,306,313,315,323,323,
递延所得税负债(万元),258,268,270,270,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,621,621,621,621,,,
非流动负债合计(万元),1245,1262,1271,1292,1050,1077,1032,1034,1130,1201,1302,1315,506,323,
负债合计(万元),46378,50652,39324,44521,39548,36893,32365,47512,41883,39021,31255,34179,43645,32226,
实收资本(或股本)(万元),13452,13452,13199,13199,13199,13199,13199,13199,9899,9899,9899,9899,8909,8909,
资本公积(万元),50782,50517,48426,48426,48426,48426,48426,48426,15496,15496,15496,15496,12486,12486,
减:库存股(万元),2344,2344,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),8622,8622,8622,8622,8654,8654,8358,8358,7808,7808,6807,6807,4920,4607,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),20738,19143,19441,19247,18440,16831,18126,17992,14603,10767,11901,10664,1485,18790,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),91308,89424,89672,89497,88702,87045,87926,87881,47757,43948,44019,42767,27660,43880,
少数股东权益(万元),168,147,167,198,-10,56,110,94,148,91,145,114,168,106,
所有者权益(或股东权益)合计(万元),91476,89571,89839,89696,88693,87101,88036,87975,47905,44038,44165,42881,27828,43986,
负债和所有者权益(或股东权益)总计(万元),137855,140223,129163,134216,128240,123993,120401,135487,89788,83059,75420,77060,71473,76212,		
