报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),66764,73945,56930,65850,84818,26823,26888,13067,17685,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),2773,1833,1732,1431,,,,,,
应收账款(万元),48460,46288,45260,41260,,,,,,
预付款项(万元),638,1331,1339,778,1149,1822,2196,602,1067,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,871,1048,1654,,,,,,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),51707,49074,46351,42999,34066,32052,29667,30033,35622,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),10759,11530,17233,15526,8213,7296,12959,2379,4170,
流动资产合计(万元),205108,200015,181427,179648,177078,118487,119282,82507,90753,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),500,500,500,500,,,,,,
长期应收款(万元),,,,,500,,,,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,337820,329083,322493,,,,,,
累计折旧(万元),,115562,110009,104657,,,,,,
固定资产净值(万元),,222259,219074,217836,,,,,,
固定资产减值准备(万元),,888,888,888,,,,,,
固定资产(万元),,221371,218187,216948,,92874,74235,67038,63297,
在建工程(万元),,61093,66152,59784,,49645,42990,17004,8040,
工程物资(万元),,135,,567,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),7381,7293,7371,7433,3772,3586,3271,1387,1335,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),728,807,847,869,510,320,189,18,,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),6457,6285,6162,4694,3208,2536,1939,1723,1547,
其他非流动资产(万元),13901,6672,7004,5303,28352,12558,8915,1796,2233,
非流动资产合计(万元),311135,304156,306222,296098,212029,161520,131539,88965,76452,
资产总计(万元),516244,504171,487649,475746,389107,280007,250821,171472,167206,
短期借款(万元),126371,127488,123978,117310,77473,64028,46739,39046,42098,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,19,,,,,
应付票据(万元),4876,1804,2365,5153,,,,,,
应付账款(万元),31653,25897,31972,33929,,,,,,
预收账款(万元),,,,215,542,506,99,27,33,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),2092,2183,2409,3441,3731,2920,3294,2610,2338,
应交税费(万元),2267,4014,5033,2441,4143,2149,1609,1235,470,
应付利息(万元),,,,,,,,,,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,1184,1144,1245,,,,,,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),4323,4011,4409,3676,1000,122,,,,
其他流动负债(万元),,,244,6,51,55,,,,
流动负债合计(万元),173218,166755,171740,167415,115879,97161,71006,53370,80543,
长期借款(万元),39158,51273,51481,50202,19410,11678,7698,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,70952,51777,52598,,21704,23297,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),13008,12759,12931,9625,6739,7152,8278,9587,10034,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),118806,134984,116189,112424,86762,40535,39272,9587,10034,
负债合计(万元),292024,301739,287930,279840,202642,137696,110278,62956,90576,
实收资本(或股本)(万元),40058,36000,36000,36000,36000,36000,36000,36000,21696,
资本公积(万元),72908,60935,60935,60935,60278,60278,60278,45174,31471,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),4604,4604,4604,4604,4336,4114,4114,3296,2704,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),61137,55672,53099,49851,42998,30745,29464,24041,20758,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),178707,157211,154638,151390,143611,131137,129855,108511,76630,
少数股东权益(万元),45513,45221,45081,44516,42854,11174,10688,5,-0,
所有者权益(或股东权益)合计(万元),224220,202432,199719,195906,186465,142311,140543,108516,76630,
负债和所有者权益(或股东权益)总计(万元),516244,504171,487649,475746,389107,280007,250821,171472,167206,		
