报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),12161,7623,44378,2095,2324,1468,2825,1960,3130,2355,1207,5786,2241,2751,12256,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),4395,3412,2267,1897,2349,2373,,10577,8830,11144,6307,6137,4690,4172,5682,
应收账款(万元),16345,18161,13663,12351,10335,12700,,10876,10281,11563,10236,8687,7851,7544,9017,
预付款项(万元),41,86,260,475,415,191,220,71,61,108,900,156,333,130,9,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,31,,,,,,40,47,49,46,1087,12990,7763,4871,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),8022,7223,6920,5928,5343,5543,5403,5210,4801,5173,4288,3956,4063,4148,4140,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),28607,32382,85,96,76,38,82,218,317,188,185,189,278,216,139,
流动资产合计(万元),74820,71030,71151,27350,25658,25832,24410,28951,27467,30580,23169,25997,32447,26723,36114,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,28243,,24788,,23906,,,,,,,,,,
