报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),54874,65878,44140,74596,47229,30401,26906,86685,16287,18034,22557,12346,9609,8853,7931,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),983,1833,1433,1680,279,194,234,35,,,,10,40,,,
应收账款(万元),154981,155327,157171,159846,89977,82421,75567,71590,57846,49626,41585,33602,33748,34945,31129,
预付款项(万元),3371,910,1149,995,193,170,62,196,409,455,122,140,111,32,160,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,14,14,,,,,,,,,,,,
其他应收款(万元),,13932,,13335,11900,11269,10425,9333,8030,5405,3828,4373,4261,3301,3213,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),47597,49522,52301,54479,32088,28255,26099,27872,24502,22460,21882,19052,15172,12164,9611,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),12283,5051,9780,16347,30872,34290,42200,199,100,198,71,8,4,510,612,
流动资产合计(万元),289347,292453,280565,321346,212569,187031,183075,197493,108083,97089,90954,70442,62943,59804,52655,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,7140,3037,2810,2810,2810,2810,1810,1810,550,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),42,42,57,7,249,249,284,284,630,673,743,682,690,678,672,
其他长期投资(万元),,,,,,,,,,,,,,,,
