报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),16434,19552,25391,14869,27255,19744,39015,40462,40971,15891,13270,6326,5088,2615,4113,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),21488,15016,8077,10285,2049,2017,159,52,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),48,122,340,606,315,238,233,300,349,123,190,,,157,,
应收账款(万元),6758,5014,3903,3874,2844,2761,2594,2641,2203,1697,1732,1657,2256,2198,1124,
预付款项(万元),914,931,970,887,770,590,918,500,421,383,712,541,1043,77,253,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),58,344,393,169,84,131,146,45,40,41,1,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,288,,112,,368,257,70,92,61,60,32,44,65,606,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),21853,17584,14334,11456,12987,11863,11232,9224,10167,8703,6437,5179,3704,819,235,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),13355,16058,17824,26731,23375,25090,6576,6451,1581,1974,1712,1238,771,592,365,
流动资产合计(万元),81187,74909,71415,68990,70069,62804,61131,59745,55825,28873,24115,14973,12906,6523,6697,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),1127,971,,,,,,,6,6,7,16,31,28,27,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,52702,,43868,,37319,,35599,,34896,34449,,,,,
累计折旧(万元),,16907,,15222,,13942,,12779,,11729,10628,,,,,
固定资产净值(万元),,35795,,28645,,23377,,22820,,23166,23821,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,35795,,28645,24541,23377,22873,22820,22713,23166,23821,20573,20641,14304,16795,
在建工程(万元),,3171,,7959,6725,5571,4968,4916,4937,4937,5710,6251,6201,11039,7145,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),207,239,298,384,414,517,672,813,905,1044,1089,169,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),4800,4772,4777,4810,4378,4405,4449,4291,4291,4318,4225,4318,4445,4527,4439,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),402,479,478,255,208,212,203,158,100,113,128,30,55,79,,
