报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),42561,57508,78730,99029,55468,55143,51516,32189,86538,34031,44469,28874,25654,28886,34437,35913,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),13138,13108,12493,13217,,7617,5624,8209,5302,7670,9347,22156,17039,20157,31424,21015,
应收账款(万元),49541,49303,36768,36117,,50664,33662,34682,40509,48861,29950,34253,47728,38283,28723,24451,
预付款项(万元),4570,2619,4817,2849,4024,2584,2158,808,3940,941,1506,375,608,573,651,1080,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),14,17,54,7,,17,11,220,45,7,31,18,27,31,16,327,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,354,,109,358,361,252,197,441,196,191,221,136,596,548,254,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),92443,93321,95995,81602,82200,82082,88698,67669,63345,66859,59734,71807,84282,89274,89589,78700,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,29,12,4,80,
其他流动资产(万元),4736,5423,8193,4636,2121,3154,3238,30801,1354,691,998,1955,1532,1550,4366,2480,
流动资产合计(万元),207184,221653,237242,237566,196301,201622,185159,174774,201474,159257,146226,159660,177035,179363,189759,164299,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,150,150,150,150,150,150,150,150,150,150,150,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),3579,3629,3679,3729,3809,3845,3894,3944,3967,4022,2725,1884,1992,589,,,
固定资产原值(万元),,324078,,303452,,284993,,268479,,258963,256602,,,,,,
累计折旧(万元),,170493,,162029,,154112,,146779,,138536,130735,,,,,,
固定资产净值(万元),,153585,,141423,,130881,,121700,,120427,125867,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,153585,,141423,132432,130881,118392,121700,118168,120427,125867,133753,140683,141582,145648,115678,
在建工程(万元),,42220,,28887,17093,13317,21916,12110,10529,6695,2557,1387,737,7336,8195,22824,
工程物资(万元),,,,,,1,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,289,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),17251,16372,12028,12116,12112,12200,12287,12375,11397,11473,11733,12215,12550,12796,13645,13895,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,
长期待摊费用(万元),1029,1219,1265,1211,826,859,647,622,538,527,603,,,45,115,181,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),2608,2818,2761,2575,3416,2662,2729,2698,3262,3215,3475,3843,3838,3513,2885,1962,
其他非流动资产(万元),5491,6064,2993,5092,1215,169,325,2269,778,604,296,70,394,165,427,2742,
